#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
346	 3 	 CHN 	 CNH 	 0.003624933271943591 	 0.003624933271943591
346	 25 	 Li 	 Li 	 3.696775426589697e-05 	 3.696775426589697e-05
346	 23 	 HF2 	 HF2 	 0.0026910838966169894 	 0.0026910838966169894
346	 6 	 C2H2 	 C2H2 	 0.00013879564989346772 	 0.00013879564989346772
346	 10 	 NO 	 NO 	 8.748099731812761e-05 	 8.748099731812761e-05
346	 21 	 HN2O 	 HON2 	 0.0040873985909439916 	 0.0040873985909439916
346	 13 	 O3 	 O3 	 0.003716015086882901 	 0.003716015086882901
346	 9 	 Na2 	 Na2 	 1.4574275562522227e-06 	 1.4574275562522227e-06
346	 7 	 CO 	 OC 	 0.0003598246830193996 	 0.0003598246830193996
346	 0 	 H2 	 H2 	 1.2506733020737404e-06 	 1.2506733020737404e-06
346	 19 	 HO 	 OH 	 1.3439689525713658e-05 	 1.3439689525713658e-05
346	 2 	 FLi 	 LiF 	 0.007126963687048782 	 0.007126963687048782
346	 5 	 F2 	 F2 	 0.0002037384921793295 	 0.0002037384921793295
346	 18 	 H3N 	 NH3 	 0.00038105867601405234 	 0.00038105867601405234
346	 8 	 HLi 	 LiH 	 2.2001498662838295e-06 	 2.2001498662838295e-06
346	 16 	 CH2 	 CH2 	 0.0026006655065980294 	 0.0026006655065980294
346	 11 	 NO2 	 NO2 	 0.004601882919430224 	 0.004601882919430224
346	 15 	 CH3 	 CH3 	 9.756729163772215e-08 	 9.756729163772215e-08
346	 20 	 CH 	 CH 	 2.778717751979652e-07 	 2.778717751979652e-07
347	 5 	 F2 	 F2 	 0.00020378646318817712 	 0.00020378646318817712
347	 6 	 C2H2 	 C2H2 	 0.00014272636571319126 	 0.00014272636571319126
347	 11 	 NO2 	 NO2 	 0.004601548297384935 	 0.004601548297384935
347	 8 	 HLi 	 LiH 	 2.096273287693154e-06 	 2.096273287693154e-06
347	 14 	 N2O 	 N2O 	 0.0037652532442092553 	 0.0037652532442092553
347	 22 	 CH4O 	 CH4O 	 0.00023601457119666253 	 0.00023601457119666253
347	 12 	 HN 	 NH 	 0.0009456067911839326 	 0.0009456067911839326
347	 23 	 HF2 	 HF2 	 0.0026911136724725375 	 0.0026911136724725375
347	 2 	 FLi 	 LiF 	 0.007121304718699416 	 0.007121304718699416
347	 17 	 H2O 	 OH2 	 0.0002259516708981308 	 0.0002259516708981308
347	 7 	 CO 	 OC 	 0.0003599319013627788 	 0.0003599319013627788
347	 1 	 N2 	 N2 	 5.569195220371659e-06 	 5.569195220371659e-06
347	 15 	 CH3 	 CH3 	 1.0278344456552615e-07 	 1.0278344456552615e-07
347	 20 	 CH 	 CH 	 2.707785810573269e-07 	 2.707785810573269e-07
347	 21 	 HN2O 	 HON2 	 0.004087469465764091 	 0.004087469465764091
347	 0 	 H2 	 H2 	 1.0479971752768178e-06 	 1.0479971752768178e-06
347	 10 	 NO 	 NO 	 8.737770394648276e-05 	 8.737770394648276e-05
347	 9 	 Na2 	 Na2 	 1.451628113363594e-06 	 1.451628113363594e-06
347	 16 	 CH2 	 CH2 	 0.0026016742763212666 	 0.0026016742763212666
347	 18 	 H3N 	 NH3 	 0.0003812122077003505 	 0.0003812122077003505
347	 13 	 O3 	 O3 	 0.0037131124161156976 	 0.0037131124161156976
347	 19 	 HO 	 OH 	 1.3422802640197112e-05 	 1.3422802640197112e-05
347	 25 	 Li 	 Li 	 3.7076000546146484e-05 	 3.7076000546146484e-05
347	 3 	 CHN 	 CNH 	 0.0036283706850365484 	 0.0036283706850365484
347	 4 	 CO2 	 CO2 	 0.007596540548811046 	 0.007596540548811046
347	 24 	 C 	 C 	 3.675884933547045e-05 	 3.675884933547045e-05
348	 16 	 CH2 	 CH2 	 0.0026001405175801393 	 0.0026001405175801393
348	 2 	 FLi 	 LiF 	 0.0071224410724162355 	 0.0071224410724162355
348	 24 	 C 	 C 	 3.5881126373493895e-05 	 3.5881126373493895e-05
348	 4 	 CO2 	 CO2 	 0.007592473558824144 	 0.007592473558824144
348	 8 	 HLi 	 LiH 	 2.067020624943263e-06 	 2.067020624943263e-06
348	 19 	 HO 	 OH 	 1.341259044620537e-05 	 1.341259044620537e-05
348	 11 	 NO2 	 NO2 	 0.0046005264363574785 	 0.0046005264363574785
348	 17 	 H2O 	 OH2 	 0.00022628604030410255 	 0.00022628604030410255
348	 6 	 C2H2 	 C2H2 	 0.00014237919593633791 	 0.00014237919593633791
348	 20 	 CH 	 CH 	 2.8223944014349326e-07 	 2.8223944014349326e-07
348	 14 	 N2O 	 N2O 	 0.0037647228595521537 	 0.0037647228595521537
348	 15 	 CH3 	 CH3 	 1.0544823789189666e-07 	 1.0544823789189666e-07
348	 5 	 F2 	 F2 	 0.0002038291007347679 	 0.0002038291007347679
348	 22 	 CH4O 	 CH4O 	 0.0002360281041899391 	 0.0002360281041899391
348	 25 	 Li 	 Li 	 3.5149718881203275e-05 	 3.5149718881203275e-05
348	 21 	 HN2O 	 HON2 	 0.00408770879038223 	 0.00408770879038223
348	 18 	 H3N 	 NH3 	 0.0003804580285886745 	 0.0003804580285886745
348	 1 	 N2 	 N2 	 5.3337154213280484e-06 	 5.3337154213280484e-06
348	 23 	 HF2 	 HF2 	 0.002691212509027695 	 0.002691212509027695
348	 12 	 HN 	 NH 	 0.0009453421193300165 	 0.0009453421193300165
348	 3 	 CHN 	 CNH 	 0.0036259193213678425 	 0.0036259193213678425
348	 9 	 Na2 	 Na2 	 1.4474367833381504e-06 	 1.4474367833381504e-06
348	 0 	 H2 	 H2 	 1.1997863954973272e-06 	 1.1997863954973272e-06
348	 7 	 CO 	 OC 	 0.0003596759255402123 	 0.0003596759255402123
348	 13 	 O3 	 O3 	 0.003716273166785074 	 0.003716273166785074
348	 10 	 NO 	 NO 	 8.75061795699195e-05 	 8.75061795699195e-05
349	 24 	 C 	 C 	 3.6437984704644536e-05 	 3.6437984704644536e-05
349	 12 	 HN 	 NH 	 0.0009454843895188126 	 0.0009454843895188126
349	 23 	 HF2 	 HF2 	 0.002691228859034568 	 0.002691228859034568
349	 7 	 CO 	 OC 	 0.0003594520841900315 	 0.0003594520841900315
349	 3 	 CHN 	 CNH 	 0.0036252237273365837 	 0.0036252237273365837
349	 11 	 NO2 	 NO2 	 0.004602991338217255 	 0.004602991338217255
349	 15 	 CH3 	 CH3 	 1.1213505420435812e-07 	 1.1213505420435812e-07
349	 25 	 Li 	 Li 	 3.2799518509487146e-05 	 3.2799518509487146e-05
349	 8 	 HLi 	 LiH 	 2.163645277732036e-06 	 2.163645277732036e-06
349	 14 	 N2O 	 N2O 	 0.003768322177002262 	 0.003768322177002262
349	 2 	 FLi 	 LiF 	 0.007119303641667093 	 0.007119303641667093
349	 17 	 H2O 	 OH2 	 0.00022610565812945685 	 0.00022610565812945685
349	 6 	 C2H2 	 C2H2 	 0.00014225262517728903 	 0.00014225262517728903
349	 22 	 CH4O 	 CH4O 	 0.00023603061857396264 	 0.00023603061857396264
349	 19 	 HO 	 OH 	 1.3397702192859327e-05 	 1.3397702192859327e-05
349	 18 	 H3N 	 NH3 	 0.00038049293328263885 	 0.00038049293328263885
349	 16 	 CH2 	 CH2 	 0.002599979105032184 	 0.002599979105032184
349	 1 	 N2 	 N2 	 5.5107949300223946e-06 	 5.5107949300223946e-06
349	 21 	 HN2O 	 HON2 	 0.0040877655133255515 	 0.0040877655133255515
349	 4 	 CO2 	 CO2 	 0.007588937539063487 	 0.007588937539063487
349	 20 	 CH 	 CH 	 2.725220261742452e-07 	 2.725220261742452e-07
349	 10 	 NO 	 NO 	 8.738189995194818e-05 	 8.738189995194818e-05
349	 0 	 H2 	 H2 	 1.5194250900457186e-06 	 1.5194250900457186e-06
349	 13 	 O3 	 O3 	 0.0037166851189874644 	 0.0037166851189874644
349	 9 	 Na2 	 Na2 	 1.4581351654653009e-06 	 1.4581351654653009e-06
349	 5 	 F2 	 F2 	 0.00020376662530636626 	 0.00020376662530636626
350	 5 	 F2 	 F2 	 0.0002038026557499178 	 0.0002038026557499178
350	 20 	 CH 	 CH 	 2.74655331079039e-07 	 2.74655331079039e-07
350	 0 	 H2 	 H2 	 1.1265077403826826e-06 	 1.1265077403826826e-06
350	 16 	 CH2 	 CH2 	 0.0026015745948319994 	 0.0026015745948319994
350	 18 	 H3N 	 NH3 	 0.00038012032967864404 	 0.00038012032967864404
350	 13 	 O3 	 O3 	 0.0037132704266755506 	 0.0037132704266755506
350	 6 	 C2H2 	 C2H2 	 0.00014286642191370944 	 0.00014286642191370944
350	 1 	 N2 	 N2 	 5.1805576596407235e-06 	 5.1805576596407235e-06
350	 4 	 CO2 	 CO2 	 0.0075886605592975455 	 0.0075886605592975455
350	 2 	 FLi 	 LiF 	 0.007130441124132918 	 0.007130441124132918
350	 9 	 Na2 	 Na2 	 1.462070668385191e-06 	 1.462070668385191e-06
350	 15 	 CH3 	 CH3 	 1.125196834453807e-07 	 1.125196834453807e-07
350	 25 	 Li 	 Li 	 3.6280271831920686e-05 	 3.6280271831920686e-05
350	 19 	 HO 	 OH 	 1.3393604901237876e-05 	 1.3393604901237876e-05
350	 10 	 NO 	 NO 	 8.741757370465166e-05 	 8.741757370465166e-05
350	 12 	 HN 	 NH 	 0.0009459790817487296 	 0.0009459790817487296
350	 7 	 CO 	 OC 	 0.0003594768120124179 	 0.0003594768120124179
350	 21 	 HN2O 	 HON2 	 0.004087983941735579 	 0.004087983941735579
350	 11 	 NO2 	 NO2 	 0.004603359735710966 	 0.004603359735710966
350	 22 	 CH4O 	 CH4O 	 0.0002360438425120689 	 0.0002360438425120689
350	 17 	 H2O 	 OH2 	 0.00022587239520887066 	 0.00022587239520887066
350	 14 	 N2O 	 N2O 	 0.0037675278069361747 	 0.0037675278069361747
350	 8 	 HLi 	 LiH 	 2.210041044344402e-06 	 2.210041044344402e-06
350	 23 	 HF2 	 HF2 	 0.0026913270527680467 	 0.0026913270527680467
350	 3 	 CHN 	 CNH 	 0.0036231117732233456 	 0.0036231117732233456
350	 24 	 C 	 C 	 3.671168991638679e-05 	 3.671168991638679e-05
351	 2 	 FLi 	 LiF 	 0.007122745105805395 	 0.007122745105805395
351	 13 	 O3 	 O3 	 0.0037149616576378766 	 0.0037149616576378766
351	 25 	 Li 	 Li 	 3.5374279677192935e-05 	 3.5374279677192935e-05
351	 6 	 C2H2 	 C2H2 	 0.0001423737449321189 	 0.0001423737449321189
351	 17 	 H2O 	 OH2 	 0.00022587438914290625 	 0.00022587438914290625
351	 10 	 NO 	 NO 	 8.752070105762726e-05 	 8.752070105762726e-05
351	 11 	 NO2 	 NO2 	 0.004603806780246916 	 0.004603806780246916
351	 24 	 C 	 C 	 3.6664212406522946e-05 	 3.6664212406522946e-05
351	 12 	 HN 	 NH 	 0.0009457674444802004 	 0.0009457674444802004
351	 23 	 HF2 	 HF2 	 0.002691329901587637 	 0.002691329901587637
351	 18 	 H3N 	 NH3 	 0.0003801020353376097 	 0.0003801020353376097
351	 22 	 CH4O 	 CH4O 	 0.00023604556778132927 	 0.00023604556778132927
351	 0 	 H2 	 H2 	 1.2702579156308156e-06 	 1.2702579156308156e-06
351	 9 	 Na2 	 Na2 	 1.4508179707336168e-06 	 1.4508179707336168e-06
351	 20 	 CH 	 CH 	 2.7448477524965737e-07 	 2.7448477524965737e-07
351	 8 	 HLi 	 LiH 	 2.131705292170922e-06 	 2.131705292170922e-06
351	 14 	 N2O 	 N2O 	 0.003765233542624416 	 0.003765233542624416
351	 4 	 CO2 	 CO2 	 0.007587249667242618 	 0.007587249667242618
351	 3 	 CHN 	 CNH 	 0.0036244612023346653 	 0.0036244612023346653
351	 21 	 HN2O 	 HON2 	 0.004088060967229295 	 0.004088060967229295
351	 5 	 F2 	 F2 	 0.00020378881276472 	 0.00020378881276472
351	 15 	 CH3 	 CH3 	 9.769976781999262e-08 	 9.769976781999262e-08
351	 16 	 CH2 	 CH2 	 0.002600995646388397 	 0.002600995646388397
351	 19 	 HO 	 OH 	 1.344691577822251e-05 	 1.344691577822251e-05
351	 1 	 N2 	 N2 	 5.272834928116435e-06 	 5.272834928116435e-06
351	 7 	 CO 	 OC 	 0.0003592449345596983 	 0.0003592449345596983
352	 20 	 CH 	 CH 	 2.747701970507742e-07 	 2.747701970507742e-07
352	 17 	 H2O 	 OH2 	 0.00022620630478521346 	 0.00022620630478521346
352	 16 	 CH2 	 CH2 	 0.002600641689193363 	 0.002600641689193363
352	 2 	 FLi 	 LiF 	 0.007133493236555955 	 0.007133493236555955
352	 3 	 CHN 	 CNH 	 0.00362582471969614 	 0.00362582471969614
352	 5 	 F2 	 F2 	 0.00020395249238563143 	 0.00020395249238563143
352	 8 	 HLi 	 LiH 	 2.1317983691776677e-06 	 2.1317983691776677e-06
352	 7 	 CO 	 OC 	 0.00035932907844505376 	 0.00035932907844505376
352	 21 	 HN2O 	 HON2 	 0.004088179361869214 	 0.004088179361869214
352	 23 	 HF2 	 HF2 	 0.0026913903625621527 	 0.0026913903625621527
352	 10 	 NO 	 NO 	 8.753967507662221e-05 	 8.753967507662221e-05
352	 14 	 N2O 	 N2O 	 0.0037669172869468364 	 0.0037669172869468364
352	 11 	 NO2 	 NO2 	 0.004604530424560714 	 0.004604530424560714
352	 1 	 N2 	 N2 	 5.697551012852311e-06 	 5.697551012852311e-06
352	 19 	 HO 	 OH 	 1.3416362911226473e-05 	 1.3416362911226473e-05
352	 9 	 Na2 	 Na2 	 1.451640227830994e-06 	 1.451640227830994e-06
352	 0 	 H2 	 H2 	 1.0838847053862875e-06 	 1.0838847053862875e-06
352	 25 	 Li 	 Li 	 3.662317820258654e-05 	 3.662317820258654e-05
352	 18 	 H3N 	 NH3 	 0.0003809360188852656 	 0.0003809360188852656
352	 15 	 CH3 	 CH3 	 1.180363812299641e-07 	 1.180363812299641e-07
352	 22 	 CH4O 	 CH4O 	 0.00023605313689988765 	 0.00023605313689988765
352	 12 	 HN 	 NH 	 0.0009461218633859191 	 0.0009461218633859191
352	 6 	 C2H2 	 C2H2 	 0.0001426215253578945 	 0.0001426215253578945
352	 24 	 C 	 C 	 3.674169122601462e-05 	 3.674169122601462e-05
352	 4 	 CO2 	 CO2 	 0.007591181018111098 	 0.007591181018111098
352	 13 	 O3 	 O3 	 0.0037152996551870774 	 0.0037152996551870774
353	 22 	 CH4O 	 CH4O 	 0.00023605371018450662 	 0.00023605371018450662
353	 24 	 C 	 C 	 3.6722317520445577e-05 	 3.6722317520445577e-05
353	 16 	 CH2 	 CH2 	 0.00260180061801221 	 0.00260180061801221
353	 19 	 HO 	 OH 	 1.3414769394093305e-05 	 1.3414769394093305e-05
353	 21 	 HN2O 	 HON2 	 0.004088259057925934 	 0.004088259057925934
353	 4 	 CO2 	 CO2 	 0.007591478059194889 	 0.007591478059194889
353	 1 	 N2 	 N2 	 5.500227675720344e-06 	 5.500227675720344e-06
353	 0 	 H2 	 H2 	 1.1220603886844173e-06 	 1.1220603886844173e-06
353	 8 	 HLi 	 LiH 	 2.2060703740769396e-06 	 2.2060703740769396e-06
353	 23 	 HF2 	 HF2 	 0.0026914524463216875 	 0.0026914524463216875
353	 7 	 CO 	 OC 	 0.00035929972493710843 	 0.00035929972493710843
353	 2 	 FLi 	 LiF 	 0.0071294164665782755 	 0.0071294164665782755
353	 18 	 H3N 	 NH3 	 0.00037993156322685704 	 0.00037993156322685704
353	 11 	 NO2 	 NO2 	 0.004603638369427846 	 0.004603638369427846
353	 10 	 NO 	 NO 	 8.757783809995061e-05 	 8.757783809995061e-05
353	 3 	 CHN 	 CNH 	 0.003624907848892933 	 0.003624907848892933
353	 17 	 H2O 	 OH2 	 0.00022654627692157367 	 0.00022654627692157367
353	 14 	 N2O 	 N2O 	 0.0037659612458463758 	 0.0037659612458463758
353	 9 	 Na2 	 Na2 	 1.460412760264897e-06 	 1.460412760264897e-06
353	 15 	 CH3 	 CH3 	 1.1057765918804803e-07 	 1.1057765918804803e-07
353	 12 	 HN 	 NH 	 0.0009459909228793016 	 0.0009459909228793016
353	 25 	 Li 	 Li 	 3.5085638284559796e-05 	 3.5085638284559796e-05
353	 20 	 CH 	 CH 	 2.729645754301751e-07 	 2.729645754301751e-07
353	 6 	 C2H2 	 C2H2 	 0.00014271307237892947 	 0.00014271307237892947
353	 5 	 F2 	 F2 	 0.00020394386555245398 	 0.00020394386555245398
353	 13 	 O3 	 O3 	 0.003717836529636891 	 0.003717836529636891
354	 20 	 CH 	 CH 	 2.806236955355308e-07 	 2.806236955355308e-07
354	 15 	 CH3 	 CH3 	 1.0630265594206324e-07 	 1.0630265594206324e-07
354	 21 	 HN2O 	 HON2 	 0.004088439456621048 	 0.004088439456621048
354	 4 	 CO2 	 CO2 	 0.007590297214884243 	 0.007590297214884243
354	 18 	 H3N 	 NH3 	 0.00038060788345251284 	 0.00038060788345251284
354	 1 	 N2 	 N2 	 5.75029144531416e-06 	 5.75029144531416e-06
354	 6 	 C2H2 	 C2H2 	 0.0001416735668605985 	 0.0001416735668605985
354	 3 	 CHN 	 CNH 	 0.003626571681831959 	 0.003626571681831959
354	 22 	 CH4O 	 CH4O 	 0.00023607123739382817 	 0.00023607123739382817
354	 0 	 H2 	 H2 	 1.0467125579177197e-06 	 1.0467125579177197e-06
354	 19 	 HO 	 OH 	 1.3395518482514968e-05 	 1.3395518482514968e-05
354	 7 	 CO 	 OC 	 0.00035913668436308055 	 0.00035913668436308055
354	 5 	 F2 	 F2 	 0.00020387269031796378 	 0.00020387269031796378
354	 10 	 NO 	 NO 	 8.757139372946447e-05 	 8.757139372946447e-05
354	 11 	 NO2 	 NO2 	 0.00460395959197966 	 0.00460395959197966
354	 13 	 O3 	 O3 	 0.0037167966340621644 	 0.0037167966340621644
354	 2 	 FLi 	 LiF 	 0.007121400213080056 	 0.007121400213080056
354	 24 	 C 	 C 	 3.604619164573613e-05 	 3.604619164573613e-05
354	 8 	 HLi 	 LiH 	 2.2221584566031626e-06 	 2.2221584566031626e-06
354	 9 	 Na2 	 Na2 	 1.4578365037781366e-06 	 1.4578365037781366e-06
354	 14 	 N2O 	 N2O 	 0.0037687717758309444 	 0.0037687717758309444
354	 16 	 CH2 	 CH2 	 0.002601966227448048 	 0.002601966227448048
354	 12 	 HN 	 NH 	 0.0009455820470382256 	 0.0009455820470382256
354	 25 	 Li 	 Li 	 3.4448141165742927e-05 	 3.4448141165742927e-05
354	 17 	 H2O 	 OH2 	 0.0002257848978641277 	 0.0002257848978641277
354	 23 	 HF2 	 HF2 	 0.002691555592009386 	 0.002691555592009386
355	 9 	 Na2 	 Na2 	 1.4595681444973342e-06 	 1.4595681444973342e-06
355	 15 	 CH3 	 CH3 	 1.0973030933410307e-07 	 1.0973030933410307e-07
355	 25 	 Li 	 Li 	 3.56665587977493e-05 	 3.56665587977493e-05
355	 3 	 CHN 	 CNH 	 0.003626767943110698 	 0.003626767943110698
355	 6 	 C2H2 	 C2H2 	 0.00013643799709298375 	 0.00013643799709298375
355	 17 	 H2O 	 OH2 	 0.00022628864703636738 	 0.00022628864703636738
355	 10 	 NO 	 NO 	 8.752174561265738e-05 	 8.752174561265738e-05
355	 23 	 HF2 	 HF2 	 0.002691554502793296 	 0.002691554502793296
355	 16 	 CH2 	 CH2 	 0.0026005036877890554 	 0.0026005036877890554
355	 8 	 HLi 	 LiH 	 2.2443760012397316e-06 	 2.2443760012397316e-06
355	 14 	 N2O 	 N2O 	 0.003767419105619817 	 0.003767419105619817
355	 0 	 H2 	 H2 	 1.5521019577068322e-06 	 1.5521019577068322e-06
355	 4 	 CO2 	 CO2 	 0.0075891404397766815 	 0.0075891404397766815
355	 24 	 C 	 C 	 3.664363931950402e-05 	 3.664363931950402e-05
355	 12 	 HN 	 NH 	 0.0009453138736065762 	 0.0009453138736065762
355	 2 	 FLi 	 LiF 	 0.00712808560065876 	 0.00712808560065876
355	 5 	 F2 	 F2 	 0.0002039424082760875 	 0.0002039424082760875
355	 7 	 CO 	 OC 	 0.00035962934839309897 	 0.00035962934839309897
355	 13 	 O3 	 O3 	 0.003716228303274363 	 0.003716228303274363
355	 20 	 CH 	 CH 	 2.7547048480338076e-07 	 2.7547048480338076e-07
355	 1 	 N2 	 N2 	 5.450666435515878e-06 	 5.450666435515878e-06
355	 21 	 HN2O 	 HON2 	 0.004088638390238503 	 0.004088638390238503
355	 22 	 CH4O 	 CH4O 	 0.00023607807499471473 	 0.00023607807499471473
355	 18 	 H3N 	 NH3 	 0.00038043744904853936 	 0.00038043744904853936
355	 11 	 NO2 	 NO2 	 0.004604173120072866 	 0.004604173120072866
355	 19 	 HO 	 OH 	 1.3419953951773975e-05 	 1.3419953951773975e-05
356	 0 	 H2 	 H2 	 1.4199370602878103e-06 	 1.4199370602878103e-06
356	 4 	 CO2 	 CO2 	 0.007592245573890803 	 0.007592245573890803
356	 7 	 CO 	 OC 	 0.0003594078955827164 	 0.0003594078955827164
356	 16 	 CH2 	 CH2 	 0.002602238228957817 	 0.002602238228957817
356	 20 	 CH 	 CH 	 2.7457074286359387e-07 	 2.7457074286359387e-07
356	 15 	 CH3 	 CH3 	 1.0178685629207353e-07 	 1.0178685629207353e-07
356	 24 	 C 	 C 	 3.639556398320063e-05 	 3.639556398320063e-05
356	 25 	 Li 	 Li 	 3.6207426153120815e-05 	 3.6207426153120815e-05
356	 1 	 N2 	 N2 	 5.690449953587619e-06 	 5.690449953587619e-06
356	 2 	 FLi 	 LiF 	 0.007118342636486229 	 0.007118342636486229
356	 22 	 CH4O 	 CH4O 	 0.00023608645151835687 	 0.00023608645151835687
356	 14 	 N2O 	 N2O 	 0.0037665816825631295 	 0.0037665816825631295
356	 5 	 F2 	 F2 	 0.0002038529059390863 	 0.0002038529059390863
356	 19 	 HO 	 OH 	 1.3386701077343464e-05 	 1.3386701077343464e-05
356	 21 	 HN2O 	 HON2 	 0.004088849740984623 	 0.004088849740984623
356	 18 	 H3N 	 NH3 	 0.00038038472873063437 	 0.00038038472873063437
356	 23 	 HF2 	 HF2 	 0.0026916464744687145 	 0.0026916464744687145
356	 3 	 CHN 	 CNH 	 0.0036247749919022824 	 0.0036247749919022824
356	 12 	 HN 	 NH 	 0.0009454018497525558 	 0.0009454018497525558
356	 13 	 O3 	 O3 	 0.003716310212950501 	 0.003716310212950501
356	 6 	 C2H2 	 C2H2 	 0.0001383087267567514 	 0.0001383087267567514
356	 9 	 Na2 	 Na2 	 1.4544067349968998e-06 	 1.4544067349968998e-06
356	 11 	 NO2 	 NO2 	 0.004606996314252134 	 0.004606996314252134
356	 17 	 H2O 	 OH2 	 0.00022589842509675295 	 0.00022589842509675295
356	 10 	 NO 	 NO 	 8.750424243226443e-05 	 8.750424243226443e-05
356	 8 	 HLi 	 LiH 	 2.224150373959035e-06 	 2.224150373959035e-06
357	 5 	 F2 	 F2 	 0.00020390942107440584 	 0.00020390942107440584
357	 20 	 CH 	 CH 	 2.763629244953637e-07 	 2.763629244953637e-07
357	 15 	 CH3 	 CH3 	 1.1620075765024983e-07 	 1.1620075765024983e-07
357	 21 	 HN2O 	 HON2 	 0.004088902138032854 	 0.004088902138032854
357	 24 	 C 	 C 	 3.684433078110637e-05 	 3.684433078110637e-05
357	 19 	 HO 	 OH 	 1.3430143887949885e-05 	 1.3430143887949885e-05
357	 17 	 H2O 	 OH2 	 0.00022592226557675613 	 0.00022592226557675613
357	 22 	 CH4O 	 CH4O 	 0.0002360916913832365 	 0.0002360916913832365
357	 12 	 HN 	 NH 	 0.0009455238826635668 	 0.0009455238826635668
357	 16 	 CH2 	 CH2 	 0.002600962106847955 	 0.002600962106847955
357	 10 	 NO 	 NO 	 8.753706036806891e-05 	 8.753706036806891e-05
357	 4 	 CO2 	 CO2 	 0.007587486241348966 	 0.007587486241348966
357	 14 	 N2O 	 N2O 	 0.003769268026788779 	 0.003769268026788779
357	 25 	 Li 	 Li 	 3.458750461166856e-05 	 3.458750461166856e-05
357	 3 	 CHN 	 CNH 	 0.0036277820700327595 	 0.0036277820700327595
357	 13 	 O3 	 O3 	 0.0037143546248372466 	 0.0037143546248372466
357	 6 	 C2H2 	 C2H2 	 0.00014265083090064917 	 0.00014265083090064917
357	 2 	 FLi 	 LiF 	 0.007131179596121595 	 0.007131179596121595
357	 9 	 Na2 	 Na2 	 1.4625852529557304e-06 	 1.4625852529557304e-06
357	 8 	 HLi 	 LiH 	 2.1455860890554727e-06 	 2.1455860890554727e-06
357	 23 	 HF2 	 HF2 	 0.0026917051956691232 	 0.0026917051956691232
357	 7 	 CO 	 OC 	 0.0003592274780678016 	 0.0003592274780678016
357	 0 	 H2 	 H2 	 1.0912346425971397e-06 	 1.0912346425971397e-06
357	 18 	 H3N 	 NH3 	 0.0003810305173512275 	 0.0003810305173512275
357	 11 	 NO2 	 NO2 	 0.004604165484423053 	 0.004604165484423053
357	 1 	 N2 	 N2 	 5.704687150251686e-06 	 5.704687150251686e-06
358	 6 	 C2H2 	 C2H2 	 0.0001366074962216739 	 0.0001366074962216739
358	 20 	 CH 	 CH 	 2.729223610776864e-07 	 2.729223610776864e-07
358	 25 	 Li 	 Li 	 3.604541118942103e-05 	 3.604541118942103e-05
358	 22 	 CH4O 	 CH4O 	 0.000236097886846281 	 0.000236097886846281
358	 23 	 HF2 	 HF2 	 0.002691718245436865 	 0.002691718245436865
358	 17 	 H2O 	 OH2 	 0.00022569432400961522 	 0.00022569432400961522
358	 12 	 HN 	 NH 	 0.0009456322927444375 	 0.0009456322927444375
358	 0 	 H2 	 H2 	 1.245898416655994e-06 	 1.245898416655994e-06
358	 4 	 CO2 	 CO2 	 0.007590301616460901 	 0.007590301616460901
358	 13 	 O3 	 O3 	 0.003718231317381058 	 0.003718231317381058
358	 18 	 H3N 	 NH3 	 0.0003808930905013468 	 0.0003808930905013468
358	 10 	 NO 	 NO 	 8.75575721038225e-05 	 8.75575721038225e-05
358	 16 	 CH2 	 CH2 	 0.0026007239561995077 	 0.0026007239561995077
358	 5 	 F2 	 F2 	 0.00020389896198785457 	 0.00020389896198785457
358	 24 	 C 	 C 	 3.679869642547099e-05 	 3.679869642547099e-05
358	 2 	 FLi 	 LiF 	 0.007124564298593138 	 0.007124564298593138
358	 19 	 HO 	 OH 	 1.3385155297425518e-05 	 1.3385155297425518e-05
358	 3 	 CHN 	 CNH 	 0.0036263744238883545 	 0.0036263744238883545
358	 11 	 NO2 	 NO2 	 0.004607386207912089 	 0.004607386207912089
358	 7 	 CO 	 OC 	 0.0003596492895316202 	 0.0003596492895316202
358	 1 	 N2 	 N2 	 5.727602715449014e-06 	 5.727602715449014e-06
358	 15 	 CH3 	 CH3 	 1.0926630269145464e-07 	 1.0926630269145464e-07
358	 9 	 Na2 	 Na2 	 1.454189286260874e-06 	 1.454189286260874e-06
358	 21 	 HN2O 	 HON2 	 0.004089168296794917 	 0.004089168296794917
358	 14 	 N2O 	 N2O 	 0.0037668054097825913 	 0.0037668054097825913
358	 8 	 HLi 	 LiH 	 2.1426230669993033e-06 	 2.1426230669993033e-06
359	 0 	 H2 	 H2 	 9.676766942852329e-07 	 9.676766942852329e-07
359	 9 	 Na2 	 Na2 	 1.4511396803145956e-06 	 1.4511396803145956e-06
359	 25 	 Li 	 Li 	 3.428140859565555e-05 	 3.428140859565555e-05
359	 1 	 N2 	 N2 	 5.506783609890692e-06 	 5.506783609890692e-06
359	 12 	 HN 	 NH 	 0.0009457767278611988 	 0.0009457767278611988
359	 2 	 FLi 	 LiF 	 0.007128450464158939 	 0.007128450464158939
359	 10 	 NO 	 NO 	 8.764922897729958e-05 	 8.764922897729958e-05
359	 24 	 C 	 C 	 3.68170310214798e-05 	 3.68170310214798e-05
359	 7 	 CO 	 OC 	 0.0003589854271648255 	 0.0003589854271648255
