#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
136	 10 	 NO 	 NO 	 8.667412862375655e-05 	 8.667412862375655e-05
136	 6 	 C2H2 	 C2H2 	 0.00014077779001864715 	 0.00014077779001864715
136	 2 	 FLi 	 LiF 	 0.007135136163678198 	 0.007135136163678198
136	 20 	 CH 	 CH 	 2.766714163816936e-07 	 2.766714163816936e-07
136	 3 	 CHN 	 CNH 	 0.0036329385624423354 	 0.0036329385624423354
136	 1 	 N2 	 N2 	 5.151535846874545e-06 	 5.151535846874545e-06
137	 21 	 HN2O 	 HON2 	 0.004076074038498068 	 0.004076074038498068
137	 3 	 CHN 	 CNH 	 0.0036309083964200205 	 0.0036309083964200205
137	 12 	 HN 	 NH 	 0.0009436408994494425 	 0.0009436408994494425
137	 15 	 CH3 	 CH3 	 9.742388214287448e-08 	 9.742388214287448e-08
137	 7 	 CO 	 OC 	 0.0003610561533821916 	 0.0003610561533821916
137	 1 	 N2 	 N2 	 5.046531538859672e-06 	 5.046531538859672e-06
137	 23 	 HF2 	 HF2 	 0.002686107088751723 	 0.002686107088751723
137	 17 	 H2O 	 OH2 	 0.00022612138484436745 	 0.00022612138484436745
137	 22 	 CH4O 	 CH4O 	 0.00023536469320136703 	 0.00023536469320136703
137	 16 	 CH2 	 CH2 	 0.0025980087856066294 	 0.0025980087856066294
137	 10 	 NO 	 NO 	 8.678542727219361e-05 	 8.678542727219361e-05
137	 5 	 F2 	 F2 	 0.00020296575961342104 	 0.00020296575961342104
137	 25 	 Li 	 Li 	 3.688171032562205e-05 	 3.688171032562205e-05
137	 14 	 N2O 	 N2O 	 0.0037465818574317104 	 0.0037465818574317104
137	 0 	 H2 	 H2 	 1.4843943193588842e-06 	 1.4843943193588842e-06
137	 20 	 CH 	 CH 	 2.706106581954065e-07 	 2.706106581954065e-07
137	 24 	 C 	 C 	 3.558737723446348e-05 	 3.558737723446348e-05
137	 18 	 H3N 	 NH3 	 0.00037999276977671254 	 0.00037999276977671254
137	 19 	 HO 	 OH 	 1.3412600054674938e-05 	 1.3412600054674938e-05
137	 4 	 CO2 	 CO2 	 0.00761876222987175 	 0.00761876222987175
137	 11 	 NO2 	 NO2 	 0.004583885709854188 	 0.004583885709854188
137	 9 	 Na2 	 Na2 	 1.461830959711672e-06 	 1.461830959711672e-06
137	 13 	 O3 	 O3 	 0.0036997320228289456 	 0.0036997320228289456
137	 6 	 C2H2 	 C2H2 	 0.00013790212474922763 	 0.00013790212474922763
137	 8 	 HLi 	 LiH 	 2.127293382446431e-06 	 2.127293382446431e-06
137	 2 	 FLi 	 LiF 	 0.007127182753876348 	 0.007127182753876348
138	 9 	 Na2 	 Na2 	 1.4704604120670741e-06 	 1.4704604120670741e-06
138	 5 	 F2 	 F2 	 0.0002028280473150622 	 0.0002028280473150622
138	 18 	 H3N 	 NH3 	 0.00038016496484138203 	 0.00038016496484138203
138	 10 	 NO 	 NO 	 8.671044454277582e-05 	 8.671044454277582e-05
138	 6 	 C2H2 	 C2H2 	 0.0001375363423706337 	 0.0001375363423706337
138	 12 	 HN 	 NH 	 0.0009430831133323299 	 0.0009430831133323299
138	 15 	 CH3 	 CH3 	 1.0554788788689225e-07 	 1.0554788788689225e-07
138	 14 	 N2O 	 N2O 	 0.003746768902068741 	 0.003746768902068741
138	 13 	 O3 	 O3 	 0.0036981206248575646 	 0.0036981206248575646
138	 21 	 HN2O 	 HON2 	 0.004076192587727716 	 0.004076192587727716
138	 1 	 N2 	 N2 	 5.415219706615109e-06 	 5.415219706615109e-06
138	 20 	 CH 	 CH 	 2.725126211755758e-07 	 2.725126211755758e-07
138	 24 	 C 	 C 	 3.614828836256296e-05 	 3.614828836256296e-05
138	 22 	 CH4O 	 CH4O 	 0.00023537075993431024 	 0.00023537075993431024
138	 11 	 NO2 	 NO2 	 0.004585062895734022 	 0.004585062895734022
138	 17 	 H2O 	 OH2 	 0.0002263752671605608 	 0.0002263752671605608
138	 8 	 HLi 	 LiH 	 2.1303606758762833e-06 	 2.1303606758762833e-06
138	 3 	 CHN 	 CNH 	 0.003630101352025998 	 0.003630101352025998
138	 25 	 Li 	 Li 	 3.377873660108908e-05 	 3.377873660108908e-05
138	 2 	 FLi 	 LiF 	 0.007138792198562757 	 0.007138792198562757
138	 4 	 CO2 	 CO2 	 0.007614173684651428 	 0.007614173684651428
138	 7 	 CO 	 OC 	 0.00036119697461482975 	 0.00036119697461482975
138	 16 	 CH2 	 CH2 	 0.00259883662007756 	 0.00259883662007756
138	 23 	 HF2 	 HF2 	 0.002686158897354238 	 0.002686158897354238
138	 19 	 HO 	 OH 	 1.3387037059870493e-05 	 1.3387037059870493e-05
138	 0 	 H2 	 H2 	 9.89724280649987e-07 	 9.89724280649987e-07
139	 21 	 HN2O 	 HON2 	 0.00407619712260789 	 0.00407619712260789
139	 5 	 F2 	 F2 	 0.0002028480303122917 	 0.0002028480303122917
139	 8 	 HLi 	 LiH 	 2.171655697720221e-06 	 2.171655697720221e-06
139	 12 	 HN 	 NH 	 0.0009433189273882999 	 0.0009433189273882999
139	 14 	 N2O 	 N2O 	 0.003749708490662314 	 0.003749708490662314
139	 7 	 CO 	 OC 	 0.0003609580709148254 	 0.0003609580709148254
139	 4 	 CO2 	 CO2 	 0.0076121868695583446 	 0.0076121868695583446
139	 6 	 C2H2 	 C2H2 	 0.00014397885510447321 	 0.00014397885510447321
139	 17 	 H2O 	 OH2 	 0.00022590597689807005 	 0.00022590597689807005
139	 18 	 H3N 	 NH3 	 0.00037921679555790713 	 0.00037921679555790713
139	 15 	 CH3 	 CH3 	 1.0690597048964651e-07 	 1.0690597048964651e-07
139	 9 	 Na2 	 Na2 	 1.4687174442792043e-06 	 1.4687174442792043e-06
139	 20 	 CH 	 CH 	 2.747282405525386e-07 	 2.747282405525386e-07
139	 19 	 HO 	 OH 	 1.3384614117359546e-05 	 1.3384614117359546e-05
139	 1 	 N2 	 N2 	 5.534941915275763e-06 	 5.534941915275763e-06
139	 25 	 Li 	 Li 	 3.863751612088143e-05 	 3.863751612088143e-05
139	 22 	 CH4O 	 CH4O 	 0.00023537203673563818 	 0.00023537203673563818
139	 2 	 FLi 	 LiF 	 0.007122859228115773 	 0.007122859228115773
139	 0 	 H2 	 H2 	 1.1372883943734788e-06 	 1.1372883943734788e-06
139	 16 	 CH2 	 CH2 	 0.0025989760165982642 	 0.0025989760165982642
139	 24 	 C 	 C 	 3.639611472741501e-05 	 3.639611472741501e-05
139	 11 	 NO2 	 NO2 	 0.004585377550637938 	 0.004585377550637938
139	 13 	 O3 	 O3 	 0.0036999009092713647 	 0.0036999009092713647
139	 10 	 NO 	 NO 	 8.678511562013146e-05 	 8.678511562013146e-05
139	 23 	 HF2 	 HF2 	 0.0026861800628489203 	 0.0026861800628489203
139	 3 	 CHN 	 CNH 	 0.0036319846696874396 	 0.0036319846696874396
140	 12 	 HN 	 NH 	 0.0009431315379542408 	 0.0009431315379542408
140	 7 	 CO 	 OC 	 0.0003610569477526013 	 0.0003610569477526013
140	 6 	 C2H2 	 C2H2 	 0.00013761631504046124 	 0.00013761631504046124
140	 19 	 HO 	 OH 	 1.3380481012456976e-05 	 1.3380481012456976e-05
140	 25 	 Li 	 Li 	 3.690479587045844e-05 	 3.690479587045844e-05
140	 3 	 CHN 	 CNH 	 0.0036293910966835796 	 0.0036293910966835796
140	 1 	 N2 	 N2 	 5.100138507504256e-06 	 5.100138507504256e-06
140	 24 	 C 	 C 	 3.606370895916605e-05 	 3.606370895916605e-05
140	 16 	 CH2 	 CH2 	 0.0025991567008054016 	 0.0025991567008054016
140	 18 	 H3N 	 NH3 	 0.00037911025634246526 	 0.00037911025634246526
140	 4 	 CO2 	 CO2 	 0.0076126938920967864 	 0.0076126938920967864
140	 8 	 HLi 	 LiH 	 2.0738356807583352e-06 	 2.0738356807583352e-06
140	 22 	 CH4O 	 CH4O 	 0.0002353722591631932 	 0.0002353722591631932
140	 13 	 O3 	 O3 	 0.0036994044982259166 	 0.0036994044982259166
140	 11 	 NO2 	 NO2 	 0.004582990996915234 	 0.004582990996915234
140	 17 	 H2O 	 OH2 	 0.00022586396582357834 	 0.00022586396582357834
140	 21 	 HN2O 	 HON2 	 0.00407622885505577 	 0.00407622885505577
140	 20 	 CH 	 CH 	 2.7627057376484766e-07 	 2.7627057376484766e-07
140	 23 	 HF2 	 HF2 	 0.0026861861020855728 	 0.0026861861020855728
140	 0 	 H2 	 H2 	 1.084698007443619e-06 	 1.084698007443619e-06
140	 10 	 NO 	 NO 	 8.667469568065932e-05 	 8.667469568065932e-05
140	 2 	 FLi 	 LiF 	 0.00713541698221785 	 0.00713541698221785
140	 15 	 CH3 	 CH3 	 9.448284525254935e-08 	 9.448284525254935e-08
140	 9 	 Na2 	 Na2 	 1.470870835571131e-06 	 1.470870835571131e-06
140	 14 	 N2O 	 N2O 	 0.0037481886793289776 	 0.0037481886793289776
140	 5 	 F2 	 F2 	 0.0002029684310922353 	 0.0002029684310922353
141	 25 	 Li 	 Li 	 3.4416696336146124e-05 	 3.4416696336146124e-05
141	 11 	 NO2 	 NO2 	 0.004584872739443946 	 0.004584872739443946
141	 21 	 HN2O 	 HON2 	 0.004076236687712872 	 0.004076236687712872
141	 5 	 F2 	 F2 	 0.00020282326637645803 	 0.00020282326637645803
141	 1 	 N2 	 N2 	 5.514484944808349e-06 	 5.514484944808349e-06
141	 10 	 NO 	 NO 	 8.674363976126185e-05 	 8.674363976126185e-05
141	 6 	 C2H2 	 C2H2 	 0.00013757305775210525 	 0.00013757305775210525
141	 23 	 HF2 	 HF2 	 0.0026861833558655436 	 0.0026861833558655436
141	 22 	 CH4O 	 CH4O 	 0.0002353722346831695 	 0.0002353722346831695
141	 15 	 CH3 	 CH3 	 1.0468167109330723e-07 	 1.0468167109330723e-07
141	 20 	 CH 	 CH 	 2.790454498812488e-07 	 2.790454498812488e-07
141	 2 	 FLi 	 LiF 	 0.007138374391972143 	 0.007138374391972143
141	 19 	 HO 	 OH 	 1.3405652489163726e-05 	 1.3405652489163726e-05
141	 24 	 C 	 C 	 3.640935953784319e-05 	 3.640935953784319e-05
141	 4 	 CO2 	 CO2 	 0.007610682448585255 	 0.007610682448585255
141	 3 	 CHN 	 CNH 	 0.0036322212223516837 	 0.0036322212223516837
141	 14 	 N2O 	 N2O 	 0.00374580589845422 	 0.00374580589845422
141	 9 	 Na2 	 Na2 	 1.460505949938281e-06 	 1.460505949938281e-06
141	 16 	 CH2 	 CH2 	 0.002597668193164979 	 0.002597668193164979
141	 8 	 HLi 	 LiH 	 2.1767178445284945e-06 	 2.1767178445284945e-06
141	 7 	 CO 	 OC 	 0.00036117999653036614 	 0.00036117999653036614
141	 12 	 HN 	 NH 	 0.0009431858583689566 	 0.0009431858583689566
141	 17 	 H2O 	 OH2 	 0.00022585015332311577 	 0.00022585015332311577
141	 13 	 O3 	 O3 	 0.003697873832265856 	 0.003697873832265856
141	 0 	 H2 	 H2 	 1.4999004938942671e-06 	 1.4999004938942671e-06
141	 18 	 H3N 	 NH3 	 0.00037978474659411616 	 0.00037978474659411616
142	 24 	 C 	 C 	 3.58687889642983e-05 	 3.58687889642983e-05
142	 10 	 NO 	 NO 	 8.672005692493353e-05 	 8.672005692493353e-05
142	 8 	 HLi 	 LiH 	 2.1500709282192002e-06 	 2.1500709282192002e-06
142	 19 	 HO 	 OH 	 1.3412964674432827e-05 	 1.3412964674432827e-05
142	 7 	 CO 	 OC 	 0.00036142897436869294 	 0.00036142897436869294
142	 3 	 CHN 	 CNH 	 0.003629323867795261 	 0.003629323867795261
142	 22 	 CH4O 	 CH4O 	 0.00023537376604373527 	 0.00023537376604373527
142	 16 	 CH2 	 CH2 	 0.0025979739367975774 	 0.0025979739367975774
142	 11 	 NO2 	 NO2 	 0.004583885900634487 	 0.004583885900634487
142	 0 	 H2 	 H2 	 1.5189680072638028e-06 	 1.5189680072638028e-06
142	 12 	 HN 	 NH 	 0.0009427554478202404 	 0.0009427554478202404
142	 2 	 FLi 	 LiF 	 0.0071258155071379685 	 0.0071258155071379685
142	 9 	 Na2 	 Na2 	 1.4729361448115312e-06 	 1.4729361448115312e-06
142	 13 	 O3 	 O3 	 0.0036978797805347556 	 0.0036978797805347556
142	 5 	 F2 	 F2 	 0.0002029458974507475 	 0.0002029458974507475
142	 1 	 N2 	 N2 	 5.521862636535831e-06 	 5.521862636535831e-06
142	 6 	 C2H2 	 C2H2 	 0.00013808560271901614 	 0.00013808560271901614
142	 23 	 HF2 	 HF2 	 0.002686193061814159 	 0.002686193061814159
142	 20 	 CH 	 CH 	 2.747286197907555e-07 	 2.747286197907555e-07
142	 18 	 H3N 	 NH3 	 0.0003796015188813388 	 0.0003796015188813388
142	 25 	 Li 	 Li 	 3.421694579730754e-05 	 3.421694579730754e-05
142	 15 	 CH3 	 CH3 	 1.0075320479032565e-07 	 1.0075320479032565e-07
142	 21 	 HN2O 	 HON2 	 0.004076242972378992 	 0.004076242972378992
142	 17 	 H2O 	 OH2 	 0.0002259468242135206 	 0.0002259468242135206
142	 4 	 CO2 	 CO2 	 0.007618856572943267 	 0.007618856572943267
142	 14 	 N2O 	 N2O 	 0.0037487806237341613 	 0.0037487806237341613
143	 1 	 N2 	 N2 	 5.4938242789321725e-06 	 5.4938242789321725e-06
143	 23 	 HF2 	 HF2 	 0.002686198489510004 	 0.002686198489510004
143	 12 	 HN 	 NH 	 0.0009425429966369781 	 0.0009425429966369781
143	 7 	 CO 	 OC 	 0.00036089623738989597 	 0.00036089623738989597
143	 20 	 CH 	 CH 	 2.770162937503838e-07 	 2.770162937503838e-07
143	 2 	 FLi 	 LiF 	 0.007124430695417716 	 0.007124430695417716
143	 8 	 HLi 	 LiH 	 2.1316566436114513e-06 	 2.1316566436114513e-06
143	 25 	 Li 	 Li 	 3.55999918438476e-05 	 3.55999918438476e-05
143	 0 	 H2 	 H2 	 1.4953261200601988e-06 	 1.4953261200601988e-06
143	 15 	 CH3 	 CH3 	 9.878628446263786e-08 	 9.878628446263786e-08
143	 10 	 NO 	 NO 	 8.676158063497229e-05 	 8.676158063497229e-05
143	 16 	 CH2 	 CH2 	 0.0025983538132336535 	 0.0025983538132336535
143	 21 	 HN2O 	 HON2 	 0.004076258690019195 	 0.004076258690019195
143	 6 	 C2H2 	 C2H2 	 0.0001374282889465351 	 0.0001374282889465351
143	 19 	 HO 	 OH 	 1.3387835558495917e-05 	 1.3387835558495917e-05
143	 22 	 CH4O 	 CH4O 	 0.00023537413080161447 	 0.00023537413080161447
143	 3 	 CHN 	 CNH 	 0.0036311260636888625 	 0.0036311260636888625
143	 13 	 O3 	 O3 	 0.003698301126554688 	 0.003698301126554688
143	 5 	 F2 	 F2 	 0.00020289828771047724 	 0.00020289828771047724
143	 4 	 CO2 	 CO2 	 0.00760950572476269 	 0.00760950572476269
143	 18 	 H3N 	 NH3 	 0.000379676518794164 	 0.000379676518794164
143	 11 	 NO2 	 NO2 	 0.00458412990785422 	 0.00458412990785422
143	 14 	 N2O 	 N2O 	 0.0037479796502650725 	 0.0037479796502650725
143	 17 	 H2O 	 OH2 	 0.00022605551551220312 	 0.00022605551551220312
143	 24 	 C 	 C 	 3.6444028198251424e-05 	 3.6444028198251424e-05
143	 9 	 Na2 	 Na2 	 1.4635741633025068e-06 	 1.4635741633025068e-06
144	 19 	 HO 	 OH 	 1.3392646936639135e-05 	 1.3392646936639135e-05
144	 24 	 C 	 C 	 3.608795172318942e-05 	 3.608795172318942e-05
144	 25 	 Li 	 Li 	 3.434389564308895e-05 	 3.434389564308895e-05
144	 11 	 NO2 	 NO2 	 0.004585254502479625 	 0.004585254502479625
144	 7 	 CO 	 OC 	 0.0003609213985028943 	 0.0003609213985028943
144	 21 	 HN2O 	 HON2 	 0.004076275854907412 	 0.004076275854907412
144	 16 	 CH2 	 CH2 	 0.0025976283169409447 	 0.0025976283169409447
144	 0 	 H2 	 H2 	 1.1265804607481154e-06 	 1.1265804607481154e-06
144	 1 	 N2 	 N2 	 5.113443948585839e-06 	 5.113443948585839e-06
144	 23 	 HF2 	 HF2 	 0.0026862034862109446 	 0.0026862034862109446
144	 5 	 F2 	 F2 	 0.00020293140746434406 	 0.00020293140746434406
144	 4 	 CO2 	 CO2 	 0.007612650958242767 	 0.007612650958242767
144	 20 	 CH 	 CH 	 2.7786686242771107e-07 	 2.7786686242771107e-07
144	 15 	 CH3 	 CH3 	 1.0130131884735866e-07 	 1.0130131884735866e-07
144	 8 	 HLi 	 LiH 	 2.1823920553345066e-06 	 2.1823920553345066e-06
144	 10 	 NO 	 NO 	 8.671442602978931e-05 	 8.671442602978931e-05
144	 14 	 N2O 	 N2O 	 0.00374978398598363 	 0.00374978398598363
144	 22 	 CH4O 	 CH4O 	 0.0002353754644729357 	 0.0002353754644729357
144	 12 	 HN 	 NH 	 0.0009430252243329642 	 0.0009430252243329642
144	 17 	 H2O 	 OH2 	 0.00022616917434473737 	 0.00022616917434473737
144	 2 	 FLi 	 LiF 	 0.0071403751754915675 	 0.0071403751754915675
144	 6 	 C2H2 	 C2H2 	 0.0001435576764094681 	 0.0001435576764094681
144	 9 	 Na2 	 Na2 	 1.4654366673534792e-06 	 1.4654366673534792e-06
144	 18 	 H3N 	 NH3 	 0.0003799469715829017 	 0.0003799469715829017
144	 3 	 CHN 	 CNH 	 0.0036297660206555454 	 0.0036297660206555454
144	 13 	 O3 	 O3 	 0.003700148248634902 	 0.003700148248634902
145	 23 	 HF2 	 HF2 	 0.0026862153533256214 	 0.0026862153533256214
145	 6 	 C2H2 	 C2H2 	 0.00014364062745925908 	 0.00014364062745925908
145	 22 	 CH4O 	 CH4O 	 0.0002353767377825248 	 0.0002353767377825248
145	 17 	 H2O 	 OH2 	 0.000226358783474239 	 0.000226358783474239
145	 21 	 HN2O 	 HON2 	 0.004076289670437533 	 0.004076289670437533
145	 25 	 Li 	 Li 	 3.6743084491228105e-05 	 3.6743084491228105e-05
145	 20 	 CH 	 CH 	 2.721202371985756e-07 	 2.721202371985756e-07
145	 18 	 H3N 	 NH3 	 0.0003801310489875997 	 0.0003801310489875997
145	 5 	 F2 	 F2 	 0.00020272800559924926 	 0.00020272800559924926
145	 11 	 NO2 	 NO2 	 0.004585582541749616 	 0.004585582541749616
145	 14 	 N2O 	 N2O 	 0.0037490730083437626 	 0.0037490730083437626
145	 10 	 NO 	 NO 	 8.678383649419341e-05 	 8.678383649419341e-05
145	 12 	 HN 	 NH 	 0.0009423073329779118 	 0.0009423073329779118
145	 4 	 CO2 	 CO2 	 0.0076174828459653595 	 0.0076174828459653595
145	 13 	 O3 	 O3 	 0.0036968510525536395 	 0.0036968510525536395
145	 19 	 HO 	 OH 	 1.3382190371628871e-05 	 1.3382190371628871e-05
145	 16 	 CH2 	 CH2 	 0.002598505104157056 	 0.002598505104157056
145	 24 	 C 	 C 	 3.622835098685254e-05 	 3.622835098685254e-05
145	 1 	 N2 	 N2 	 5.496495590490328e-06 	 5.496495590490328e-06
145	 7 	 CO 	 OC 	 0.0003612647217002241 	 0.0003612647217002241
145	 2 	 FLi 	 LiF 	 0.007121088186702554 	 0.007121088186702554
145	 9 	 Na2 	 Na2 	 1.4687078861864654e-06 	 1.4687078861864654e-06
145	 3 	 CHN 	 CNH 	 0.0036293374610888397 	 0.0036293374610888397
145	 15 	 CH3 	 CH3 	 1.0294639724387856e-07 	 1.0294639724387856e-07
145	 0 	 H2 	 H2 	 1.3591695379946352e-06 	 1.3591695379946352e-06
145	 8 	 HLi 	 LiH 	 2.2286775220020887e-06 	 2.2286775220020887e-06
146	 25 	 Li 	 Li 	 3.524581546229029e-05 	 3.524581546229029e-05
146	 13 	 O3 	 O3 	 0.003699780982211778 	 0.003699780982211778
146	 16 	 CH2 	 CH2 	 0.0025971160492138674 	 0.0025971160492138674
146	 8 	 HLi 	 LiH 	 2.109423679197151e-06 	 2.109423679197151e-06
146	 24 	 C 	 C 	 3.5984078426958395e-05 	 3.5984078426958395e-05
146	 7 	 CO 	 OC 	 0.0003609418663732734 	 0.0003609418663732734
146	 20 	 CH 	 CH 	 2.786374182047918e-07 	 2.786374182047918e-07
146	 12 	 HN 	 NH 	 0.0009426647932234908 	 0.0009426647932234908
146	 2 	 FLi 	 LiF 	 0.007135267058321846 	 0.007135267058321846
146	 6 	 C2H2 	 C2H2 	 0.00013774968341426756 	 0.00013774968341426756
146	 9 	 Na2 	 Na2 	 1.4709660122880974e-06 	 1.4709660122880974e-06
146	 23 	 HF2 	 HF2 	 0.0026862212653013806 	 0.0026862212653013806
146	 14 	 N2O 	 N2O 	 0.003747575984686975 	 0.003747575984686975
146	 4 	 CO2 	 CO2 	 0.007609556953792637 	 0.007609556953792637
146	 1 	 N2 	 N2 	 5.514419772721207e-06 	 5.514419772721207e-06
146	 0 	 H2 	 H2 	 1.510066826629956e-06 	 1.510066826629956e-06
146	 15 	 CH3 	 CH3 	 1.1008198519159614e-07 	 1.1008198519159614e-07
146	 18 	 H3N 	 NH3 	 0.0003796815053642371 	 0.0003796815053642371
146	 21 	 HN2O 	 HON2 	 0.004076310660692456 	 0.004076310660692456
146	 3 	 CHN 	 CNH 	 0.003631970612814057 	 0.003631970612814057
146	 17 	 H2O 	 OH2 	 0.00022583497106530863 	 0.00022583497106530863
146	 19 	 HO 	 OH 	 1.3399650419808632e-05 	 1.3399650419808632e-05
146	 11 	 NO2 	 NO2 	 0.00458536118773714 	 0.00458536118773714
146	 5 	 F2 	 F2 	 0.00020291151585340666 	 0.00020291151585340666
146	 22 	 CH4O 	 CH4O 	 0.0002353772036816237 	 0.0002353772036816237
146	 10 	 NO 	 NO 	 8.66614017847944e-05 	 8.66614017847944e-05
147	 19 	 HO 	 OH 	 1.3374445503499435e-05 	 1.3374445503499435e-05
147	 5 	 F2 	 F2 	 0.0002027000973316409 	 0.0002027000973316409
147	 8 	 HLi 	 LiH 	 2.128798023795101e-06 	 2.128798023795101e-06
147	 23 	 HF2 	 HF2 	 0.002686230834002326 	 0.002686230834002326
147	 22 	 CH4O 	 CH4O 	 0.00023537789571932358 	 0.00023537789571932358
147	 1 	 N2 	 N2 	 5.382821683029604e-06 	 5.382821683029604e-06
147	 4 	 CO2 	 CO2 	 0.0076176448418475195 	 0.0076176448418475195
147	 24 	 C 	 C 	 3.580567376167854e-05 	 3.580567376167854e-05
147	 6 	 C2H2 	 C2H2 	 0.00013800168508824835 	 0.00013800168508824835
147	 10 	 NO 	 NO 	 8.660234384289824e-05 	 8.660234384289824e-05
147	 7 	 CO 	 OC 	 0.0003612707973208971 	 0.0003612707973208971
147	 9 	 Na2 	 Na2 	 1.4596613213931833e-06 	 1.4596613213931833e-06
147	 13 	 O3 	 O3 	 0.0036967928951202617 	 0.0036967928951202617
147	 2 	 FLi 	 LiF 	 0.007135404354034916 	 0.007135404354034916
147	 0 	 H2 	 H2 	 1.0382019448309278e-06 	 1.0382019448309278e-06
147	 3 	 CHN 	 CNH 	 0.003629420047471183 	 0.003629420047471183
147	 17 	 H2O 	 OH2 	 0.0002263965886869759 	 0.0002263965886869759
147	 15 	 CH3 	 CH3 	 1.0672785580538764e-07 	 1.0672785580538764e-07
147	 20 	 CH 	 CH 	 2.720593006030055e-07 	 2.720593006030055e-07
147	 14 	 N2O 	 N2O 	 0.0037473198520734975 	 0.0037473198520734975
147	 12 	 HN 	 NH 	 0.0009427735941951647 	 0.0009427735941951647
147	 16 	 CH2 	 CH2 	 0.002597401310117337 	 0.002597401310117337
147	 11 	 NO2 	 NO2 	 0.004584815457702998 	 0.004584815457702998
147	 25 	 Li 	 Li 	 3.7280259684836706e-05 	 3.7280259684836706e-05
147	 21 	 HN2O 	 HON2 	 0.004076322672799124 	 0.004076322672799124
147	 18 	 H3N 	 NH3 	 0.0003800866318922638 	 0.0003800866318922638
148	 14 	 N2O 	 N2O 	 0.0037477747403365266 	 0.0037477747403365266
148	 17 	 H2O 	 OH2 	 0.00022590464436409802 	 0.00022590464436409802
148	 9 	 Na2 	 Na2 	 1.4701037485283526e-06 	 1.4701037485283526e-06
148	 18 	 H3N 	 NH3 	 0.0003805179375651655 	 0.0003805179375651655
148	 10 	 NO 	 NO 	 8.674695919501588e-05 	 8.674695919501588e-05
148	 25 	 Li 	 Li 	 3.4374165043500974e-05 	 3.4374165043500974e-05
148	 0 	 H2 	 H2 	 1.0040947885249334e-06 	 1.0040947885249334e-06
148	 24 	 C 	 C 	 3.555193376897043e-05 	 3.555193376897043e-05
148	 13 	 O3 	 O3 	 0.003699199243069878 	 0.003699199243069878
148	 11 	 NO2 	 NO2 	 0.004583883324796741 	 0.004583883324796741
148	 8 	 HLi 	 LiH 	 2.212158160717139e-06 	 2.212158160717139e-06
148	 22 	 CH4O 	 CH4O 	 0.00023537880785779879 	 0.00023537880785779879
148	 1 	 N2 	 N2 	 5.538780024090537e-06 	 5.538780024090537e-06
148	 16 	 CH2 	 CH2 	 0.00259724848663065 	 0.00259724848663065
148	 3 	 CHN 	 CNH 	 0.0036332282109493054 	 0.0036332282109493054
148	 12 	 HN 	 NH 	 0.0009426985189389501 	 0.0009426985189389501
148	 19 	 HO 	 OH 	 1.341891869560197e-05 	 1.341891869560197e-05
148	 6 	 C2H2 	 C2H2 	 0.00014364656504229088 	 0.00014364656504229088
148	 21 	 HN2O 	 HON2 	 0.00407632549495403 	 0.00407632549495403
148	 2 	 FLi 	 LiF 	 0.0071287786315097305 	 0.0071287786315097305
148	 15 	 CH3 	 CH3 	 9.612851302797225e-08 	 9.612851302797225e-08
148	 23 	 HF2 	 HF2 	 0.0026862361310576745 	 0.0026862361310576745
148	 5 	 F2 	 F2 	 0.00020283798443698325 	 0.00020283798443698325
148	 4 	 CO2 	 CO2 	 0.007612297388478075 	 0.007612297388478075
148	 7 	 CO 	 OC 	 0.00036087666989974255 	 0.00036087666989974255
148	 20 	 CH 	 CH 	 2.769828315894708e-07 	 2.769828315894708e-07
149	 14 	 N2O 	 N2O 	 0.003746932271026154 	 0.003746932271026154
149	 17 	 H2O 	 OH2 	 0.0002263433166028738 	 0.0002263433166028738
149	 7 	 CO 	 OC 	 0.00036106947593143944 	 0.00036106947593143944
149	 3 	 CHN 	 CNH 	 0.003627956695837569 	 0.003627956695837569
149	 24 	 C 	 C 	 3.6167200921153055e-05 	 3.6167200921153055e-05
149	 15 	 CH3 	 CH3 	 1.102998421367346e-07 	 1.102998421367346e-07
149	 8 	 HLi 	 LiH 	 2.1579254030477973e-06 	 2.1579254030477973e-06
149	 2 	 FLi 	 LiF 	 0.007125597935389182 	 0.007125597935389182
149	 19 	 HO 	 OH 	 1.3378669578952372e-05 	 1.3378669578952372e-05
149	 4 	 CO2 	 CO2 	 0.007609711329024327 	 0.007609711329024327
149	 12 	 HN 	 NH 	 0.0009424108666714972 	 0.0009424108666714972
149	 21 	 HN2O 	 HON2 	 0.004076346311429726 	 0.004076346311429726
149	 0 	 H2 	 H2 	 9.703125725257302e-07 	 9.703125725257302e-07
