#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
363	 2 	 FLi 	 LiF 	 0.007421805512554722 	 0.007421805512554722
363	 22 	 CH4O 	 CH4O 	 0.0001271157799602125 	 0.0001271157799602125
363	 5 	 F2 	 F2 	 0.0001501507139870583 	 0.0001501507139870583
363	 11 	 NO2 	 NO2 	 0.003507145364580152 	 0.003507145364580152
363	 14 	 N2O 	 N2O 	 0.0035191144377819646 	 0.0035191144377819646
363	 13 	 O3 	 O3 	 0.0027023893202246427 	 0.0027023893202246427
363	 24 	 C 	 C 	 4.717028097628963e-05 	 4.717028097628963e-05
363	 19 	 HO 	 OH 	 1.2663574204841988e-05 	 1.2663574204841988e-05
363	 1 	 N2 	 N2 	 5.9318242448565375e-06 	 5.9318242448565375e-06
363	 10 	 NO 	 NO 	 1.9473197912297578e-05 	 1.9473197912297578e-05
363	 6 	 C2H2 	 C2H2 	 4.9478347812570686e-05 	 4.9478347812570686e-05
363	 12 	 HN 	 NH 	 0.0008852604178842089 	 0.0008852604178842089
363	 3 	 CHN 	 CNH 	 0.0028840784405101223 	 0.0028840784405101223
363	 16 	 CH2 	 CH2 	 0.0029016553835935384 	 0.0029016553835935384
363	 15 	 CH3 	 CH3 	 1.3938175749081768e-07 	 1.3938175749081768e-07
363	 9 	 Na2 	 Na2 	 2.976075773534749e-06 	 2.976075773534749e-06
363	 20 	 CH 	 CH 	 5.1594539272436956e-09 	 5.1594539272436956e-09
363	 7 	 CO 	 OC 	 0.00038999347128546973 	 0.00038999347128546973
363	 25 	 Li 	 Li 	 5.706616006547718e-06 	 5.706616006547718e-06
363	 4 	 CO2 	 CO2 	 0.008024517162447415 	 0.008024517162447415
363	 23 	 HF2 	 HF2 	 0.0017869037478090886 	 0.0017869037478090886
363	 17 	 H2O 	 OH2 	 0.0002602494202857701 	 0.0002602494202857701
363	 18 	 H3N 	 NH3 	 0.000549456000996964 	 0.000549456000996964
363	 0 	 H2 	 H2 	 4.905458931328415e-06 	 4.905458931328415e-06
364	 5 	 F2 	 F2 	 0.0001500566237844229 	 0.0001500566237844229
364	 23 	 HF2 	 HF2 	 0.00178690571706236 	 0.00178690571706236
364	 9 	 Na2 	 Na2 	 2.968213389342202e-06 	 2.968213389342202e-06
364	 15 	 CH3 	 CH3 	 1.3093209661817958e-07 	 1.3093209661817958e-07
364	 12 	 HN 	 NH 	 0.0008848056893119124 	 0.0008848056893119124
364	 19 	 HO 	 OH 	 1.2703989618727238e-05 	 1.2703989618727238e-05
364	 7 	 CO 	 OC 	 0.0003904033138706267 	 0.0003904033138706267
364	 8 	 HLi 	 LiH 	 9.494120700242631e-06 	 9.494120700242631e-06
364	 10 	 NO 	 NO 	 1.9554529489973693e-05 	 1.9554529489973693e-05
364	 3 	 CHN 	 CNH 	 0.002884878405858745 	 0.002884878405858745
364	 17 	 H2O 	 OH2 	 0.0002603879398030525 	 0.0002603879398030525
364	 25 	 Li 	 Li 	 6.1796259849912965e-06 	 6.1796259849912965e-06
364	 13 	 O3 	 O3 	 0.0027011962640569698 	 0.0027011962640569698
364	 1 	 N2 	 N2 	 5.935217176589565e-06 	 5.935217176589565e-06
364	 2 	 FLi 	 LiF 	 0.007424718234987237 	 0.007424718234987237
364	 14 	 N2O 	 N2O 	 0.0035193360890501974 	 0.0035193360890501974
364	 18 	 H3N 	 NH3 	 0.0005503863835998956 	 0.0005503863835998956
364	 20 	 CH 	 CH 	 4.858581716779293e-09 	 4.858581716779293e-09
364	 0 	 H2 	 H2 	 5.254553649783266e-06 	 5.254553649783266e-06
364	 21 	 HN2O 	 HON2 	 0.0029967079952822307 	 0.0029967079952822307
364	 22 	 CH4O 	 CH4O 	 0.00012711471404424577 	 0.00012711471404424577
364	 24 	 C 	 C 	 4.866666293747418e-05 	 4.866666293747418e-05
364	 16 	 CH2 	 CH2 	 0.002902899298969906 	 0.002902899298969906
364	 11 	 NO2 	 NO2 	 0.0035108994691794566 	 0.0035108994691794566
364	 4 	 CO2 	 CO2 	 0.008027203635665354 	 0.008027203635665354
364	 6 	 C2H2 	 C2H2 	 5.002097932993151e-05 	 5.002097932993151e-05
365	 21 	 HN2O 	 HON2 	 0.002996660493921011 	 0.002996660493921011
365	 19 	 HO 	 OH 	 1.2671741217382676e-05 	 1.2671741217382676e-05
365	 25 	 Li 	 Li 	 5.376589753985461e-06 	 5.376589753985461e-06
365	 9 	 Na2 	 Na2 	 2.975554841290452e-06 	 2.975554841290452e-06
365	 11 	 NO2 	 NO2 	 0.0035090950399996484 	 0.0035090950399996484
365	 5 	 F2 	 F2 	 0.0001501687132428663 	 0.0001501687132428663
365	 2 	 FLi 	 LiF 	 0.007442414051331112 	 0.007442414051331112
365	 10 	 NO 	 NO 	 1.955710105011267e-05 	 1.955710105011267e-05
365	 15 	 CH3 	 CH3 	 1.5166044237677099e-07 	 1.5166044237677099e-07
365	 16 	 CH2 	 CH2 	 0.0029023008322807274 	 0.0029023008322807274
365	 3 	 CHN 	 CNH 	 0.0028855697562193893 	 0.0028855697562193893
365	 17 	 H2O 	 OH2 	 0.0002605787147852654 	 0.0002605787147852654
365	 22 	 CH4O 	 CH4O 	 0.00012711069827383239 	 0.00012711069827383239
365	 18 	 H3N 	 NH3 	 0.0005500598157968222 	 0.0005500598157968222
365	 13 	 O3 	 O3 	 0.002700038220062176 	 0.002700038220062176
365	 24 	 C 	 C 	 4.864618886397057e-05 	 4.864618886397057e-05
365	 6 	 C2H2 	 C2H2 	 4.976080137169396e-05 	 4.976080137169396e-05
365	 1 	 N2 	 N2 	 5.506634192362368e-06 	 5.506634192362368e-06
365	 4 	 CO2 	 CO2 	 0.008030641913855621 	 0.008030641913855621
365	 14 	 N2O 	 N2O 	 0.003518302114355365 	 0.003518302114355365
365	 8 	 HLi 	 LiH 	 9.448461598770219e-06 	 9.448461598770219e-06
365	 12 	 HN 	 NH 	 0.0008849560671517266 	 0.0008849560671517266
365	 23 	 HF2 	 HF2 	 0.0017868848111207488 	 0.0017868848111207488
365	 20 	 CH 	 CH 	 4.436352439198338e-09 	 4.436352439198338e-09
365	 7 	 CO 	 OC 	 0.0003902191628107151 	 0.0003902191628107151
365	 0 	 H2 	 H2 	 4.915474291960958e-06 	 4.915474291960958e-06
366	 12 	 HN 	 NH 	 0.0008847736151587481 	 0.0008847736151587481
366	 15 	 CH3 	 CH3 	 1.5081470755445497e-07 	 1.5081470755445497e-07
366	 1 	 N2 	 N2 	 5.7850836373553826e-06 	 5.7850836373553826e-06
366	 14 	 N2O 	 N2O 	 0.0035183589708278904 	 0.0035183589708278904
366	 0 	 H2 	 H2 	 4.942251463221934e-06 	 4.942251463221934e-06
366	 21 	 HN2O 	 HON2 	 0.0029966385126240533 	 0.0029966385126240533
366	 22 	 CH4O 	 CH4O 	 0.0001271107884857035 	 0.0001271107884857035
366	 5 	 F2 	 F2 	 0.0001500787203695981 	 0.0001500787203695981
366	 4 	 CO2 	 CO2 	 0.008022412865359112 	 0.008022412865359112
366	 25 	 Li 	 Li 	 5.213577093227764e-06 	 5.213577093227764e-06
366	 17 	 H2O 	 OH2 	 0.0002605807347393433 	 0.0002605807347393433
366	 11 	 NO2 	 NO2 	 0.0035081517965994537 	 0.0035081517965994537
366	 20 	 CH 	 CH 	 4.211244505747581e-09 	 4.211244505747581e-09
366	 10 	 NO 	 NO 	 1.9528899921140316e-05 	 1.9528899921140316e-05
366	 16 	 CH2 	 CH2 	 0.0029018159837758658 	 0.0029018159837758658
366	 24 	 C 	 C 	 4.861394046184077e-05 	 4.861394046184077e-05
366	 23 	 HF2 	 HF2 	 0.001786885107574816 	 0.001786885107574816
366	 8 	 HLi 	 LiH 	 9.565987602257945e-06 	 9.565987602257945e-06
366	 19 	 HO 	 OH 	 1.2682196772435538e-05 	 1.2682196772435538e-05
366	 6 	 C2H2 	 C2H2 	 5.2446328590163467e-05 	 5.2446328590163467e-05
366	 18 	 H3N 	 NH3 	 0.000549608116980594 	 0.000549608116980594
366	 3 	 CHN 	 CNH 	 0.002885312534166431 	 0.002885312534166431
366	 7 	 CO 	 OC 	 0.00038973049165412315 	 0.00038973049165412315
366	 9 	 Na2 	 Na2 	 2.967789439836794e-06 	 2.967789439836794e-06
366	 13 	 O3 	 O3 	 0.002702560344194797 	 0.002702560344194797
366	 2 	 FLi 	 LiF 	 0.0074266657721807 	 0.0074266657721807
367	 15 	 CH3 	 CH3 	 1.45443098124309e-07 	 1.45443098124309e-07
367	 9 	 Na2 	 Na2 	 2.9817986104964416e-06 	 2.9817986104964416e-06
367	 20 	 CH 	 CH 	 4.60556893126125e-09 	 4.60556893126125e-09
367	 4 	 CO2 	 CO2 	 0.008022666782021293 	 0.008022666782021293
367	 18 	 H3N 	 NH3 	 0.0005500494244203122 	 0.0005500494244203122
367	 17 	 H2O 	 OH2 	 0.0002609223555591076 	 0.0002609223555591076
367	 5 	 F2 	 F2 	 0.00015009648527867297 	 0.00015009648527867297
367	 25 	 Li 	 Li 	 6.62798592903714e-06 	 6.62798592903714e-06
367	 24 	 C 	 C 	 4.889806512931808e-05 	 4.889806512931808e-05
367	 6 	 C2H2 	 C2H2 	 5.1708071344985055e-05 	 5.1708071344985055e-05
367	 2 	 FLi 	 LiF 	 0.007423168646130523 	 0.007423168646130523
367	 16 	 CH2 	 CH2 	 0.0029030714896923744 	 0.0029030714896923744
367	 23 	 HF2 	 HF2 	 0.0017868890371244533 	 0.0017868890371244533
367	 12 	 HN 	 NH 	 0.000885732952524877 	 0.000885732952524877
367	 10 	 NO 	 NO 	 1.9525911013957052e-05 	 1.9525911013957052e-05
367	 8 	 HLi 	 LiH 	 9.288644756328356e-06 	 9.288644756328356e-06
367	 3 	 CHN 	 CNH 	 0.002885194713256333 	 0.002885194713256333
367	 14 	 N2O 	 N2O 	 0.0035163895384207806 	 0.0035163895384207806
367	 21 	 HN2O 	 HON2 	 0.0029966356314138033 	 0.0029966356314138033
367	 1 	 N2 	 N2 	 5.876703325067326e-06 	 5.876703325067326e-06
367	 22 	 CH4O 	 CH4O 	 0.00012711134224053708 	 0.00012711134224053708
367	 19 	 HO 	 OH 	 1.2669557608948061e-05 	 1.2669557608948061e-05
367	 7 	 CO 	 OC 	 0.0003901084609016451 	 0.0003901084609016451
367	 13 	 O3 	 O3 	 0.0026993975499668118 	 0.0026993975499668118
367	 11 	 NO2 	 NO2 	 0.003509807114265949 	 0.003509807114265949
367	 0 	 H2 	 H2 	 5.023393618660924e-06 	 5.023393618660924e-06
368	 2 	 FLi 	 LiF 	 0.0074378477708413465 	 0.0074378477708413465
368	 12 	 HN 	 NH 	 0.0008855663366392316 	 0.0008855663366392316
368	 13 	 O3 	 O3 	 0.002702089805890651 	 0.002702089805890651
368	 6 	 C2H2 	 C2H2 	 5.336084202246685e-05 	 5.336084202246685e-05
368	 4 	 CO2 	 CO2 	 0.008025566402701233 	 0.008025566402701233
368	 14 	 N2O 	 N2O 	 0.003516591020169567 	 0.003516591020169567
368	 15 	 CH3 	 CH3 	 1.405732113782966e-07 	 1.405732113782966e-07
368	 9 	 Na2 	 Na2 	 2.976119914415089e-06 	 2.976119914415089e-06
368	 22 	 CH4O 	 CH4O 	 0.00012711096056666242 	 0.00012711096056666242
368	 7 	 CO 	 OC 	 0.000389892142399886 	 0.000389892142399886
368	 17 	 H2O 	 OH2 	 0.0002602507976480728 	 0.0002602507976480728
368	 11 	 NO2 	 NO2 	 0.0035103451375425522 	 0.0035103451375425522
368	 5 	 F2 	 F2 	 0.00015010105498530706 	 0.00015010105498530706
368	 8 	 HLi 	 LiH 	 9.3604039662816e-06 	 9.3604039662816e-06
368	 16 	 CH2 	 CH2 	 0.002901392734707991 	 0.002901392734707991
368	 24 	 C 	 C 	 4.866630777161434e-05 	 4.866630777161434e-05
368	 25 	 Li 	 Li 	 5.751243989966803e-06 	 5.751243989966803e-06
368	 10 	 NO 	 NO 	 1.9533849604667066e-05 	 1.9533849604667066e-05
368	 3 	 CHN 	 CNH 	 0.002884504435797845 	 0.002884504435797845
368	 18 	 H3N 	 NH3 	 0.0005493097997146574 	 0.0005493097997146574
368	 21 	 HN2O 	 HON2 	 0.002996633568247695 	 0.002996633568247695
368	 23 	 HF2 	 HF2 	 0.001786887749814942 	 0.001786887749814942
368	 20 	 CH 	 CH 	 4.685003934115286e-09 	 4.685003934115286e-09
368	 19 	 HO 	 OH 	 1.2662958939278148e-05 	 1.2662958939278148e-05
368	 1 	 N2 	 N2 	 5.8150472443923695e-06 	 5.8150472443923695e-06
368	 0 	 H2 	 H2 	 5.465645281281897e-06 	 5.465645281281897e-06
369	 14 	 N2O 	 N2O 	 0.003517648341196383 	 0.003517648341196383
369	 17 	 H2O 	 OH2 	 0.0002604233889228588 	 0.0002604233889228588
369	 1 	 N2 	 N2 	 5.918707446593379e-06 	 5.918707446593379e-06
369	 13 	 O3 	 O3 	 0.0027015078861779103 	 0.0027015078861779103
369	 15 	 CH3 	 CH3 	 1.3176064425637148e-07 	 1.3176064425637148e-07
369	 22 	 CH4O 	 CH4O 	 0.00012711056828645502 	 0.00012711056828645502
369	 6 	 C2H2 	 C2H2 	 5.3336572738525516e-05 	 5.3336572738525516e-05
369	 16 	 CH2 	 CH2 	 0.002902678748697098 	 0.002902678748697098
369	 23 	 HF2 	 HF2 	 0.0017868894445911456 	 0.0017868894445911456
369	 21 	 HN2O 	 HON2 	 0.002996642480708678 	 0.002996642480708678
369	 18 	 H3N 	 NH3 	 0.0005505936103404302 	 0.0005505936103404302
369	 25 	 Li 	 Li 	 5.573475474963808e-06 	 5.573475474963808e-06
369	 0 	 H2 	 H2 	 5.30906787934973e-06 	 5.30906787934973e-06
369	 4 	 CO2 	 CO2 	 0.008020649812806351 	 0.008020649812806351
369	 8 	 HLi 	 LiH 	 9.302929974447953e-06 	 9.302929974447953e-06
369	 3 	 CHN 	 CNH 	 0.0028846807758955767 	 0.0028846807758955767
369	 19 	 HO 	 OH 	 1.2674052261233944e-05 	 1.2674052261233944e-05
369	 2 	 FLi 	 LiF 	 0.007443217229016474 	 0.007443217229016474
369	 5 	 F2 	 F2 	 0.0001500494163105592 	 0.0001500494163105592
369	 7 	 CO 	 OC 	 0.0003899577173646415 	 0.0003899577173646415
369	 10 	 NO 	 NO 	 1.9537816708775007e-05 	 1.9537816708775007e-05
369	 11 	 NO2 	 NO2 	 0.0035087542172642003 	 0.0035087542172642003
369	 9 	 Na2 	 Na2 	 2.976922312995948e-06 	 2.976922312995948e-06
369	 24 	 C 	 C 	 4.8549679826328836e-05 	 4.8549679826328836e-05
369	 20 	 CH 	 CH 	 4.566164670844321e-09 	 4.566164670844321e-09
369	 12 	 HN 	 NH 	 0.0008857764318917346 	 0.0008857764318917346
370	 18 	 H3N 	 NH3 	 0.0005497340122128537 	 0.0005497340122128537
370	 24 	 C 	 C 	 4.874641215731373e-05 	 4.874641215731373e-05
370	 17 	 H2O 	 OH2 	 0.00026067652681906943 	 0.00026067652681906943
370	 0 	 H2 	 H2 	 5.5409294315520625e-06 	 5.5409294315520625e-06
370	 5 	 F2 	 F2 	 0.00015023892239821802 	 0.00015023892239821802
370	 10 	 NO 	 NO 	 1.9513016716577115e-05 	 1.9513016716577115e-05
370	 2 	 FLi 	 LiF 	 0.007443294231609249 	 0.007443294231609249
370	 19 	 HO 	 OH 	 1.2661035274750136e-05 	 1.2661035274750136e-05
370	 7 	 CO 	 OC 	 0.00038955330730334624 	 0.00038955330730334624
370	 23 	 HF2 	 HF2 	 0.0017868907175813996 	 0.0017868907175813996
370	 8 	 HLi 	 LiH 	 9.279900951395703e-06 	 9.279900951395703e-06
370	 13 	 O3 	 O3 	 0.0026994660573902555 	 0.0026994660573902555
370	 25 	 Li 	 Li 	 4.9335646926015475e-06 	 4.9335646926015475e-06
370	 4 	 CO2 	 CO2 	 0.008026666982230818 	 0.008026666982230818
370	 22 	 CH4O 	 CH4O 	 0.00012711090230302014 	 0.00012711090230302014
370	 15 	 CH3 	 CH3 	 1.540299572045829e-07 	 1.540299572045829e-07
370	 1 	 N2 	 N2 	 5.960327384873498e-06 	 5.960327384873498e-06
370	 11 	 NO2 	 NO2 	 0.0035104549380206396 	 0.0035104549380206396
370	 21 	 HN2O 	 HON2 	 0.0029966417578531374 	 0.0029966417578531374
370	 16 	 CH2 	 CH2 	 0.002902823131945055 	 0.002902823131945055
370	 12 	 HN 	 NH 	 0.0008855684392722533 	 0.0008855684392722533
370	 6 	 C2H2 	 C2H2 	 5.2513415384505435e-05 	 5.2513415384505435e-05
370	 3 	 CHN 	 CNH 	 0.0028862959357673296 	 0.0028862959357673296
370	 9 	 Na2 	 Na2 	 2.9753095182618583e-06 	 2.9753095182618583e-06
370	 14 	 N2O 	 N2O 	 0.003519671892468385 	 0.003519671892468385
370	 20 	 CH 	 CH 	 4.9209081435646775e-09 	 4.9209081435646775e-09
371	 16 	 CH2 	 CH2 	 0.0029034324789283883 	 0.0029034324789283883
371	 21 	 HN2O 	 HON2 	 0.0029966418570790015 	 0.0029966418570790015
371	 5 	 F2 	 F2 	 0.00015013342498476086 	 0.00015013342498476086
371	 24 	 C 	 C 	 4.8849840976745313e-05 	 4.8849840976745313e-05
371	 13 	 O3 	 O3 	 0.002701034694022519 	 0.002701034694022519
371	 2 	 FLi 	 LiF 	 0.007439904039631065 	 0.007439904039631065
371	 20 	 CH 	 CH 	 4.703082413030558e-09 	 4.703082413030558e-09
371	 11 	 NO2 	 NO2 	 0.003508344370372417 	 0.003508344370372417
371	 4 	 CO2 	 CO2 	 0.008025402496174503 	 0.008025402496174503
371	 0 	 H2 	 H2 	 5.340829312553783e-06 	 5.340829312553783e-06
371	 3 	 CHN 	 CNH 	 0.0028845010254926967 	 0.0028845010254926967
371	 23 	 HF2 	 HF2 	 0.001786887686328926 	 0.001786887686328926
371	 14 	 N2O 	 N2O 	 0.0035184611541377495 	 0.0035184611541377495
371	 25 	 Li 	 Li 	 5.0041028198209065e-06 	 5.0041028198209065e-06
371	 18 	 H3N 	 NH3 	 0.0005503961214565769 	 0.0005503961214565769
371	 1 	 N2 	 N2 	 5.504766389039168e-06 	 5.504766389039168e-06
371	 7 	 CO 	 OC 	 0.0003898498870080863 	 0.0003898498870080863
371	 17 	 H2O 	 OH2 	 0.0002604381604655018 	 0.0002604381604655018
371	 8 	 HLi 	 LiH 	 9.338290070490652e-06 	 9.338290070490652e-06
371	 12 	 HN 	 NH 	 0.0008852942308070046 	 0.0008852942308070046
371	 19 	 HO 	 OH 	 1.2662293571848299e-05 	 1.2662293571848299e-05
371	 15 	 CH3 	 CH3 	 1.5305106924904272e-07 	 1.5305106924904272e-07
371	 22 	 CH4O 	 CH4O 	 0.00012711169344621046 	 0.00012711169344621046
371	 10 	 NO 	 NO 	 1.9557962068645814e-05 	 1.9557962068645814e-05
371	 9 	 Na2 	 Na2 	 2.9810704378502025e-06 	 2.9810704378502025e-06
371	 6 	 C2H2 	 C2H2 	 5.167993454736452e-05 	 5.167993454736452e-05
372	 23 	 HF2 	 HF2 	 0.0017868923040895146 	 0.0017868923040895146
372	 0 	 H2 	 H2 	 5.38261997290143e-06 	 5.38261997290143e-06
372	 8 	 HLi 	 LiH 	 9.27458047254418e-06 	 9.27458047254418e-06
372	 24 	 C 	 C 	 4.878119922291555e-05 	 4.878119922291555e-05
372	 25 	 Li 	 Li 	 6.1745587530428725e-06 	 6.1745587530428725e-06
372	 15 	 CH3 	 CH3 	 1.445995358098812e-07 	 1.445995358098812e-07
372	 5 	 F2 	 F2 	 0.00015005556225811917 	 0.00015005556225811917
372	 7 	 CO 	 OC 	 0.00039023772992035076 	 0.00039023772992035076
372	 14 	 N2O 	 N2O 	 0.003517834829689342 	 0.003517834829689342
372	 20 	 CH 	 CH 	 4.635756793486204e-09 	 4.635756793486204e-09
372	 2 	 FLi 	 LiF 	 0.007435708364609902 	 0.007435708364609902
372	 4 	 CO2 	 CO2 	 0.008026108870414798 	 0.008026108870414798
372	 16 	 CH2 	 CH2 	 0.00290229632188086 	 0.00290229632188086
372	 22 	 CH4O 	 CH4O 	 0.00012711153572273664 	 0.00012711153572273664
372	 3 	 CHN 	 CNH 	 0.0028853320048439664 	 0.0028853320048439664
372	 19 	 HO 	 OH 	 1.261744019510977e-05 	 1.261744019510977e-05
372	 6 	 C2H2 	 C2H2 	 5.170544287656674e-05 	 5.170544287656674e-05
372	 12 	 HN 	 NH 	 0.0008854535244505759 	 0.0008854535244505759
372	 10 	 NO 	 NO 	 1.950414875831594e-05 	 1.950414875831594e-05
372	 9 	 Na2 	 Na2 	 2.9625021350623783e-06 	 2.9625021350623783e-06
372	 11 	 NO2 	 NO2 	 0.0035087347122006586 	 0.0035087347122006586
372	 18 	 H3N 	 NH3 	 0.0005495023985058198 	 0.0005495023985058198
372	 13 	 O3 	 O3 	 0.002698958998180104 	 0.002698958998180104
372	 17 	 H2O 	 OH2 	 0.000260546827808299 	 0.000260546827808299
372	 21 	 HN2O 	 HON2 	 0.0029966284941349603 	 0.0029966284941349603
372	 1 	 N2 	 N2 	 5.827405985854852e-06 	 5.827405985854852e-06
373	 12 	 HN 	 NH 	 0.0008855725899014243 	 0.0008855725899014243
373	 20 	 CH 	 CH 	 3.760813325205285e-09 	 3.760813325205285e-09
373	 13 	 O3 	 O3 	 0.0027019863022426666 	 0.0027019863022426666
373	 18 	 H3N 	 NH3 	 0.0005502267139976488 	 0.0005502267139976488
373	 25 	 Li 	 Li 	 6.1659659756975205e-06 	 6.1659659756975205e-06
373	 9 	 Na2 	 Na2 	 2.981306149822264e-06 	 2.981306149822264e-06
373	 6 	 C2H2 	 C2H2 	 5.3227267807277626e-05 	 5.3227267807277626e-05
373	 10 	 NO 	 NO 	 1.951269030254295e-05 	 1.951269030254295e-05
373	 0 	 H2 	 H2 	 5.305759176388272e-06 	 5.305759176388272e-06
373	 5 	 F2 	 F2 	 0.00015006604487685432 	 0.00015006604487685432
373	 3 	 CHN 	 CNH 	 0.0028850929317408226 	 0.0028850929317408226
373	 2 	 FLi 	 LiF 	 0.007433700677230114 	 0.007433700677230114
373	 14 	 N2O 	 N2O 	 0.003518322759471308 	 0.003518322759471308
373	 7 	 CO 	 OC 	 0.0003903410040089248 	 0.0003903410040089248
373	 17 	 H2O 	 OH2 	 0.000260836546660901 	 0.000260836546660901
373	 16 	 CH2 	 CH2 	 0.0029015804860434906 	 0.0029015804860434906
373	 19 	 HO 	 OH 	 1.2639185045703223e-05 	 1.2639185045703223e-05
373	 22 	 CH4O 	 CH4O 	 0.00012704704312060318 	 0.00012704704312060318
373	 4 	 CO2 	 CO2 	 0.008027189287839985 	 0.008027189287839985
373	 23 	 HF2 	 HF2 	 0.0017865665967594698 	 0.0017865665967594698
373	 21 	 HN2O 	 HON2 	 0.002995390363348927 	 0.002995390363348927
373	 11 	 NO2 	 NO2 	 0.003506167254270015 	 0.003506167254270015
373	 15 	 CH3 	 CH3 	 1.4310434601128022e-07 	 1.4310434601128022e-07
373	 24 	 C 	 C 	 4.8825992199638714e-05 	 4.8825992199638714e-05
373	 1 	 N2 	 N2 	 5.729783146087897e-06 	 5.729783146087897e-06
373	 8 	 HLi 	 LiH 	 9.564188965090793e-06 	 9.564188965090793e-06
374	 1 	 N2 	 N2 	 5.4410709884581615e-06 	 5.4410709884581615e-06
374	 2 	 FLi 	 LiF 	 0.007437241434852947 	 0.007437241434852947
374	 10 	 NO 	 NO 	 1.9480910800790318e-05 	 1.9480910800790318e-05
374	 8 	 HLi 	 LiH 	 9.552560782035103e-06 	 9.552560782035103e-06
374	 9 	 Na2 	 Na2 	 2.9745863538198697e-06 	 2.9745863538198697e-06
374	 20 	 CH 	 CH 	 5.628612897262432e-09 	 5.628612897262432e-09
374	 16 	 CH2 	 CH2 	 0.0029022779450623036 	 0.0029022779450623036
374	 4 	 CO2 	 CO2 	 0.00803148214417115 	 0.00803148214417115
374	 18 	 H3N 	 NH3 	 0.0005496327851033667 	 0.0005496327851033667
374	 7 	 CO 	 OC 	 0.00039005242517359956 	 0.00039005242517359956
374	 23 	 HF2 	 HF2 	 0.0017865191198171823 	 0.0017865191198171823
374	 25 	 Li 	 Li 	 5.622560223156125e-06 	 5.622560223156125e-06
374	 12 	 HN 	 NH 	 0.0008850572865343627 	 0.0008850572865343627
374	 3 	 CHN 	 CNH 	 0.0028859524177506945 	 0.0028859524177506945
374	 24 	 C 	 C 	 4.892567238585229e-05 	 4.892567238585229e-05
374	 21 	 HN2O 	 HON2 	 0.002995222742375012 	 0.002995222742375012
374	 14 	 N2O 	 N2O 	 0.003517546542861688 	 0.003517546542861688
374	 6 	 C2H2 	 C2H2 	 5.332606185003761e-05 	 5.332606185003761e-05
374	 15 	 CH3 	 CH3 	 1.3938146395437728e-07 	 1.3938146395437728e-07
374	 22 	 CH4O 	 CH4O 	 0.00012703228395787188 	 0.00012703228395787188
374	 11 	 NO2 	 NO2 	 0.003507310987112839 	 0.003507310987112839
374	 0 	 H2 	 H2 	 5.045366954972541e-06 	 5.045366954972541e-06
374	 13 	 O3 	 O3 	 0.0027011460359863616 	 0.0027011460359863616
374	 5 	 F2 	 F2 	 0.00015010784309075614 	 0.00015010784309075614
374	 19 	 HO 	 OH 	 1.2657182699737067e-05 	 1.2657182699737067e-05
374	 17 	 H2O 	 OH2 	 0.0002606850309152511 	 0.0002606850309152511
375	 16 	 CH2 	 CH2 	 0.0029018807716595352 	 0.0029018807716595352
375	 24 	 C 	 C 	 4.859335047379123e-05 	 4.859335047379123e-05
375	 13 	 O3 	 O3 	 0.002697189139735712 	 0.002697189139735712
375	 7 	 CO 	 OC 	 0.00039031695469596083 	 0.00039031695469596083
375	 2 	 FLi 	 LiF 	 0.00743175200884631 	 0.00743175200884631
375	 0 	 H2 	 H2 	 5.092818550097146e-06 	 5.092818550097146e-06
375	 6 	 C2H2 	 C2H2 	 4.970650687176097e-05 	 4.970650687176097e-05
375	 9 	 Na2 	 Na2 	 2.97730375702936e-06 	 2.97730375702936e-06
375	 8 	 HLi 	 LiH 	 9.438667573608152e-06 	 9.438667573608152e-06
375	 19 	 HO 	 OH 	 1.2633454687063992e-05 	 1.2633454687063992e-05
375	 23 	 HF2 	 HF2 	 0.001786511842304022 	 0.001786511842304022
375	 15 	 CH3 	 CH3 	 1.429585570344e-07 	 1.429585570344e-07
375	 10 	 NO 	 NO 	 1.947108548472445e-05 	 1.947108548472445e-05
375	 18 	 H3N 	 NH3 	 0.0005489288505831373 	 0.0005489288505831373
375	 17 	 H2O 	 OH2 	 0.0002607263494672477 	 0.0002607263494672477
375	 3 	 CHN 	 CNH 	 0.002885738529678596 	 0.002885738529678596
375	 4 	 CO2 	 CO2 	 0.008032648243233954 	 0.008032648243233954
375	 5 	 F2 	 F2 	 0.00015005206317365694 	 0.00015005206317365694
375	 20 	 CH 	 CH 	 4.671534875485419e-09 	 4.671534875485419e-09
375	 14 	 N2O 	 N2O 	 0.003517682357953907 	 0.003517682357953907
375	 21 	 HN2O 	 HON2 	 0.002995202077350256 	 0.002995202077350256
375	 25 	 Li 	 Li 	 6.334004153746138e-06 	 6.334004153746138e-06
375	 22 	 CH4O 	 CH4O 	 0.00012703274109967548 	 0.00012703274109967548
375	 12 	 HN 	 NH 	 0.0008847348393838571 	 0.0008847348393838571
