#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
12	 7 	 CO 	 OC 	 0.0007730038088707178 	 0.0007730038088707178
12	 4 	 CO2 	 CO2 	 0.013147557974201515 	 0.013147557974201515
12	 13 	 O3 	 O3 	 0.0003279855741052327 	 0.0003279855741052327
12	 2 	 FLi 	 LiF 	 0.008570198681953568 	 0.008570198681953568
12	 10 	 NO 	 NO 	 4.839234574260248e-06 	 4.839234574260248e-06
12	 15 	 CH3 	 CH3 	 1.4729558741379313e-05 	 1.4729558741379313e-05
12	 16 	 CH2 	 CH2 	 0.002311602682212566 	 0.002311602682212566
12	 20 	 CH 	 CH 	 2.148621427728895e-07 	 2.148621427728895e-07
12	 22 	 CH4O 	 CH4O 	 6.58807532884251e-05 	 6.58807532884251e-05
12	 17 	 H2O 	 OH2 	 0.00029245381312720714 	 0.00029245381312720714
12	 21 	 HN2O 	 HON2 	 0.0013431061596349237 	 0.0013431061596349237
12	 0 	 H2 	 H2 	 9.435408381987955e-07 	 9.435408381987955e-07
12	 12 	 HN 	 NH 	 0.00044822716414945525 	 0.00044822716414945525
12	 8 	 HLi 	 LiH 	 3.196533237755406e-06 	 3.196533237755406e-06
12	 3 	 CHN 	 CNH 	 0.0046858658658275 	 0.0046858658658275
12	 19 	 HO 	 OH 	 1.0355856459387597e-05 	 1.0355856459387597e-05
12	 6 	 C2H2 	 C2H2 	 0.00022707011547838887 	 0.00022707011547838887
12	 1 	 N2 	 N2 	 8.267184039695707e-06 	 8.267184039695707e-06
12	 5 	 F2 	 F2 	 3.0152158867220264e-05 	 3.0152158867220264e-05
12	 14 	 N2O 	 N2O 	 0.001154079149950532 	 0.001154079149950532
13	 3 	 CHN 	 CNH 	 0.00465683256509117 	 0.00465683256509117
13	 8 	 HLi 	 LiH 	 3.1296774697317397e-06 	 3.1296774697317397e-06
13	 19 	 HO 	 OH 	 1.0335037914807333e-05 	 1.0335037914807333e-05
13	 25 	 Li 	 Li 	 4.652295140446226e-07 	 4.652295140446226e-07
13	 0 	 H2 	 H2 	 7.828271947639071e-07 	 7.828271947639071e-07
13	 24 	 C 	 C 	 1.5168192101836992e-05 	 1.5168192101836992e-05
13	 11 	 NO2 	 NO2 	 0.0010135608755733982 	 0.0010135608755733982
13	 4 	 CO2 	 CO2 	 0.012930832867130326 	 0.012930832867130326
13	 9 	 Na2 	 Na2 	 1.4712077122201888e-06 	 1.4712077122201888e-06
13	 21 	 HN2O 	 HON2 	 0.0013684655276201755 	 0.0013684655276201755
13	 17 	 H2O 	 OH2 	 0.00029197167179794754 	 0.00029197167179794754
13	 5 	 F2 	 F2 	 3.158462668503514e-05 	 3.158462668503514e-05
13	 1 	 N2 	 N2 	 7.948644485896777e-06 	 7.948644485896777e-06
13	 15 	 CH3 	 CH3 	 1.4692794368822771e-05 	 1.4692794368822771e-05
13	 13 	 O3 	 O3 	 0.00039910235134159945 	 0.00039910235134159945
13	 12 	 HN 	 NH 	 0.0004548152851469089 	 0.0004548152851469089
13	 16 	 CH2 	 CH2 	 0.00232546449772351 	 0.00232546449772351
13	 14 	 N2O 	 N2O 	 0.0011945297399530836 	 0.0011945297399530836
13	 20 	 CH 	 CH 	 2.46269433995315e-07 	 2.46269433995315e-07
13	 10 	 NO 	 NO 	 3.7340978205264984e-06 	 3.7340978205264984e-06
13	 2 	 FLi 	 LiF 	 0.008521261955293815 	 0.008521261955293815
13	 7 	 CO 	 OC 	 0.0007477190794710073 	 0.0007477190794710073
13	 6 	 C2H2 	 C2H2 	 0.00021828319341510508 	 0.00021828319341510508
13	 23 	 HF2 	 HF2 	 0.0010404678386686389 	 0.0010404678386686389
13	 22 	 CH4O 	 CH4O 	 6.772850990321732e-05 	 6.772850990321732e-05
13	 18 	 H3N 	 NH3 	 0.0002768137981002495 	 0.0002768137981002495
14	 25 	 Li 	 Li 	 3.3222584542664406e-07 	 3.3222584542664406e-07
14	 19 	 HO 	 OH 	 1.029547377372583e-05 	 1.029547377372583e-05
14	 12 	 HN 	 NH 	 0.00045873396361551005 	 0.00045873396361551005
14	 16 	 CH2 	 CH2 	 0.0023326649279633007 	 0.0023326649279633007
14	 20 	 CH 	 CH 	 2.5088130253204966e-07 	 2.5088130253204966e-07
14	 24 	 C 	 C 	 1.64116623238106e-05 	 1.64116623238106e-05
14	 17 	 H2O 	 OH2 	 0.0002905903336171332 	 0.0002905903336171332
14	 8 	 HLi 	 LiH 	 3.4220923113358854e-06 	 3.4220923113358854e-06
14	 7 	 CO 	 OC 	 0.0007407997953172011 	 0.0007407997953172011
14	 23 	 HF2 	 HF2 	 0.001049629339476729 	 0.001049629339476729
14	 9 	 Na2 	 Na2 	 1.521875453802113e-06 	 1.521875453802113e-06
14	 0 	 H2 	 H2 	 1.0818654975329703e-06 	 1.0818654975329703e-06
14	 3 	 CHN 	 CNH 	 0.0045289453097522425 	 0.0045289453097522425
14	 11 	 NO2 	 NO2 	 0.001090601172888508 	 0.001090601172888508
14	 2 	 FLi 	 LiF 	 0.008496100794575539 	 0.008496100794575539
14	 13 	 O3 	 O3 	 0.00044016680597374475 	 0.00044016680597374475
14	 18 	 H3N 	 NH3 	 0.00028001317702482293 	 0.00028001317702482293
14	 22 	 CH4O 	 CH4O 	 6.813779767927225e-05 	 6.813779767927225e-05
14	 14 	 N2O 	 N2O 	 0.0012423383240102639 	 0.0012423383240102639
14	 10 	 NO 	 NO 	 3.2817275947027606e-06 	 3.2817275947027606e-06
14	 15 	 CH3 	 CH3 	 1.4825809609747053e-05 	 1.4825809609747053e-05
14	 4 	 CO2 	 CO2 	 0.012662114885100138 	 0.012662114885100138
14	 21 	 HN2O 	 HON2 	 0.0014215171161555437 	 0.0014215171161555437
14	 5 	 F2 	 F2 	 3.5050838679014154e-05 	 3.5050838679014154e-05
14	 6 	 C2H2 	 C2H2 	 0.0002084391727118431 	 0.0002084391727118431
14	 1 	 N2 	 N2 	 6.368049762981285e-06 	 6.368049762981285e-06
15	 9 	 Na2 	 Na2 	 1.600792643302656e-06 	 1.600792643302656e-06
15	 25 	 Li 	 Li 	 7.235362032222775e-07 	 7.235362032222775e-07
15	 14 	 N2O 	 N2O 	 0.0012789795036235608 	 0.0012789795036235608
15	 12 	 HN 	 NH 	 0.0004669596167729897 	 0.0004669596167729897
15	 4 	 CO2 	 CO2 	 0.012556852548187798 	 0.012556852548187798
15	 5 	 F2 	 F2 	 3.639588145588725e-05 	 3.639588145588725e-05
15	 11 	 NO2 	 NO2 	 0.001156933411326708 	 0.001156933411326708
15	 16 	 CH2 	 CH2 	 0.002344598190005484 	 0.002344598190005484
15	 15 	 CH3 	 CH3 	 1.4660787356218262e-05 	 1.4660787356218262e-05
15	 6 	 C2H2 	 C2H2 	 0.00020009448113619076 	 0.00020009448113619076
15	 18 	 H3N 	 NH3 	 0.00028248930072682617 	 0.00028248930072682617
15	 22 	 CH4O 	 CH4O 	 7.042079400884558e-05 	 7.042079400884558e-05
15	 7 	 CO 	 OC 	 0.0007201555620966577 	 0.0007201555620966577
15	 13 	 O3 	 O3 	 0.0005164421859714769 	 0.0005164421859714769
15	 19 	 HO 	 OH 	 1.0121581435492972e-05 	 1.0121581435492972e-05
15	 1 	 N2 	 N2 	 5.205030081085612e-06 	 5.205030081085612e-06
15	 17 	 H2O 	 OH2 	 0.00028387123436210166 	 0.00028387123436210166
15	 24 	 C 	 C 	 1.818030917749868e-05 	 1.818030917749868e-05
15	 10 	 NO 	 NO 	 2.1385895094786686e-06 	 2.1385895094786686e-06
15	 3 	 CHN 	 CNH 	 0.0044147356693321985 	 0.0044147356693321985
15	 2 	 FLi 	 LiF 	 0.008428309320176606 	 0.008428309320176606
15	 0 	 H2 	 H2 	 1.1705078718407305e-06 	 1.1705078718407305e-06
15	 8 	 HLi 	 LiH 	 3.7087473111249877e-06 	 3.7087473111249877e-06
15	 21 	 HN2O 	 HON2 	 0.0014896253844875246 	 0.0014896253844875246
15	 23 	 HF2 	 HF2 	 0.0010922734917212494 	 0.0010922734917212494
15	 20 	 CH 	 CH 	 2.649107102555604e-07 	 2.649107102555604e-07
16	 17 	 H2O 	 OH2 	 0.0002832201743937813 	 0.0002832201743937813
16	 16 	 CH2 	 CH2 	 0.00235585816771741 	 0.00235585816771741
16	 21 	 HN2O 	 HON2 	 0.001496225108961512 	 0.001496225108961512
16	 15 	 CH3 	 CH3 	 1.450231355797323e-05 	 1.450231355797323e-05
16	 20 	 CH 	 CH 	 2.658964893465027e-07 	 2.658964893465027e-07
16	 2 	 FLi 	 LiF 	 0.008408118784249234 	 0.008408118784249234
16	 11 	 NO2 	 NO2 	 0.0012413947616906472 	 0.0012413947616906472
16	 3 	 CHN 	 CNH 	 0.0043557722539945025 	 0.0043557722539945025
16	 7 	 CO 	 OC 	 0.0007083694058542152 	 0.0007083694058542152
16	 24 	 C 	 C 	 1.925917952931363e-05 	 1.925917952931363e-05
16	 10 	 NO 	 NO 	 1.8198143958711344e-06 	 1.8198143958711344e-06
16	 18 	 H3N 	 NH3 	 0.00028881629208064185 	 0.00028881629208064185
16	 14 	 N2O 	 N2O 	 0.0014043704897901898 	 0.0014043704897901898
16	 1 	 N2 	 N2 	 4.725904248674306e-06 	 4.725904248674306e-06
16	 22 	 CH4O 	 CH4O 	 7.145969504417122e-05 	 7.145969504417122e-05
16	 23 	 HF2 	 HF2 	 0.0011085145564011568 	 0.0011085145564011568
16	 6 	 C2H2 	 C2H2 	 0.0001853077516810172 	 0.0001853077516810172
16	 5 	 F2 	 F2 	 4.144175017399016e-05 	 4.144175017399016e-05
16	 12 	 HN 	 NH 	 0.00048498233891625423 	 0.00048498233891625423
16	 19 	 HO 	 OH 	 1.0056924449495981e-05 	 1.0056924449495981e-05
16	 25 	 Li 	 Li 	 7.00466129764883e-07 	 7.00466129764883e-07
16	 9 	 Na2 	 Na2 	 1.820058940953271e-06 	 1.820058940953271e-06
16	 0 	 H2 	 H2 	 9.460538386042729e-07 	 9.460538386042729e-07
16	 4 	 CO2 	 CO2 	 0.012205131811420172 	 0.012205131811420172
16	 13 	 O3 	 O3 	 0.0005943344436398288 	 0.0005943344436398288
16	 8 	 HLi 	 LiH 	 3.6489810443291383e-06 	 3.6489810443291383e-06
17	 22 	 CH4O 	 CH4O 	 7.198288459300956e-05 	 7.198288459300956e-05
17	 17 	 H2O 	 OH2 	 0.0002810038899631536 	 0.0002810038899631536
17	 15 	 CH3 	 CH3 	 1.4501347213528988e-05 	 1.4501347213528988e-05
17	 2 	 FLi 	 LiF 	 0.008379546497725715 	 0.008379546497725715
17	 25 	 Li 	 Li 	 3.8986976531476536e-07 	 3.8986976531476536e-07
17	 5 	 F2 	 F2 	 4.314724043890143e-05 	 4.314724043890143e-05
17	 23 	 HF2 	 HF2 	 0.001125061482286312 	 0.001125061482286312
17	 14 	 N2O 	 N2O 	 0.001455062941133071 	 0.001455062941133071
17	 1 	 N2 	 N2 	 3.831931415119595e-06 	 3.831931415119595e-06
17	 13 	 O3 	 O3 	 0.0006248506379594188 	 0.0006248506379594188
17	 12 	 HN 	 NH 	 0.0004916404388728145 	 0.0004916404388728145
17	 24 	 C 	 C 	 2.0524291052264347e-05 	 2.0524291052264347e-05
17	 6 	 C2H2 	 C2H2 	 0.00017935842675868214 	 0.00017935842675868214
17	 7 	 CO 	 OC 	 0.0006920941050478726 	 0.0006920941050478726
17	 20 	 CH 	 CH 	 2.965538199086415e-07 	 2.965538199086415e-07
17	 10 	 NO 	 NO 	 1.3152146507902685e-06 	 1.3152146507902685e-06
17	 18 	 H3N 	 NH3 	 0.00029393356451420065 	 0.00029393356451420065
17	 16 	 CH2 	 CH2 	 0.0023716672616960403 	 0.0023716672616960403
17	 8 	 HLi 	 LiH 	 3.7833016213244065e-06 	 3.7833016213244065e-06
17	 3 	 CHN 	 CNH 	 0.0042354784492545094 	 0.0042354784492545094
17	 9 	 Na2 	 Na2 	 1.869462353952134e-06 	 1.869462353952134e-06
17	 0 	 H2 	 H2 	 1.283337762355389e-06 	 1.283337762355389e-06
17	 4 	 CO2 	 CO2 	 0.012020586403960892 	 0.012020586403960892
17	 19 	 HO 	 OH 	 9.954344239159339e-06 	 9.954344239159339e-06
17	 11 	 NO2 	 NO2 	 0.001362690727033514 	 0.001362690727033514
17	 21 	 HN2O 	 HON2 	 0.0015839239493551694 	 0.0015839239493551694
18	 6 	 C2H2 	 C2H2 	 0.00017368521757258435 	 0.00017368521757258435
18	 24 	 C 	 C 	 2.1457985017077017e-05 	 2.1457985017077017e-05
18	 12 	 HN 	 NH 	 0.0004997601713229351 	 0.0004997601713229351
18	 25 	 Li 	 Li 	 5.171244047673381e-07 	 5.171244047673381e-07
18	 4 	 CO2 	 CO2 	 0.01192228142329502 	 0.01192228142329502
18	 7 	 CO 	 OC 	 0.0006778261007943392 	 0.0006778261007943392
18	 14 	 N2O 	 N2O 	 0.001548832646941601 	 0.001548832646941601
18	 22 	 CH4O 	 CH4O 	 7.514965863289121e-05 	 7.514965863289121e-05
18	 17 	 H2O 	 OH2 	 0.00027509064498760637 	 0.00027509064498760637
18	 15 	 CH3 	 CH3 	 1.3409654872849951e-05 	 1.3409654872849951e-05
18	 2 	 FLi 	 LiF 	 0.008318878959992032 	 0.008318878959992032
18	 0 	 H2 	 H2 	 1.5226529604427097e-06 	 1.5226529604427097e-06
18	 5 	 F2 	 F2 	 4.9015639813970445e-05 	 4.9015639813970445e-05
18	 10 	 NO 	 NO 	 5.702042723390809e-07 	 5.702042723390809e-07
18	 20 	 CH 	 CH 	 2.797756776331022e-07 	 2.797756776331022e-07
18	 11 	 NO2 	 NO2 	 0.0014729369712805447 	 0.0014729369712805447
18	 21 	 HN2O 	 HON2 	 0.0016515341205903498 	 0.0016515341205903498
18	 9 	 Na2 	 Na2 	 1.918704351133221e-06 	 1.918704351133221e-06
18	 3 	 CHN 	 CNH 	 0.004125961043078071 	 0.004125961043078071
18	 19 	 HO 	 OH 	 9.855697950126977e-06 	 9.855697950126977e-06
18	 18 	 H3N 	 NH3 	 0.0003050218251354812 	 0.0003050218251354812
18	 23 	 HF2 	 HF2 	 0.001179655990141009 	 0.001179655990141009
18	 13 	 O3 	 O3 	 0.0007739431079189318 	 0.0007739431079189318
18	 8 	 HLi 	 LiH 	 4.127673868682361e-06 	 4.127673868682361e-06
18	 1 	 N2 	 N2 	 2.3194727543319184e-06 	 2.3194727543319184e-06
18	 16 	 CH2 	 CH2 	 0.002404691175594924 	 0.002404691175594924
19	 4 	 CO2 	 CO2 	 0.011667672834637108 	 0.011667672834637108
19	 19 	 HO 	 OH 	 9.896861947314882e-06 	 9.896861947314882e-06
19	 24 	 C 	 C 	 2.3519004197871403e-05 	 2.3519004197871403e-05
19	 8 	 HLi 	 LiH 	 4.251224380534777e-06 	 4.251224380534777e-06
19	 6 	 C2H2 	 C2H2 	 0.0001614266798481133 	 0.0001614266798481133
19	 13 	 O3 	 O3 	 0.0008069653116267956 	 0.0008069653116267956
19	 21 	 HN2O 	 HON2 	 0.0016954108857857564 	 0.0016954108857857564
19	 9 	 Na2 	 Na2 	 1.9601683201604007e-06 	 1.9601683201604007e-06
19	 25 	 Li 	 Li 	 1.165014290786623e-06 	 1.165014290786623e-06
19	 22 	 CH4O 	 CH4O 	 7.874462847038621e-05 	 7.874462847038621e-05
19	 20 	 CH 	 CH 	 2.65766023343799e-07 	 2.65766023343799e-07
19	 1 	 N2 	 N2 	 1.8481017663178417e-06 	 1.8481017663178417e-06
19	 3 	 CHN 	 CNH 	 0.0040547674283115415 	 0.0040547674283115415
19	 14 	 N2O 	 N2O 	 0.0016840527206730801 	 0.0016840527206730801
19	 17 	 H2O 	 OH2 	 0.00027363637563787633 	 0.00027363637563787633
19	 16 	 CH2 	 CH2 	 0.0024250911719778494 	 0.0024250911719778494
19	 11 	 NO2 	 NO2 	 0.0015725188127880918 	 0.0015725188127880918
19	 0 	 H2 	 H2 	 1.6799386987236442e-06 	 1.6799386987236442e-06
19	 15 	 CH3 	 CH3 	 1.1629612033325142e-05 	 1.1629612033325142e-05
19	 2 	 FLi 	 LiF 	 0.008274924739419376 	 0.008274924739419376
19	 7 	 CO 	 OC 	 0.0006471301642521349 	 0.0006471301642521349
19	 12 	 HN 	 NH 	 0.0005313519562388639 	 0.0005313519562388639
19	 23 	 HF2 	 HF2 	 0.001216306375538669 	 0.001216306375538669
19	 10 	 NO 	 NO 	 1.6643656527365507e-07 	 1.6643656527365507e-07
19	 5 	 F2 	 F2 	 5.530777180465475e-05 	 5.530777180465475e-05
19	 18 	 H3N 	 NH3 	 0.00031966798344231656 	 0.00031966798344231656
20	 10 	 NO 	 NO 	 1.5693729259926252e-07 	 1.5693729259926252e-07
20	 13 	 O3 	 O3 	 0.0008624506489869064 	 0.0008624506489869064
20	 2 	 FLi 	 LiF 	 0.008260651799215358 	 0.008260651799215358
20	 18 	 H3N 	 NH3 	 0.00031894472669676433 	 0.00031894472669676433
20	 22 	 CH4O 	 CH4O 	 7.948274515582764e-05 	 7.948274515582764e-05
20	 4 	 CO2 	 CO2 	 0.01143027886377935 	 0.01143027886377935
20	 19 	 HO 	 OH 	 9.997271962165546e-06 	 9.997271962165546e-06
20	 12 	 HN 	 NH 	 0.0005360551742839407 	 0.0005360551742839407
20	 17 	 H2O 	 OH2 	 0.0002726102321037156 	 0.0002726102321037156
20	 9 	 Na2 	 Na2 	 2.024846742893245e-06 	 2.024846742893245e-06
20	 0 	 H2 	 H2 	 1.6906642284808456e-06 	 1.6906642284808456e-06
20	 8 	 HLi 	 LiH 	 4.4460280196816205e-06 	 4.4460280196816205e-06
20	 3 	 CHN 	 CNH 	 0.003976671953888221 	 0.003976671953888221
20	 15 	 CH3 	 CH3 	 1.1247392391568176e-05 	 1.1247392391568176e-05
20	 20 	 CH 	 CH 	 2.668794871202807e-07 	 2.668794871202807e-07
20	 1 	 N2 	 N2 	 1.2529011281654875e-06 	 1.2529011281654875e-06
20	 14 	 N2O 	 N2O 	 0.001771492464918076 	 0.001771492464918076
20	 16 	 CH2 	 CH2 	 0.002440935913584245 	 0.002440935913584245
20	 25 	 Li 	 Li 	 1.1661841520243063e-06 	 1.1661841520243063e-06
20	 5 	 F2 	 F2 	 5.896152881693655e-05 	 5.896152881693655e-05
20	 21 	 HN2O 	 HON2 	 0.0017852867531518498 	 0.0017852867531518498
20	 6 	 C2H2 	 C2H2 	 0.00014694514332392808 	 0.00014694514332392808
20	 24 	 C 	 C 	 2.685349188403583e-05 	 2.685349188403583e-05
20	 11 	 NO2 	 NO2 	 0.0016775600673807666 	 0.0016775600673807666
20	 23 	 HF2 	 HF2 	 0.0012469148423084307 	 0.0012469148423084307
20	 7 	 CO 	 OC 	 0.0006294591085108305 	 0.0006294591085108305
21	 19 	 HO 	 OH 	 1.0086470946088843e-05 	 1.0086470946088843e-05
21	 0 	 H2 	 H2 	 1.881052561277628e-06 	 1.881052561277628e-06
21	 4 	 CO2 	 CO2 	 0.011228860808561784 	 0.011228860808561784
21	 20 	 CH 	 CH 	 2.682056547855081e-07 	 2.682056547855081e-07
21	 8 	 HLi 	 LiH 	 4.627366121171286e-06 	 4.627366121171286e-06
21	 24 	 C 	 C 	 2.7524172409069774e-05 	 2.7524172409069774e-05
21	 5 	 F2 	 F2 	 6.157333847120567e-05 	 6.157333847120567e-05
21	 10 	 NO 	 NO 	 1.9056586175960505e-10 	 1.9056586175960505e-10
21	 14 	 N2O 	 N2O 	 0.0018520608064021178 	 0.0018520608064021178
21	 15 	 CH3 	 CH3 	 9.465964117183368e-06 	 9.465964117183368e-06
21	 11 	 NO2 	 NO2 	 0.001752754768662661 	 0.001752754768662661
21	 1 	 N2 	 N2 	 8.49197747493704e-07 	 8.49197747493704e-07
21	 23 	 HF2 	 HF2 	 0.0012711880297781562 	 0.0012711880297781562
21	 13 	 O3 	 O3 	 0.0010176705449418527 	 0.0010176705449418527
21	 3 	 CHN 	 CNH 	 0.00387196352704519 	 0.00387196352704519
21	 2 	 FLi 	 LiF 	 0.008187648922484303 	 0.008187648922484303
21	 17 	 H2O 	 OH2 	 0.00027132399737124117 	 0.00027132399737124117
21	 25 	 Li 	 Li 	 1.1850708924168077e-06 	 1.1850708924168077e-06
21	 18 	 H3N 	 NH3 	 0.0003427450549125501 	 0.0003427450549125501
21	 6 	 C2H2 	 C2H2 	 0.0001386998892117091 	 0.0001386998892117091
21	 12 	 HN 	 NH 	 0.0005687568243577492 	 0.0005687568243577492
21	 22 	 CH4O 	 CH4O 	 8.394945536618583e-05 	 8.394945536618583e-05
21	 9 	 Na2 	 Na2 	 2.137942229897954e-06 	 2.137942229897954e-06
21	 16 	 CH2 	 CH2 	 0.002474267673440026 	 0.002474267673440026
21	 21 	 HN2O 	 HON2 	 0.00187103560276126 	 0.00187103560276126
21	 7 	 CO 	 OC 	 0.000611142195353428 	 0.000611142195353428
22	 17 	 H2O 	 OH2 	 0.00027034549945991485 	 0.00027034549945991485
22	 11 	 NO2 	 NO2 	 0.0017999542846095454 	 0.0017999542846095454
22	 4 	 CO2 	 CO2 	 0.010980255796798132 	 0.010980255796798132
22	 6 	 C2H2 	 C2H2 	 0.00013520306275138956 	 0.00013520306275138956
22	 10 	 NO 	 NO 	 4.4668276474453715e-08 	 4.4668276474453715e-08
22	 20 	 CH 	 CH 	 2.582786501006856e-07 	 2.582786501006856e-07
22	 3 	 CHN 	 CNH 	 0.003806121381146009 	 0.003806121381146009
22	 25 	 Li 	 Li 	 1.4965719919025673e-06 	 1.4965719919025673e-06
22	 23 	 HF2 	 HF2 	 0.0012985641248800376 	 0.0012985641248800376
22	 22 	 CH4O 	 CH4O 	 8.557584987528563e-05 	 8.557584987528563e-05
22	 9 	 Na2 	 Na2 	 2.2065572641800624e-06 	 2.2065572641800624e-06
22	 16 	 CH2 	 CH2 	 0.0024868019287173147 	 0.0024868019287173147
22	 5 	 F2 	 F2 	 6.90322891412743e-05 	 6.90322891412743e-05
22	 7 	 CO 	 OC 	 0.000594860061249028 	 0.000594860061249028
22	 8 	 HLi 	 LiH 	 5.036681872770465e-06 	 5.036681872770465e-06
22	 14 	 N2O 	 N2O 	 0.0020166900314626084 	 0.0020166900314626084
22	 19 	 HO 	 OH 	 1.0093864170838844e-05 	 1.0093864170838844e-05
22	 0 	 H2 	 H2 	 2.092233763701021e-06 	 2.092233763701021e-06
22	 21 	 HN2O 	 HON2 	 0.0019456523063228152 	 0.0019456523063228152
22	 18 	 H3N 	 NH3 	 0.0003513257301433989 	 0.0003513257301433989
22	 2 	 FLi 	 LiF 	 0.008123097681227064 	 0.008123097681227064
22	 1 	 N2 	 N2 	 3.3572866403361395e-07 	 3.3572866403361395e-07
22	 24 	 C 	 C 	 3.1299559165434346e-05 	 3.1299559165434346e-05
22	 15 	 CH3 	 CH3 	 8.344254328159329e-06 	 8.344254328159329e-06
22	 12 	 HN 	 NH 	 0.0005896799024263417 	 0.0005896799024263417
22	 13 	 O3 	 O3 	 0.00116473581070757 	 0.00116473581070757
23	 9 	 Na2 	 Na2 	 2.256657383598982e-06 	 2.256657383598982e-06
23	 24 	 C 	 C 	 3.126191024902282e-05 	 3.126191024902282e-05
23	 18 	 H3N 	 NH3 	 0.00035296142644876345 	 0.00035296142644876345
23	 20 	 CH 	 CH 	 2.5651094287542797e-07 	 2.5651094287542797e-07
23	 25 	 Li 	 Li 	 1.3421463645666217e-06 	 1.3421463645666217e-06
23	 17 	 H2O 	 OH2 	 0.0002667116071971682 	 0.0002667116071971682
23	 15 	 CH3 	 CH3 	 8.117669754865912e-06 	 8.117669754865912e-06
23	 0 	 H2 	 H2 	 2.1451829555151243e-06 	 2.1451829555151243e-06
23	 8 	 HLi 	 LiH 	 4.956797039886558e-06 	 4.956797039886558e-06
23	 4 	 CO2 	 CO2 	 0.01068751314050368 	 0.01068751314050368
23	 3 	 CHN 	 CNH 	 0.003715580117180566 	 0.003715580117180566
23	 10 	 NO 	 NO 	 3.2695628389089546e-07 	 3.2695628389089546e-07
23	 5 	 F2 	 F2 	 7.275970203839355e-05 	 7.275970203839355e-05
23	 19 	 HO 	 OH 	 1.0300264692844003e-05 	 1.0300264692844003e-05
23	 21 	 HN2O 	 HON2 	 0.001994983682336389 	 0.001994983682336389
23	 12 	 HN 	 NH 	 0.0006042383820333355 	 0.0006042383820333355
23	 2 	 FLi 	 LiF 	 0.00807231882990261 	 0.00807231882990261
23	 7 	 CO 	 OC 	 0.0005799091791756445 	 0.0005799091791756445
23	 13 	 O3 	 O3 	 0.0012318782125515506 	 0.0012318782125515506
23	 1 	 N2 	 N2 	 1.4372172770329753e-07 	 1.4372172770329753e-07
23	 6 	 C2H2 	 C2H2 	 0.00012001438163464567 	 0.00012001438163464567
23	 16 	 CH2 	 CH2 	 0.0025000687367502917 	 0.0025000687367502917
23	 22 	 CH4O 	 CH4O 	 8.74423773797976e-05 	 8.74423773797976e-05
23	 14 	 N2O 	 N2O 	 0.002088626389810409 	 0.002088626389810409
23	 11 	 NO2 	 NO2 	 0.0019858780208310625 	 0.0019858780208310625
23	 23 	 HF2 	 HF2 	 0.0013354413516147988 	 0.0013354413516147988
24	 1 	 N2 	 N2 	 1.4119851363715107e-07 	 1.4119851363715107e-07
24	 22 	 CH4O 	 CH4O 	 8.711034740941624e-05 	 8.711034740941624e-05
24	 4 	 CO2 	 CO2 	 0.010617736009518307 	 0.010617736009518307
24	 15 	 CH3 	 CH3 	 8.922954358899642e-06 	 8.922954358899642e-06
24	 5 	 F2 	 F2 	 7.406782347492553e-05 	 7.406782347492553e-05
24	 2 	 FLi 	 LiF 	 0.008078689835350556 	 0.008078689835350556
24	 8 	 HLi 	 LiH 	 4.956591710385357e-06 	 4.956591710385357e-06
24	 21 	 HN2O 	 HON2 	 0.001998597931358144 	 0.001998597931358144
24	 10 	 NO 	 NO 	 4.78737133406594e-07 	 4.78737133406594e-07
24	 13 	 O3 	 O3 	 0.0012704741111947233 	 0.0012704741111947233
24	 0 	 H2 	 H2 	 2.1715576067992796e-06 	 2.1715576067992796e-06
24	 23 	 HF2 	 HF2 	 0.0013451222442361457 	 0.0013451222442361457
24	 12 	 HN 	 NH 	 0.0006006392751716944 	 0.0006006392751716944
24	 20 	 CH 	 CH 	 2.9862752485345556e-07 	 2.9862752485345556e-07
24	 25 	 Li 	 Li 	 2.211331247250624e-06 	 2.211331247250624e-06
24	 9 	 Na2 	 Na2 	 2.529829082356378e-06 	 2.529829082356378e-06
24	 16 	 CH2 	 CH2 	 0.0024977084256876418 	 0.0024977084256876418
24	 17 	 H2O 	 OH2 	 0.00025517040101043773 	 0.00025517040101043773
24	 19 	 HO 	 OH 	 9.704232891574687e-06 	 9.704232891574687e-06
24	 11 	 NO2 	 NO2 	 0.002067813061535724 	 0.002067813061535724
24	 3 	 CHN 	 CNH 	 0.003621657723719862 	 0.003621657723719862
24	 14 	 N2O 	 N2O 	 0.00217316312176954 	 0.00217316312176954
24	 7 	 CO 	 OC 	 0.0005679840616242128 	 0.0005679840616242128
24	 24 	 C 	 C 	 3.2478491594970124e-05 	 3.2478491594970124e-05
24	 18 	 H3N 	 NH3 	 0.0003599964507673415 	 0.0003599964507673415
24	 6 	 C2H2 	 C2H2 	 0.00011429554103056032 	 0.00011429554103056032
25	 1 	 N2 	 N2 	 3.244263709121551e-08 	 3.244263709121551e-08
25	 11 	 NO2 	 NO2 	 0.002090394469667862 	 0.002090394469667862
25	 8 	 HLi 	 LiH 	 4.9376991945490235e-06 	 4.9376991945490235e-06
25	 13 	 O3 	 O3 	 0.001328590319940143 	 0.001328590319940143
25	 20 	 CH 	 CH 	 2.849021973112624e-07 	 2.849021973112624e-07
25	 12 	 HN 	 NH 	 0.0006151057324189972 	 0.0006151057324189972
25	 16 	 CH2 	 CH2 	 0.002513058170615872 	 0.002513058170615872
