#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
291	 19 	 HO 	 OH 	 6.600047917742201e-09 	 6.600047917742201e-09
291	 24 	 C 	 C 	 2.353759446212377e-06 	 2.353759446212377e-06
291	 11 	 NO2 	 NO2 	 0.014150683978453813 	 0.014150683978453813
291	 1 	 N2 	 N2 	 8.670024776181808e-05 	 8.670024776181808e-05
291	 5 	 F2 	 F2 	 0.0003521431278916963 	 0.0003521431278916963
291	 0 	 H2 	 H2 	 5.219940968190982e-06 	 5.219940968190982e-06
291	 7 	 CO 	 OC 	 4.142334549302186e-05 	 4.142334549302186e-05
291	 15 	 CH3 	 CH3 	 0.0005597326612649602 	 0.0005597326612649602
291	 3 	 CHN 	 CNH 	 0.0021488828635910376 	 0.0021488828635910376
291	 13 	 O3 	 O3 	 0.015725291625400106 	 0.015725291625400106
291	 6 	 C2H2 	 C2H2 	 2.1772954238307927 	 2.1772954238307927
291	 25 	 Li 	 Li 	 0.00013019713006827725 	 0.00013019713006827725
291	 8 	 HLi 	 LiH 	 6.476963256481616e-09 	 6.476963256481616e-09
291	 17 	 H2O 	 OH2 	 9.679750995523877e-06 	 9.679750995523877e-06
291	 20 	 CH 	 CH 	 1.6360464029080645e-05 	 1.6360464029080645e-05
291	 4 	 CO2 	 CO2 	 0.0018070103407756325 	 0.0018070103407756325
291	 12 	 HN 	 NH 	 0.0031111470488796064 	 0.0031111470488796064
291	 18 	 H3N 	 NH3 	 0.0009377979628916307 	 0.0009377979628916307
291	 23 	 HF2 	 HF2 	 0.003847021247958873 	 0.003847021247958873
291	 21 	 HN2O 	 HON2 	 0.009548195344113252 	 0.009548195344113252
292	 12 	 HN 	 NH 	 0.003110955510823616 	 0.003110955510823616
292	 2 	 FLi 	 LiF 	 0.0054928449269852865 	 0.0054928449269852865
292	 14 	 N2O 	 N2O 	 0.01140967974384733 	 0.01140967974384733
292	 4 	 CO2 	 CO2 	 0.0018087456213622065 	 0.0018087456213622065
292	 7 	 CO 	 OC 	 4.133879621934536e-05 	 4.133879621934536e-05
292	 25 	 Li 	 Li 	 0.0001315373202427536 	 0.0001315373202427536
292	 18 	 H3N 	 NH3 	 0.0009377807128830493 	 0.0009377807128830493
292	 23 	 HF2 	 HF2 	 0.003847025095393296 	 0.003847025095393296
292	 13 	 O3 	 O3 	 0.01576027845527463 	 0.01576027845527463
292	 1 	 N2 	 N2 	 8.672935675280005e-05 	 8.672935675280005e-05
292	 10 	 NO 	 NO 	 0.0005858808710624028 	 0.0005858808710624028
292	 24 	 C 	 C 	 2.3900411298572524e-06 	 2.3900411298572524e-06
292	 6 	 C2H2 	 C2H2 	 2.3745782738963555 	 2.3745782738963555
292	 15 	 CH3 	 CH3 	 0.0005588546813889699 	 0.0005588546813889699
292	 21 	 HN2O 	 HON2 	 0.009548200030686939 	 0.009548200030686939
292	 20 	 CH 	 CH 	 1.631936013080614e-05 	 1.631936013080614e-05
292	 0 	 H2 	 H2 	 4.7410738383599996e-06 	 4.7410738383599996e-06
292	 16 	 CH2 	 CH2 	 0.006072618290397854 	 0.006072618290397854
292	 17 	 H2O 	 OH2 	 9.373094333455596e-06 	 9.373094333455596e-06
292	 8 	 HLi 	 LiH 	 8.045869604256274e-09 	 8.045869604256274e-09
292	 9 	 Na2 	 Na2 	 9.092066534819823e-06 	 9.092066534819823e-06
292	 11 	 NO2 	 NO2 	 0.014152928768884084 	 0.014152928768884084
292	 3 	 CHN 	 CNH 	 0.0021409222063617965 	 0.0021409222063617965
292	 19 	 HO 	 OH 	 6.183776433595081e-09 	 6.183776433595081e-09
292	 5 	 F2 	 F2 	 0.0003521274826206729 	 0.0003521274826206729
292	 22 	 CH4O 	 CH4O 	 0.00043764079439693847 	 0.00043764079439693847
293	 21 	 HN2O 	 HON2 	 0.00954818337829649 	 0.00954818337829649
293	 3 	 CHN 	 CNH 	 0.002145234432898917 	 0.002145234432898917
293	 14 	 N2O 	 N2O 	 0.011420526958253829 	 0.011420526958253829
293	 4 	 CO2 	 CO2 	 0.0018112239129555764 	 0.0018112239129555764
293	 11 	 NO2 	 NO2 	 0.014151614570783382 	 0.014151614570783382
293	 18 	 H3N 	 NH3 	 0.0009393022845944052 	 0.0009393022845944052
293	 1 	 N2 	 N2 	 8.651747210597837e-05 	 8.651747210597837e-05
293	 8 	 HLi 	 LiH 	 2.3019447392660944e-09 	 2.3019447392660944e-09
293	 9 	 Na2 	 Na2 	 9.076375382835577e-06 	 9.076375382835577e-06
293	 15 	 CH3 	 CH3 	 0.0005593974133178041 	 0.0005593974133178041
293	 2 	 FLi 	 LiF 	 0.005490511020020594 	 0.005490511020020594
293	 0 	 H2 	 H2 	 4.9765782825114e-06 	 4.9765782825114e-06
293	 20 	 CH 	 CH 	 1.631531364777541e-05 	 1.631531364777541e-05
293	 7 	 CO 	 OC 	 4.1566805897433525e-05 	 4.1566805897433525e-05
293	 17 	 H2O 	 OH2 	 9.676776845189471e-06 	 9.676776845189471e-06
293	 23 	 HF2 	 HF2 	 0.0038470292283251293 	 0.0038470292283251293
293	 24 	 C 	 C 	 2.4436446619373803e-06 	 2.4436446619373803e-06
293	 5 	 F2 	 F2 	 0.0003522573026346745 	 0.0003522573026346745
293	 13 	 O3 	 O3 	 0.015759234516726412 	 0.015759234516726412
293	 22 	 CH4O 	 CH4O 	 0.00043764107831171573 	 0.00043764107831171573
293	 25 	 Li 	 Li 	 0.00013662090492703416 	 0.00013662090492703416
293	 6 	 C2H2 	 C2H2 	 1.0598317503668142 	 1.0598317503668142
293	 12 	 HN 	 NH 	 0.0031122412465293 	 0.0031122412465293
293	 10 	 NO 	 NO 	 0.0005854867615853711 	 0.0005854867615853711
293	 19 	 HO 	 OH 	 6.81864722722167e-09 	 6.81864722722167e-09
293	 16 	 CH2 	 CH2 	 0.006070680310948865 	 0.006070680310948865
294	 22 	 CH4O 	 CH4O 	 0.00043764159961307074 	 0.00043764159961307074
294	 10 	 NO 	 NO 	 0.0005856534913951524 	 0.0005856534913951524
294	 0 	 H2 	 H2 	 5.998580110544392e-06 	 5.998580110544392e-06
294	 2 	 FLi 	 LiF 	 0.0054957331811158455 	 0.0054957331811158455
294	 16 	 CH2 	 CH2 	 0.006070749487149858 	 0.006070749487149858
294	 13 	 O3 	 O3 	 0.015762452991687003 	 0.015762452991687003
294	 17 	 H2O 	 OH2 	 9.466139553504773e-06 	 9.466139553504773e-06
294	 5 	 F2 	 F2 	 0.00035206616832966986 	 0.00035206616832966986
294	 21 	 HN2O 	 HON2 	 0.009548190640408028 	 0.009548190640408028
294	 7 	 CO 	 OC 	 4.141775749658481e-05 	 4.141775749658481e-05
294	 25 	 Li 	 Li 	 0.00013163973027303496 	 0.00013163973027303496
294	 3 	 CHN 	 CNH 	 0.0021363580787968806 	 0.0021363580787968806
294	 11 	 NO2 	 NO2 	 0.014151543199546247 	 0.014151543199546247
294	 15 	 CH3 	 CH3 	 0.0005583969307249171 	 0.0005583969307249171
294	 24 	 C 	 C 	 2.4124728781414217e-06 	 2.4124728781414217e-06
294	 20 	 CH 	 CH 	 1.630005201147394e-05 	 1.630005201147394e-05
294	 12 	 HN 	 NH 	 0.003111835833526453 	 0.003111835833526453
294	 18 	 H3N 	 NH3 	 0.0009386293710849652 	 0.0009386293710849652
294	 4 	 CO2 	 CO2 	 0.0018072681094322203 	 0.0018072681094322203
294	 14 	 N2O 	 N2O 	 0.011416082532104473 	 0.011416082532104473
294	 6 	 C2H2 	 C2H2 	 2.372288084973673 	 2.372288084973673
294	 19 	 HO 	 OH 	 3.5421985090824162e-09 	 3.5421985090824162e-09
294	 8 	 HLi 	 LiH 	 3.46989578358906e-09 	 3.46989578358906e-09
294	 23 	 HF2 	 HF2 	 0.0038470213414122227 	 0.0038470213414122227
294	 1 	 N2 	 N2 	 8.552763158009833e-05 	 8.552763158009833e-05
294	 9 	 Na2 	 Na2 	 9.072395573996005e-06 	 9.072395573996005e-06
295	 8 	 HLi 	 LiH 	 2.1281110744855056e-09 	 2.1281110744855056e-09
295	 24 	 C 	 C 	 2.437991193452185e-06 	 2.437991193452185e-06
295	 0 	 H2 	 H2 	 5.7711536692473805e-06 	 5.7711536692473805e-06
295	 3 	 CHN 	 CNH 	 0.0021376638882172672 	 0.0021376638882172672
295	 17 	 H2O 	 OH2 	 9.40370755944049e-06 	 9.40370755944049e-06
295	 1 	 N2 	 N2 	 8.581410102723876e-05 	 8.581410102723876e-05
295	 6 	 C2H2 	 C2H2 	 1.0159494296789486 	 1.0159494296789486
295	 13 	 O3 	 O3 	 0.015726535519926567 	 0.015726535519926567
295	 5 	 F2 	 F2 	 0.00035211577942583227 	 0.00035211577942583227
295	 7 	 CO 	 OC 	 4.143430154295746e-05 	 4.143430154295746e-05
295	 11 	 NO2 	 NO2 	 0.01412965138923613 	 0.01412965138923613
295	 16 	 CH2 	 CH2 	 0.006071978572472968 	 0.006071978572472968
295	 20 	 CH 	 CH 	 1.634994349822188e-05 	 1.634994349822188e-05
295	 19 	 HO 	 OH 	 3.2251699980304333e-09 	 3.2251699980304333e-09
295	 15 	 CH3 	 CH3 	 0.0005591231732198222 	 0.0005591231732198222
295	 12 	 HN 	 NH 	 0.0031121079346051865 	 0.0031121079346051865
295	 9 	 Na2 	 Na2 	 9.081812460040986e-06 	 9.081812460040986e-06
295	 2 	 FLi 	 LiF 	 0.00549020253975505 	 0.00549020253975505
295	 22 	 CH4O 	 CH4O 	 0.000437641581292014 	 0.000437641581292014
295	 14 	 N2O 	 N2O 	 0.011419122995163275 	 0.011419122995163275
295	 18 	 H3N 	 NH3 	 0.0009389795418813951 	 0.0009389795418813951
295	 10 	 NO 	 NO 	 0.0005858024688246626 	 0.0005858024688246626
295	 4 	 CO2 	 CO2 	 0.0018130909098474691 	 0.0018130909098474691
295	 23 	 HF2 	 HF2 	 0.003847021609959498 	 0.003847021609959498
295	 21 	 HN2O 	 HON2 	 0.00954819057477392 	 0.00954819057477392
295	 25 	 Li 	 Li 	 0.0001276176140843019 	 0.0001276176140843019
296	 15 	 CH3 	 CH3 	 0.0005595779438597525 	 0.0005595779438597525
296	 21 	 HN2O 	 HON2 	 0.00954819581347515 	 0.00954819581347515
296	 8 	 HLi 	 LiH 	 3.898113314353519e-09 	 3.898113314353519e-09
296	 9 	 Na2 	 Na2 	 9.094651280118026e-06 	 9.094651280118026e-06
296	 5 	 F2 	 F2 	 0.0003520380387284614 	 0.0003520380387284614
296	 13 	 O3 	 O3 	 0.015724866527826595 	 0.015724866527826595
296	 2 	 FLi 	 LiF 	 0.0054912595507542235 	 0.0054912595507542235
296	 1 	 N2 	 N2 	 8.460601941045508e-05 	 8.460601941045508e-05
296	 22 	 CH4O 	 CH4O 	 0.0004376407296726277 	 0.0004376407296726277
296	 12 	 HN 	 NH 	 0.003112031979079955 	 0.003112031979079955
296	 4 	 CO2 	 CO2 	 0.001810243372489322 	 0.001810243372489322
296	 17 	 H2O 	 OH2 	 9.652441102431476e-06 	 9.652441102431476e-06
296	 0 	 H2 	 H2 	 5.222569624943208e-06 	 5.222569624943208e-06
296	 19 	 HO 	 OH 	 3.899165770900521e-09 	 3.899165770900521e-09
296	 24 	 C 	 C 	 2.3953359266069968e-06 	 2.3953359266069968e-06
296	 23 	 HF2 	 HF2 	 0.00384702554050845 	 0.00384702554050845
296	 11 	 NO2 	 NO2 	 0.01415416346959677 	 0.01415416346959677
296	 10 	 NO 	 NO 	 0.0005856399279096362 	 0.0005856399279096362
296	 7 	 CO 	 OC 	 4.1720491168151554e-05 	 4.1720491168151554e-05
296	 16 	 CH2 	 CH2 	 0.006072793734764776 	 0.006072793734764776
296	 25 	 Li 	 Li 	 0.00012641916150604474 	 0.00012641916150604474
296	 18 	 H3N 	 NH3 	 0.0009388357989469592 	 0.0009388357989469592
296	 14 	 N2O 	 N2O 	 0.011416919786124899 	 0.011416919786124899
296	 3 	 CHN 	 CNH 	 0.0021480179443639923 	 0.0021480179443639923
296	 6 	 C2H2 	 C2H2 	 1.6104722955256119 	 1.6104722955256119
296	 20 	 CH 	 CH 	 1.6333606283582598e-05 	 1.6333606283582598e-05
297	 11 	 NO2 	 NO2 	 0.014149815264364301 	 0.014149815264364301
297	 4 	 CO2 	 CO2 	 0.0018083990272530087 	 0.0018083990272530087
297	 10 	 NO 	 NO 	 0.0005855387751638847 	 0.0005855387751638847
297	 6 	 C2H2 	 C2H2 	 1.5750634082729822 	 1.5750634082729822
297	 14 	 N2O 	 N2O 	 0.011417327265294047 	 0.011417327265294047
297	 18 	 H3N 	 NH3 	 0.0009377619036786287 	 0.0009377619036786287
297	 12 	 HN 	 NH 	 0.0031126070236299416 	 0.0031126070236299416
297	 1 	 N2 	 N2 	 8.52228710035755e-05 	 8.52228710035755e-05
297	 8 	 HLi 	 LiH 	 2.212524871952293e-09 	 2.212524871952293e-09
297	 0 	 H2 	 H2 	 4.729153680849619e-06 	 4.729153680849619e-06
297	 5 	 F2 	 F2 	 0.0003520814404198946 	 0.0003520814404198946
297	 15 	 CH3 	 CH3 	 0.0005589632396406764 	 0.0005589632396406764
297	 24 	 C 	 C 	 2.4073142379121915e-06 	 2.4073142379121915e-06
297	 3 	 CHN 	 CNH 	 0.0021720107736462836 	 0.0021720107736462836
297	 2 	 FLi 	 LiF 	 0.005492502305180487 	 0.005492502305180487
297	 25 	 Li 	 Li 	 0.00013286946566444692 	 0.00013286946566444692
297	 9 	 Na2 	 Na2 	 9.068729144682256e-06 	 9.068729144682256e-06
297	 22 	 CH4O 	 CH4O 	 0.0004376416542825213 	 0.0004376416542825213
297	 17 	 H2O 	 OH2 	 9.479530920846138e-06 	 9.479530920846138e-06
297	 19 	 HO 	 OH 	 7.065963866555031e-09 	 7.065963866555031e-09
297	 7 	 CO 	 OC 	 4.17518122671505e-05 	 4.17518122671505e-05
297	 23 	 HF2 	 HF2 	 0.0038470235216963066 	 0.0038470235216963066
297	 21 	 HN2O 	 HON2 	 0.009548180119576876 	 0.009548180119576876
297	 20 	 CH 	 CH 	 1.638241550925406e-05 	 1.638241550925406e-05
297	 13 	 O3 	 O3 	 0.015725037563543962 	 0.015725037563543962
297	 16 	 CH2 	 CH2 	 0.0060705823980596275 	 0.0060705823980596275
298	 7 	 CO 	 OC 	 4.144061337684411e-05 	 4.144061337684411e-05
298	 0 	 H2 	 H2 	 4.804118980224396e-06 	 4.804118980224396e-06
298	 18 	 H3N 	 NH3 	 0.0009380776613644261 	 0.0009380776613644261
298	 4 	 CO2 	 CO2 	 0.0018105414438982005 	 0.0018105414438982005
298	 9 	 Na2 	 Na2 	 9.09442057275393e-06 	 9.09442057275393e-06
298	 16 	 CH2 	 CH2 	 0.0060715198196702735 	 0.0060715198196702735
298	 6 	 C2H2 	 C2H2 	 2.787335805242918 	 2.787335805242918
298	 19 	 HO 	 OH 	 7.157154120354297e-09 	 7.157154120354297e-09
298	 3 	 CHN 	 CNH 	 0.002157158865508356 	 0.002157158865508356
298	 8 	 HLi 	 LiH 	 8.498491051428549e-09 	 8.498491051428549e-09
298	 24 	 C 	 C 	 2.470670616769553e-06 	 2.470670616769553e-06
298	 15 	 CH3 	 CH3 	 0.0005592050857464076 	 0.0005592050857464076
298	 5 	 F2 	 F2 	 0.00035207379278501884 	 0.00035207379278501884
298	 12 	 HN 	 NH 	 0.003112039204221274 	 0.003112039204221274
298	 17 	 H2O 	 OH2 	 9.681723900035123e-06 	 9.681723900035123e-06
298	 21 	 HN2O 	 HON2 	 0.009548161154602611 	 0.009548161154602611
298	 25 	 Li 	 Li 	 0.00013402036077321528 	 0.00013402036077321528
298	 22 	 CH4O 	 CH4O 	 0.0004376403841022961 	 0.0004376403841022961
298	 14 	 N2O 	 N2O 	 0.011417886393998997 	 0.011417886393998997
298	 20 	 CH 	 CH 	 1.6324103322008655e-05 	 1.6324103322008655e-05
298	 23 	 HF2 	 HF2 	 0.0038470228554543045 	 0.0038470228554543045
298	 13 	 O3 	 O3 	 0.015761909536643134 	 0.015761909536643134
298	 1 	 N2 	 N2 	 8.674777941875839e-05 	 8.674777941875839e-05
298	 11 	 NO2 	 NO2 	 0.014152286195185569 	 0.014152286195185569
298	 10 	 NO 	 NO 	 0.0005846676925328524 	 0.0005846676925328524
298	 2 	 FLi 	 LiF 	 0.00550288383181317 	 0.00550288383181317
299	 9 	 Na2 	 Na2 	 9.069230749058865e-06 	 9.069230749058865e-06
299	 6 	 C2H2 	 C2H2 	 2.5057363093497798 	 2.5057363093497798
299	 1 	 N2 	 N2 	 8.645953988598506e-05 	 8.645953988598506e-05
299	 11 	 NO2 	 NO2 	 0.014152120870809295 	 0.014152120870809295
299	 2 	 FLi 	 LiF 	 0.0054909826288130235 	 0.0054909826288130235
299	 7 	 CO 	 OC 	 4.136187529554258e-05 	 4.136187529554258e-05
299	 5 	 F2 	 F2 	 0.00035215548655115504 	 0.00035215548655115504
299	 3 	 CHN 	 CNH 	 0.00214560872010783 	 0.00214560872010783
299	 0 	 H2 	 H2 	 4.772791622488359e-06 	 4.772791622488359e-06
299	 25 	 Li 	 Li 	 0.0001328899404558833 	 0.0001328899404558833
299	 23 	 HF2 	 HF2 	 0.0038470288898510103 	 0.0038470288898510103
299	 13 	 O3 	 O3 	 0.01576166633641673 	 0.01576166633641673
299	 21 	 HN2O 	 HON2 	 0.009548169543729243 	 0.009548169543729243
299	 24 	 C 	 C 	 2.4350670558102063e-06 	 2.4350670558102063e-06
299	 8 	 HLi 	 LiH 	 3.152317692101906e-09 	 3.152317692101906e-09
299	 16 	 CH2 	 CH2 	 0.006070198599288747 	 0.006070198599288747
299	 14 	 N2O 	 N2O 	 0.01141653632883604 	 0.01141653632883604
299	 10 	 NO 	 NO 	 0.000585670294463147 	 0.000585670294463147
299	 22 	 CH4O 	 CH4O 	 0.0004376389872926523 	 0.0004376389872926523
299	 12 	 HN 	 NH 	 0.0031116682964195336 	 0.0031116682964195336
299	 15 	 CH3 	 CH3 	 0.0005591266507798498 	 0.0005591266507798498
299	 4 	 CO2 	 CO2 	 0.0018075650049541431 	 0.0018075650049541431
299	 17 	 H2O 	 OH2 	 9.438853196336491e-06 	 9.438853196336491e-06
299	 19 	 HO 	 OH 	 3.3569541230209192e-09 	 3.3569541230209192e-09
299	 18 	 H3N 	 NH3 	 0.0009391200412756959 	 0.0009391200412756959
299	 20 	 CH 	 CH 	 1.6351274810477536e-05 	 1.6351274810477536e-05
300	 22 	 CH4O 	 CH4O 	 0.0004376385945703868 	 0.0004376385945703868
300	 20 	 CH 	 CH 	 1.627745453094359e-05 	 1.627745453094359e-05
300	 7 	 CO 	 OC 	 4.14207353081392e-05 	 4.14207353081392e-05
300	 17 	 H2O 	 OH2 	 9.424233474917833e-06 	 9.424233474917833e-06
300	 11 	 NO2 	 NO2 	 0.014129134818071699 	 0.014129134818071699
300	 23 	 HF2 	 HF2 	 0.0038470309623765513 	 0.0038470309623765513
300	 0 	 H2 	 H2 	 5.065646088911835e-06 	 5.065646088911835e-06
300	 21 	 HN2O 	 HON2 	 0.009548154711756485 	 0.009548154711756485
300	 3 	 CHN 	 CNH 	 0.0021434663423436275 	 0.0021434663423436275
300	 8 	 HLi 	 LiH 	 3.482807482186159e-09 	 3.482807482186159e-09
300	 14 	 N2O 	 N2O 	 0.01141587371196214 	 0.01141587371196214
300	 13 	 O3 	 O3 	 0.015762717963554364 	 0.015762717963554364
300	 1 	 N2 	 N2 	 8.671457865502672e-05 	 8.671457865502672e-05
300	 2 	 FLi 	 LiF 	 0.005484242818799974 	 0.005484242818799974
300	 4 	 CO2 	 CO2 	 0.0018115459455524806 	 0.0018115459455524806
300	 6 	 C2H2 	 C2H2 	 2.370191300642548 	 2.370191300642548
300	 15 	 CH3 	 CH3 	 0.0005585512058644826 	 0.0005585512058644826
300	 5 	 F2 	 F2 	 0.00035212369251758313 	 0.00035212369251758313
300	 18 	 H3N 	 NH3 	 0.0009392163576355785 	 0.0009392163576355785
300	 9 	 Na2 	 Na2 	 9.08606241807881e-06 	 9.08606241807881e-06
300	 19 	 HO 	 OH 	 6.481975610923817e-09 	 6.481975610923817e-09
300	 10 	 NO 	 NO 	 0.0005858072609547299 	 0.0005858072609547299
300	 24 	 C 	 C 	 2.365253450421647e-06 	 2.365253450421647e-06
300	 16 	 CH2 	 CH2 	 0.00606961389301519 	 0.00606961389301519
300	 12 	 HN 	 NH 	 0.0031124807746092573 	 0.0031124807746092573
300	 25 	 Li 	 Li 	 0.00012988814619626136 	 0.00012988814619626136
301	 5 	 F2 	 F2 	 0.0003522403807697619 	 0.0003522403807697619
301	 20 	 CH 	 CH 	 1.634027080850672e-05 	 1.634027080850672e-05
301	 11 	 NO2 	 NO2 	 0.014153281223643366 	 0.014153281223643366
301	 8 	 HLi 	 LiH 	 7.548110382092534e-09 	 7.548110382092534e-09
301	 17 	 H2O 	 OH2 	 9.464296842941779e-06 	 9.464296842941779e-06
301	 14 	 N2O 	 N2O 	 0.01140905247052075 	 0.01140905247052075
301	 24 	 C 	 C 	 2.448925647918692e-06 	 2.448925647918692e-06
301	 22 	 CH4O 	 CH4O 	 0.00043763867392618543 	 0.00043763867392618543
301	 1 	 N2 	 N2 	 8.657939404791822e-05 	 8.657939404791822e-05
301	 10 	 NO 	 NO 	 0.0005856533294094675 	 0.0005856533294094675
301	 7 	 CO 	 OC 	 4.128309217777734e-05 	 4.128309217777734e-05
301	 12 	 HN 	 NH 	 0.0031120900648354387 	 0.0031120900648354387
301	 9 	 Na2 	 Na2 	 9.063681692658257e-06 	 9.063681692658257e-06
301	 19 	 HO 	 OH 	 5.900345437115598e-09 	 5.900345437115598e-09
301	 25 	 Li 	 Li 	 0.00012861408469854726 	 0.00012861408469854726
301	 23 	 HF2 	 HF2 	 0.003847027863737118 	 0.003847027863737118
301	 4 	 CO2 	 CO2 	 0.001809463124036955 	 0.001809463124036955
301	 2 	 FLi 	 LiF 	 0.005487011024310174 	 0.005487011024310174
301	 0 	 H2 	 H2 	 5.334251310348327e-06 	 5.334251310348327e-06
301	 6 	 C2H2 	 C2H2 	 1.0411532073363539 	 1.0411532073363539
301	 21 	 HN2O 	 HON2 	 0.009548149018949913 	 0.009548149018949913
301	 13 	 O3 	 O3 	 0.015761444418363364 	 0.015761444418363364
301	 16 	 CH2 	 CH2 	 0.00607119419568329 	 0.00607119419568329
301	 18 	 H3N 	 NH3 	 0.0009383831255027396 	 0.0009383831255027396
301	 15 	 CH3 	 CH3 	 0.0005590114335745309 	 0.0005590114335745309
301	 3 	 CHN 	 CNH 	 0.0021423796013523896 	 0.0021423796013523896
302	 23 	 HF2 	 HF2 	 0.0038470238697670845 	 0.0038470238697670845
302	 19 	 HO 	 OH 	 7.003972856419163e-09 	 7.003972856419163e-09
302	 12 	 HN 	 NH 	 0.0031120223025323016 	 0.0031120223025323016
302	 3 	 CHN 	 CNH 	 0.0021625475446804955 	 0.0021625475446804955
302	 11 	 NO2 	 NO2 	 0.01415492964058908 	 0.01415492964058908
302	 13 	 O3 	 O3 	 0.015762187104264754 	 0.015762187104264754
302	 24 	 C 	 C 	 2.3799411718178105e-06 	 2.3799411718178105e-06
302	 15 	 CH3 	 CH3 	 0.0005598461926322198 	 0.0005598461926322198
302	 25 	 Li 	 Li 	 0.0001274973314300172 	 0.0001274973314300172
302	 10 	 NO 	 NO 	 0.0005857806942894817 	 0.0005857806942894817
302	 1 	 N2 	 N2 	 8.669979555851905e-05 	 8.669979555851905e-05
302	 22 	 CH4O 	 CH4O 	 0.0004376383932300373 	 0.0004376383932300373
302	 16 	 CH2 	 CH2 	 0.006070561682415049 	 0.006070561682415049
302	 7 	 CO 	 OC 	 4.154764589799903e-05 	 4.154764589799903e-05
302	 17 	 H2O 	 OH2 	 9.765224821607317e-06 	 9.765224821607317e-06
302	 2 	 FLi 	 LiF 	 0.005488480838390653 	 0.005488480838390653
302	 5 	 F2 	 F2 	 0.00035217472466661786 	 0.00035217472466661786
302	 6 	 C2H2 	 C2H2 	 2.2828985826919945 	 2.2828985826919945
302	 21 	 HN2O 	 HON2 	 0.009548138362197003 	 0.009548138362197003
302	 0 	 H2 	 H2 	 5.020123966821582e-06 	 5.020123966821582e-06
302	 9 	 Na2 	 Na2 	 9.07937246331174e-06 	 9.07937246331174e-06
302	 4 	 CO2 	 CO2 	 0.0018100143673424468 	 0.0018100143673424468
302	 20 	 CH 	 CH 	 1.6330535549494174e-05 	 1.6330535549494174e-05
302	 8 	 HLi 	 LiH 	 6.475511811685351e-09 	 6.475511811685351e-09
302	 18 	 H3N 	 NH3 	 0.000938219000450777 	 0.000938219000450777
302	 14 	 N2O 	 N2O 	 0.011405926947271548 	 0.011405926947271548
303	 11 	 NO2 	 NO2 	 0.014152455117279819 	 0.014152455117279819
303	 1 	 N2 	 N2 	 8.652925329569202e-05 	 8.652925329569202e-05
303	 5 	 F2 	 F2 	 0.00035205121343477266 	 0.00035205121343477266
303	 21 	 HN2O 	 HON2 	 0.009548154027241773 	 0.009548154027241773
303	 14 	 N2O 	 N2O 	 0.011417386936430837 	 0.011417386936430837
303	 19 	 HO 	 OH 	 3.5741561966071053e-09 	 3.5741561966071053e-09
303	 17 	 H2O 	 OH2 	 9.435972595041415e-06 	 9.435972595041415e-06
303	 23 	 HF2 	 HF2 	 0.003847023266833882 	 0.003847023266833882
303	 22 	 CH4O 	 CH4O 	 0.00043763688886868464 	 0.00043763688886868464
303	 13 	 O3 	 O3 	 0.015760524387061433 	 0.015760524387061433
303	 15 	 CH3 	 CH3 	 0.0005586111399480438 	 0.0005586111399480438
303	 0 	 H2 	 H2 	 5.7016962301674305e-06 	 5.7016962301674305e-06
303	 6 	 C2H2 	 C2H2 	 1.0238794157716389 	 1.0238794157716389
303	 20 	 CH 	 CH 	 1.6361589031924807e-05 	 1.6361589031924807e-05
303	 24 	 C 	 C 	 2.381589074121214e-06 	 2.381589074121214e-06
303	 9 	 Na2 	 Na2 	 9.093217521634054e-06 	 9.093217521634054e-06
303	 12 	 HN 	 NH 	 0.0031118194861649486 	 0.0031118194861649486
303	 2 	 FLi 	 LiF 	 0.005488139197656816 	 0.005488139197656816
303	 8 	 HLi 	 LiH 	 5.2046530469479454e-09 	 5.2046530469479454e-09
303	 18 	 H3N 	 NH3 	 0.0009382847027532092 	 0.0009382847027532092
303	 16 	 CH2 	 CH2 	 0.0060708949462102 	 0.0060708949462102
303	 10 	 NO 	 NO 	 0.0005848662894332284 	 0.0005848662894332284
303	 4 	 CO2 	 CO2 	 0.0018147583406810189 	 0.0018147583406810189
303	 25 	 Li 	 Li 	 0.00013420255594965067 	 0.00013420255594965067
303	 7 	 CO 	 OC 	 4.128604232378533e-05 	 4.128604232378533e-05
303	 3 	 CHN 	 CNH 	 0.002157428575655292 	 0.002157428575655292
304	 12 	 HN 	 NH 	 0.003111845957501734 	 0.003111845957501734
304	 17 	 H2O 	 OH2 	 9.446230197682965e-06 	 9.446230197682965e-06
304	 21 	 HN2O 	 HON2 	 0.009548145529696657 	 0.009548145529696657
