#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
277	 1 	 N2 	 N2 	 8.666446964436492e-05 	 8.666446964436492e-05
278	 1 	 N2 	 N2 	 8.633416998939775e-05 	 8.633416998939775e-05
278	 16 	 CH2 	 CH2 	 0.006072327847370658 	 0.006072327847370658
278	 23 	 HF2 	 HF2 	 0.003847019302436078 	 0.003847019302436078
278	 19 	 HO 	 OH 	 6.916433576409221e-09 	 6.916433576409221e-09
278	 2 	 FLi 	 LiF 	 0.005492246539218949 	 0.005492246539218949
278	 4 	 CO2 	 CO2 	 0.001807915517875501 	 0.001807915517875501
278	 10 	 NO 	 NO 	 0.0005846401723110087 	 0.0005846401723110087
278	 5 	 F2 	 F2 	 0.0003520546865006874 	 0.0003520546865006874
278	 25 	 Li 	 Li 	 0.0001348205588686804 	 0.0001348205588686804
278	 9 	 Na2 	 Na2 	 9.082754814397416e-06 	 9.082754814397416e-06
278	 17 	 H2O 	 OH2 	 9.706433005308428e-06 	 9.706433005308428e-06
278	 18 	 H3N 	 NH3 	 0.0009377018212892775 	 0.0009377018212892775
278	 14 	 N2O 	 N2O 	 0.011420068390991281 	 0.011420068390991281
278	 15 	 CH3 	 CH3 	 0.0005597799722645454 	 0.0005597799722645454
278	 8 	 HLi 	 LiH 	 7.113669883620107e-09 	 7.113669883620107e-09
278	 3 	 CHN 	 CNH 	 0.0021394696410133454 	 0.0021394696410133454
278	 12 	 HN 	 NH 	 0.003111755458451012 	 0.003111755458451012
278	 21 	 HN2O 	 HON2 	 0.009548260860196141 	 0.009548260860196141
278	 7 	 CO 	 OC 	 4.128509565419385e-05 	 4.128509565419385e-05
278	 13 	 O3 	 O3 	 0.015762988137529355 	 0.015762988137529355
278	 0 	 H2 	 H2 	 5.74333599987633e-06 	 5.74333599987633e-06
278	 11 	 NO2 	 NO2 	 0.01415335283895457 	 0.01415335283895457
278	 24 	 C 	 C 	 2.4540490892460713e-06 	 2.4540490892460713e-06
278	 20 	 CH 	 CH 	 1.6364126105237934e-05 	 1.6364126105237934e-05
278	 22 	 CH4O 	 CH4O 	 0.000437646298208147 	 0.000437646298208147
278	 6 	 C2H2 	 C2H2 	 2.3896562199629043 	 2.3896562199629043
279	 2 	 FLi 	 LiF 	 0.005497486860486446 	 0.005497486860486446
279	 3 	 CHN 	 CNH 	 0.002164984063816508 	 0.002164984063816508
279	 0 	 H2 	 H2 	 5.472612407487741e-06 	 5.472612407487741e-06
279	 7 	 CO 	 OC 	 4.144232124815322e-05 	 4.144232124815322e-05
279	 5 	 F2 	 F2 	 0.0003521356135636375 	 0.0003521356135636375
279	 17 	 H2O 	 OH2 	 9.744457919893155e-06 	 9.744457919893155e-06
279	 1 	 N2 	 N2 	 8.666326671517999e-05 	 8.666326671517999e-05
279	 18 	 H3N 	 NH3 	 0.0009389152387683612 	 0.0009389152387683612
279	 4 	 CO2 	 CO2 	 0.0018067351746097488 	 0.0018067351746097488
279	 19 	 HO 	 OH 	 6.796145241308776e-09 	 6.796145241308776e-09
279	 22 	 CH4O 	 CH4O 	 0.0004376451081588444 	 0.0004376451081588444
279	 12 	 HN 	 NH 	 0.003111966714951861 	 0.003111966714951861
279	 10 	 NO 	 NO 	 0.0005857541299311489 	 0.0005857541299311489
279	 8 	 HLi 	 LiH 	 2.726140401804647e-09 	 2.726140401804647e-09
279	 23 	 HF2 	 HF2 	 0.0038470210336259392 	 0.0038470210336259392
279	 13 	 O3 	 O3 	 0.015762440586230785 	 0.015762440586230785
279	 11 	 NO2 	 NO2 	 0.014154334617121248 	 0.014154334617121248
279	 24 	 C 	 C 	 2.4527508042304094e-06 	 2.4527508042304094e-06
279	 20 	 CH 	 CH 	 1.6287953784873657e-05 	 1.6287953784873657e-05
279	 6 	 C2H2 	 C2H2 	 2.456959523421259 	 2.456959523421259
279	 15 	 CH3 	 CH3 	 0.000558806356577844 	 0.000558806356577844
279	 21 	 HN2O 	 HON2 	 0.009548241393937716 	 0.009548241393937716
279	 14 	 N2O 	 N2O 	 0.011415575867316985 	 0.011415575867316985
279	 25 	 Li 	 Li 	 0.00012655369712391364 	 0.00012655369712391364
279	 16 	 CH2 	 CH2 	 0.0060713240948832405 	 0.0060713240948832405
279	 9 	 Na2 	 Na2 	 9.06558525198173e-06 	 9.06558525198173e-06
280	 18 	 H3N 	 NH3 	 0.0009390540679861147 	 0.0009390540679861147
280	 22 	 CH4O 	 CH4O 	 0.00043764450352280543 	 0.00043764450352280543
280	 16 	 CH2 	 CH2 	 0.006070234073262827 	 0.006070234073262827
280	 11 	 NO2 	 NO2 	 0.014131156945402781 	 0.014131156945402781
280	 12 	 HN 	 NH 	 0.003111666629642966 	 0.003111666629642966
280	 4 	 CO2 	 CO2 	 0.0018099147414833538 	 0.0018099147414833538
280	 7 	 CO 	 OC 	 4.138932921889097e-05 	 4.138932921889097e-05
280	 1 	 N2 	 N2 	 8.605609881744396e-05 	 8.605609881744396e-05
280	 20 	 CH 	 CH 	 1.630438904965506e-05 	 1.630438904965506e-05
280	 9 	 Na2 	 Na2 	 9.074339979120728e-06 	 9.074339979120728e-06
280	 25 	 Li 	 Li 	 0.00012786217872662683 	 0.00012786217872662683
280	 19 	 HO 	 OH 	 6.721383953682792e-09 	 6.721383953682792e-09
280	 2 	 FLi 	 LiF 	 0.005485512924776423 	 0.005485512924776423
280	 23 	 HF2 	 HF2 	 0.0038470205727107274 	 0.0038470205727107274
280	 24 	 C 	 C 	 2.3766386123787323e-06 	 2.3766386123787323e-06
280	 8 	 HLi 	 LiH 	 4.46576876848136e-09 	 4.46576876848136e-09
280	 10 	 NO 	 NO 	 0.0005856925998363425 	 0.0005856925998363425
280	 5 	 F2 	 F2 	 0.00035214151480000085 	 0.00035214151480000085
280	 17 	 H2O 	 OH2 	 9.423402262916807e-06 	 9.423402262916807e-06
280	 3 	 CHN 	 CNH 	 0.002133826275094299 	 0.002133826275094299
280	 0 	 H2 	 H2 	 4.711659574820784e-06 	 4.711659574820784e-06
280	 21 	 HN2O 	 HON2 	 0.009548232545797992 	 0.009548232545797992
280	 13 	 O3 	 O3 	 0.01576176046774925 	 0.01576176046774925
280	 6 	 C2H2 	 C2H2 	 2.7680714027096998 	 2.7680714027096998
280	 14 	 N2O 	 N2O 	 0.011406229984003848 	 0.011406229984003848
280	 15 	 CH3 	 CH3 	 0.0005590356293440047 	 0.0005590356293440047
281	 23 	 HF2 	 HF2 	 0.003847020651461998 	 0.003847020651461998
281	 5 	 F2 	 F2 	 0.00035212846042628103 	 0.00035212846042628103
281	 11 	 NO2 	 NO2 	 0.014152478989043444 	 0.014152478989043444
281	 17 	 H2O 	 OH2 	 9.45473263082438e-06 	 9.45473263082438e-06
281	 8 	 HLi 	 LiH 	 6.2433481111240094e-09 	 6.2433481111240094e-09
281	 24 	 C 	 C 	 2.404753332380389e-06 	 2.404753332380389e-06
281	 16 	 CH2 	 CH2 	 0.006071130797343473 	 0.006071130797343473
281	 19 	 HO 	 OH 	 6.716749784099915e-09 	 6.716749784099915e-09
281	 22 	 CH4O 	 CH4O 	 0.0004376460327668228 	 0.0004376460327668228
281	 1 	 N2 	 N2 	 8.537089868436772e-05 	 8.537089868436772e-05
281	 15 	 CH3 	 CH3 	 0.0005591359120676458 	 0.0005591359120676458
281	 0 	 H2 	 H2 	 4.757010707764747e-06 	 4.757010707764747e-06
281	 3 	 CHN 	 CNH 	 0.0021486962508984017 	 0.0021486962508984017
281	 18 	 H3N 	 NH3 	 0.0009397246776285924 	 0.0009397246776285924
281	 13 	 O3 	 O3 	 0.015762125941833214 	 0.015762125941833214
281	 12 	 HN 	 NH 	 0.0031113884213854882 	 0.0031113884213854882
281	 25 	 Li 	 Li 	 0.0001265199368018158 	 0.0001265199368018158
281	 14 	 N2O 	 N2O 	 0.011416947274461608 	 0.011416947274461608
281	 6 	 C2H2 	 C2H2 	 1.1918568464992105 	 1.1918568464992105
281	 4 	 CO2 	 CO2 	 0.0018074167297015575 	 0.0018074167297015575
281	 9 	 Na2 	 Na2 	 9.084262893355407e-06 	 9.084262893355407e-06
281	 10 	 NO 	 NO 	 0.0005857496748318087 	 0.0005857496748318087
281	 7 	 CO 	 OC 	 4.145536838148993e-05 	 4.145536838148993e-05
281	 20 	 CH 	 CH 	 1.6351012271721382e-05 	 1.6351012271721382e-05
281	 21 	 HN2O 	 HON2 	 0.009548214909127344 	 0.009548214909127344
281	 2 	 FLi 	 LiF 	 0.005488504050727112 	 0.005488504050727112
282	 21 	 HN2O 	 HON2 	 0.009548222997592708 	 0.009548222997592708
282	 20 	 CH 	 CH 	 1.630475712500512e-05 	 1.630475712500512e-05
282	 17 	 H2O 	 OH2 	 9.715295558776573e-06 	 9.715295558776573e-06
282	 8 	 HLi 	 LiH 	 3.797789162869828e-09 	 3.797789162869828e-09
282	 3 	 CHN 	 CNH 	 0.0021618223068738105 	 0.0021618223068738105
282	 13 	 O3 	 O3 	 0.015760071859259782 	 0.015760071859259782
282	 4 	 CO2 	 CO2 	 0.0018101509676014533 	 0.0018101509676014533
282	 15 	 CH3 	 CH3 	 0.0005590268029260468 	 0.0005590268029260468
282	 6 	 C2H2 	 C2H2 	 1.6637817707049585 	 1.6637817707049585
282	 10 	 NO 	 NO 	 0.0005858651392385944 	 0.0005858651392385944
282	 25 	 Li 	 Li 	 0.00012687944158402742 	 0.00012687944158402742
282	 9 	 Na2 	 Na2 	 9.083686830839874e-06 	 9.083686830839874e-06
282	 16 	 CH2 	 CH2 	 0.006070119301237937 	 0.006070119301237937
282	 23 	 HF2 	 HF2 	 0.0038470224366602495 	 0.0038470224366602495
282	 5 	 F2 	 F2 	 0.0003522431126549965 	 0.0003522431126549965
282	 11 	 NO2 	 NO2 	 0.014152592039051523 	 0.014152592039051523
282	 18 	 H3N 	 NH3 	 0.0009388259563575316 	 0.0009388259563575316
282	 1 	 N2 	 N2 	 8.59863084726232e-05 	 8.59863084726232e-05
282	 19 	 HO 	 OH 	 3.7132324425748136e-09 	 3.7132324425748136e-09
282	 22 	 CH4O 	 CH4O 	 0.0004376430670347297 	 0.0004376430670347297
282	 14 	 N2O 	 N2O 	 0.011418754224633012 	 0.011418754224633012
282	 2 	 FLi 	 LiF 	 0.005493971417282672 	 0.005493971417282672
282	 12 	 HN 	 NH 	 0.0031115205578596235 	 0.0031115205578596235
282	 24 	 C 	 C 	 2.3869040940443326e-06 	 2.3869040940443326e-06
282	 7 	 CO 	 OC 	 4.143617991280722e-05 	 4.143617991280722e-05
282	 0 	 H2 	 H2 	 5.4602297634498765e-06 	 5.4602297634498765e-06
283	 14 	 N2O 	 N2O 	 0.011417302695684098 	 0.011417302695684098
283	 0 	 H2 	 H2 	 5.119436997565684e-06 	 5.119436997565684e-06
283	 6 	 C2H2 	 C2H2 	 1.435598680951292 	 1.435598680951292
283	 23 	 HF2 	 HF2 	 0.003847016206872203 	 0.003847016206872203
283	 15 	 CH3 	 CH3 	 0.0005599120319588789 	 0.0005599120319588789
283	 9 	 Na2 	 Na2 	 9.065263439760483e-06 	 9.065263439760483e-06
283	 21 	 HN2O 	 HON2 	 0.009548206634213612 	 0.009548206634213612
283	 11 	 NO2 	 NO2 	 0.014152435908920487 	 0.014152435908920487
283	 24 	 C 	 C 	 2.4543047644538105e-06 	 2.4543047644538105e-06
283	 8 	 HLi 	 LiH 	 2.2041345054386944e-09 	 2.2041345054386944e-09
283	 18 	 H3N 	 NH3 	 0.000939104209676294 	 0.000939104209676294
283	 12 	 HN 	 NH 	 0.0031123060475400453 	 0.0031123060475400453
283	 22 	 CH4O 	 CH4O 	 0.0004376436155595318 	 0.0004376436155595318
283	 4 	 CO2 	 CO2 	 0.001811840335890109 	 0.001811840335890109
283	 25 	 Li 	 Li 	 0.00013336178033130107 	 0.00013336178033130107
283	 13 	 O3 	 O3 	 0.015760623716172876 	 0.015760623716172876
283	 1 	 N2 	 N2 	 8.646436238714388e-05 	 8.646436238714388e-05
283	 10 	 NO 	 NO 	 0.0005857004422755542 	 0.0005857004422755542
283	 20 	 CH 	 CH 	 1.6341509490056347e-05 	 1.6341509490056347e-05
283	 5 	 F2 	 F2 	 0.0003521970052079375 	 0.0003521970052079375
283	 2 	 FLi 	 LiF 	 0.005499187999624339 	 0.005499187999624339
283	 3 	 CHN 	 CNH 	 0.0021511985498950306 	 0.0021511985498950306
283	 16 	 CH2 	 CH2 	 0.006071450426279289 	 0.006071450426279289
283	 19 	 HO 	 OH 	 6.9391136273784375e-09 	 6.9391136273784375e-09
283	 7 	 CO 	 OC 	 4.134683302761789e-05 	 4.134683302761789e-05
283	 17 	 H2O 	 OH2 	 9.370226621719966e-06 	 9.370226621719966e-06
284	 3 	 CHN 	 CNH 	 0.002176142168214067 	 0.002176142168214067
284	 20 	 CH 	 CH 	 1.6355691486142622e-05 	 1.6355691486142622e-05
284	 22 	 CH4O 	 CH4O 	 0.0004376442123301415 	 0.0004376442123301415
284	 12 	 HN 	 NH 	 0.003111726311954626 	 0.003111726311954626
284	 4 	 CO2 	 CO2 	 0.001808214379863285 	 0.001808214379863285
284	 11 	 NO2 	 NO2 	 0.014152409866077534 	 0.014152409866077534
284	 10 	 NO 	 NO 	 0.0005843484247763338 	 0.0005843484247763338
284	 2 	 FLi 	 LiF 	 0.005502263865137241 	 0.005502263865137241
284	 17 	 H2O 	 OH2 	 9.498411057663808e-06 	 9.498411057663808e-06
284	 15 	 CH3 	 CH3 	 0.0005585601106967148 	 0.0005585601106967148
284	 25 	 Li 	 Li 	 0.0001257854236324512 	 0.0001257854236324512
284	 23 	 HF2 	 HF2 	 0.0038470212352505716 	 0.0038470212352505716
284	 6 	 C2H2 	 C2H2 	 3.450994605618045 	 3.450994605618045
284	 18 	 H3N 	 NH3 	 0.0009382451367247626 	 0.0009382451367247626
284	 24 	 C 	 C 	 2.3714817379256967e-06 	 2.3714817379256967e-06
284	 16 	 CH2 	 CH2 	 0.006070096011883349 	 0.006070096011883349
284	 9 	 Na2 	 Na2 	 9.088519095851629e-06 	 9.088519095851629e-06
284	 21 	 HN2O 	 HON2 	 0.009548233261164978 	 0.009548233261164978
284	 7 	 CO 	 OC 	 4.157152908654439e-05 	 4.157152908654439e-05
284	 0 	 H2 	 H2 	 5.827167899892697e-06 	 5.827167899892697e-06
284	 5 	 F2 	 F2 	 0.00035200225902112375 	 0.00035200225902112375
284	 19 	 HO 	 OH 	 5.80686807186066e-09 	 5.80686807186066e-09
284	 8 	 HLi 	 LiH 	 3.1712528182402005e-09 	 3.1712528182402005e-09
284	 14 	 N2O 	 N2O 	 0.011419206286671861 	 0.011419206286671861
284	 13 	 O3 	 O3 	 0.015761588137931673 	 0.015761588137931673
284	 1 	 N2 	 N2 	 8.568559084244625e-05 	 8.568559084244625e-05
285	 20 	 CH 	 CH 	 1.6338885365474465e-05 	 1.6338885365474465e-05
285	 18 	 H3N 	 NH3 	 0.0009376330391876815 	 0.0009376330391876815
285	 17 	 H2O 	 OH2 	 9.65690273381476e-06 	 9.65690273381476e-06
285	 25 	 Li 	 Li 	 0.00013262547111334212 	 0.00013262547111334212
285	 13 	 O3 	 O3 	 0.015759758989908317 	 0.015759758989908317
285	 21 	 HN2O 	 HON2 	 0.009548237746632101 	 0.009548237746632101
285	 0 	 H2 	 H2 	 6.052366596124702e-06 	 6.052366596124702e-06
285	 5 	 F2 	 F2 	 0.00035206580289954246 	 0.00035206580289954246
285	 14 	 N2O 	 N2O 	 0.011407753910229163 	 0.011407753910229163
285	 8 	 HLi 	 LiH 	 5.034413100868201e-09 	 5.034413100868201e-09
285	 16 	 CH2 	 CH2 	 0.006072981142740607 	 0.006072981142740607
285	 6 	 C2H2 	 C2H2 	 2.077282015198364 	 2.077282015198364
285	 15 	 CH3 	 CH3 	 0.0005584646885257557 	 0.0005584646885257557
285	 9 	 Na2 	 Na2 	 9.07944535222027e-06 	 9.07944535222027e-06
285	 23 	 HF2 	 HF2 	 0.0038470189974298716 	 0.0038470189974298716
285	 10 	 NO 	 NO 	 0.000585536493067951 	 0.000585536493067951
285	 7 	 CO 	 OC 	 4.131411952003687e-05 	 4.131411952003687e-05
285	 19 	 HO 	 OH 	 6.623821077227908e-09 	 6.623821077227908e-09
285	 11 	 NO2 	 NO2 	 0.01415046199101379 	 0.01415046199101379
285	 3 	 CHN 	 CNH 	 0.002151816349539325 	 0.002151816349539325
285	 24 	 C 	 C 	 2.4406851441294966e-06 	 2.4406851441294966e-06
285	 2 	 FLi 	 LiF 	 0.005496309714695985 	 0.005496309714695985
285	 1 	 N2 	 N2 	 8.656428328378306e-05 	 8.656428328378306e-05
285	 12 	 HN 	 NH 	 0.0031120601475788396 	 0.0031120601475788396
285	 22 	 CH4O 	 CH4O 	 0.000437643260419187 	 0.000437643260419187
285	 4 	 CO2 	 CO2 	 0.0018084414529632806 	 0.0018084414529632806
286	 17 	 H2O 	 OH2 	 9.470655224976133e-06 	 9.470655224976133e-06
286	 10 	 NO 	 NO 	 0.0005857064232111097 	 0.0005857064232111097
286	 15 	 CH3 	 CH3 	 0.0005593901746635013 	 0.0005593901746635013
286	 25 	 Li 	 Li 	 0.0001321244178437871 	 0.0001321244178437871
286	 7 	 CO 	 OC 	 4.14871401624953e-05 	 4.14871401624953e-05
286	 2 	 FLi 	 LiF 	 0.005489508165047249 	 0.005489508165047249
286	 12 	 HN 	 NH 	 0.003112132351182938 	 0.003112132351182938
286	 6 	 C2H2 	 C2H2 	 2.4581896792739624 	 2.4581896792739624
286	 11 	 NO2 	 NO2 	 0.014153120717385455 	 0.014153120717385455
286	 4 	 CO2 	 CO2 	 0.0018100926533259668 	 0.0018100926533259668
286	 16 	 CH2 	 CH2 	 0.00607023574979759 	 0.00607023574979759
286	 21 	 HN2O 	 HON2 	 0.009548227641342766 	 0.009548227641342766
286	 3 	 CHN 	 CNH 	 0.0021391946377630074 	 0.0021391946377630074
286	 20 	 CH 	 CH 	 1.6328432849147276e-05 	 1.6328432849147276e-05
286	 1 	 N2 	 N2 	 8.576104615028869e-05 	 8.576104615028869e-05
286	 19 	 HO 	 OH 	 6.668613167797994e-09 	 6.668613167797994e-09
286	 24 	 C 	 C 	 2.369887665358262e-06 	 2.369887665358262e-06
286	 13 	 O3 	 O3 	 0.015763056412803487 	 0.015763056412803487
286	 22 	 CH4O 	 CH4O 	 0.00043764365820966747 	 0.00043764365820966747
286	 23 	 HF2 	 HF2 	 0.003847021254751089 	 0.003847021254751089
286	 0 	 H2 	 H2 	 5.334894105245113e-06 	 5.334894105245113e-06
286	 8 	 HLi 	 LiH 	 2.41581968484348e-09 	 2.41581968484348e-09
286	 18 	 H3N 	 NH3 	 0.0009380260444271593 	 0.0009380260444271593
286	 5 	 F2 	 F2 	 0.00035207578744557265 	 0.00035207578744557265
286	 14 	 N2O 	 N2O 	 0.01141951554279978 	 0.01141951554279978
286	 9 	 Na2 	 Na2 	 9.072837765056004e-06 	 9.072837765056004e-06
287	 7 	 CO 	 OC 	 4.1301959468415976e-05 	 4.1301959468415976e-05
287	 14 	 N2O 	 N2O 	 0.011418991662694368 	 0.011418991662694368
287	 4 	 CO2 	 CO2 	 0.0018082138135815892 	 0.0018082138135815892
287	 16 	 CH2 	 CH2 	 0.0060705904005853555 	 0.0060705904005853555
287	 21 	 HN2O 	 HON2 	 0.009548219102481414 	 0.009548219102481414
287	 23 	 HF2 	 HF2 	 0.003847018492073643 	 0.003847018492073643
287	 20 	 CH 	 CH 	 1.6344904558053933e-05 	 1.6344904558053933e-05
287	 10 	 NO 	 NO 	 0.0005856620376544437 	 0.0005856620376544437
287	 1 	 N2 	 N2 	 8.383962911396762e-05 	 8.383962911396762e-05
287	 3 	 CHN 	 CNH 	 0.002136228958882822 	 0.002136228958882822
287	 17 	 H2O 	 OH2 	 9.486079307877797e-06 	 9.486079307877797e-06
287	 6 	 C2H2 	 C2H2 	 1.5859010628199823 	 1.5859010628199823
287	 13 	 O3 	 O3 	 0.015725428299782043 	 0.015725428299782043
287	 12 	 HN 	 NH 	 0.00311142031277484 	 0.00311142031277484
287	 19 	 HO 	 OH 	 3.4598876731464365e-09 	 3.4598876731464365e-09
287	 15 	 CH3 	 CH3 	 0.0005590638563180998 	 0.0005590638563180998
287	 0 	 H2 	 H2 	 4.769900404188881e-06 	 4.769900404188881e-06
287	 24 	 C 	 C 	 2.4496771665494885e-06 	 2.4496771665494885e-06
287	 18 	 H3N 	 NH3 	 0.0009381544581608471 	 0.0009381544581608471
287	 9 	 Na2 	 Na2 	 9.089252390696285e-06 	 9.089252390696285e-06
287	 2 	 FLi 	 LiF 	 0.0054962543509011865 	 0.0054962543509011865
287	 8 	 HLi 	 LiH 	 8.95049729102537e-09 	 8.95049729102537e-09
287	 5 	 F2 	 F2 	 0.00035204674369916715 	 0.00035204674369916715
287	 11 	 NO2 	 NO2 	 0.014152834817591126 	 0.014152834817591126
287	 25 	 Li 	 Li 	 0.00012750038279109226 	 0.00012750038279109226
287	 22 	 CH4O 	 CH4O 	 0.00043764429556608875 	 0.00043764429556608875
288	 10 	 NO 	 NO 	 0.0005857786819108946 	 0.0005857786819108946
288	 9 	 Na2 	 Na2 	 9.081928550782075e-06 	 9.081928550782075e-06
288	 3 	 CHN 	 CNH 	 0.0021482087279516998 	 0.0021482087279516998
288	 15 	 CH3 	 CH3 	 0.0005592816623668334 	 0.0005592816623668334
288	 16 	 CH2 	 CH2 	 0.0060716225530990575 	 0.0060716225530990575
288	 11 	 NO2 	 NO2 	 0.014130692807240027 	 0.014130692807240027
288	 22 	 CH4O 	 CH4O 	 0.0004376418536008629 	 0.0004376418536008629
288	 1 	 N2 	 N2 	 8.646849465979757e-05 	 8.646849465979757e-05
288	 2 	 FLi 	 LiF 	 0.005496900036371307 	 0.005496900036371307
288	 7 	 CO 	 OC 	 4.1501893259352426e-05 	 4.1501893259352426e-05
288	 13 	 O3 	 O3 	 0.015727392553100454 	 0.015727392553100454
288	 12 	 HN 	 NH 	 0.0031123330571770544 	 0.0031123330571770544
288	 4 	 CO2 	 CO2 	 0.0018103133372798727 	 0.0018103133372798727
288	 6 	 C2H2 	 C2H2 	 3.4631954530815596 	 3.4631954530815596
288	 8 	 HLi 	 LiH 	 3.026596287536939e-09 	 3.026596287536939e-09
288	 21 	 HN2O 	 HON2 	 0.00954822010724052 	 0.00954822010724052
288	 14 	 N2O 	 N2O 	 0.01141597292623777 	 0.01141597292623777
288	 24 	 C 	 C 	 2.461127436012846e-06 	 2.461127436012846e-06
288	 20 	 CH 	 CH 	 1.6300770105629345e-05 	 1.6300770105629345e-05
288	 0 	 H2 	 H2 	 4.954699028934878e-06 	 4.954699028934878e-06
288	 17 	 H2O 	 OH2 	 9.382030302619905e-06 	 9.382030302619905e-06
288	 23 	 HF2 	 HF2 	 0.003847021690334353 	 0.003847021690334353
288	 5 	 F2 	 F2 	 0.00035212768329758674 	 0.00035212768329758674
288	 19 	 HO 	 OH 	 6.445218905226524e-09 	 6.445218905226524e-09
288	 18 	 H3N 	 NH3 	 0.000938290804176737 	 0.000938290804176737
288	 25 	 Li 	 Li 	 0.00013040393956877079 	 0.00013040393956877079
289	 7 	 CO 	 OC 	 4.161448499488727e-05 	 4.161448499488727e-05
289	 5 	 F2 	 F2 	 0.0003522872867303962 	 0.0003522872867303962
289	 2 	 FLi 	 LiF 	 0.005489765159661436 	 0.005489765159661436
289	 3 	 CHN 	 CNH 	 0.002164071690859705 	 0.002164071690859705
289	 13 	 O3 	 O3 	 0.015761953955360033 	 0.015761953955360033
289	 11 	 NO2 	 NO2 	 0.014152767854201099 	 0.014152767854201099
289	 12 	 HN 	 NH 	 0.0031123141256045677 	 0.0031123141256045677
289	 14 	 N2O 	 N2O 	 0.011415668540922023 	 0.011415668540922023
289	 1 	 N2 	 N2 	 8.650955381950529e-05 	 8.650955381950529e-05
289	 17 	 H2O 	 OH2 	 9.378773539788432e-06 	 9.378773539788432e-06
289	 22 	 CH4O 	 CH4O 	 0.0004376431831359756 	 0.0004376431831359756
289	 6 	 C2H2 	 C2H2 	 2.575531781091775 	 2.575531781091775
289	 15 	 CH3 	 CH3 	 0.0005592424892539007 	 0.0005592424892539007
289	 4 	 CO2 	 CO2 	 0.0018087786812752689 	 0.0018087786812752689
289	 0 	 H2 	 H2 	 5.560142264407645e-06 	 5.560142264407645e-06
289	 16 	 CH2 	 CH2 	 0.006072315575628469 	 0.006072315575628469
289	 10 	 NO 	 NO 	 0.0005856636918422937 	 0.0005856636918422937
289	 23 	 HF2 	 HF2 	 0.0038470234060999117 	 0.0038470234060999117
289	 18 	 H3N 	 NH3 	 0.0009384740973256679 	 0.0009384740973256679
289	 9 	 Na2 	 Na2 	 9.086188681181003e-06 	 9.086188681181003e-06
289	 21 	 HN2O 	 HON2 	 0.00954820557206108 	 0.00954820557206108
289	 20 	 CH 	 CH 	 1.630535251666551e-05 	 1.630535251666551e-05
289	 19 	 HO 	 OH 	 6.607217418356996e-09 	 6.607217418356996e-09
289	 24 	 C 	 C 	 2.3644296352286356e-06 	 2.3644296352286356e-06
289	 8 	 HLi 	 LiH 	 2.9967512507399792e-09 	 2.9967512507399792e-09
289	 25 	 Li 	 Li 	 0.0001291866555694549 	 0.0001291866555694549
290	 0 	 H2 	 H2 	 4.689845511479573e-06 	 4.689845511479573e-06
290	 9 	 Na2 	 Na2 	 9.076222744421482e-06 	 9.076222744421482e-06
290	 8 	 HLi 	 LiH 	 4.415823470965972e-09 	 4.415823470965972e-09
290	 22 	 CH4O 	 CH4O 	 0.00043764271893859265 	 0.00043764271893859265
290	 19 	 HO 	 OH 	 3.1719958059117913e-09 	 3.1719958059117913e-09
290	 10 	 NO 	 NO 	 0.0005844928191123313 	 0.0005844928191123313
290	 3 	 CHN 	 CNH 	 0.0021779468604933836 	 0.0021779468604933836
290	 18 	 H3N 	 NH3 	 0.000939223539284682 	 0.000939223539284682
290	 5 	 F2 	 F2 	 0.00035219611270763027 	 0.00035219611270763027
290	 24 	 C 	 C 	 2.4283379587742203e-06 	 2.4283379587742203e-06
290	 23 	 HF2 	 HF2 	 0.0038470246808510874 	 0.0038470246808510874
290	 25 	 Li 	 Li 	 0.00013206274127053482 	 0.00013206274127053482
290	 16 	 CH2 	 CH2 	 0.006072330325101242 	 0.006072330325101242
290	 13 	 O3 	 O3 	 0.015760780385573527 	 0.015760780385573527
290	 11 	 NO2 	 NO2 	 0.014150858001716766 	 0.014150858001716766
290	 15 	 CH3 	 CH3 	 0.0005589293086272275 	 0.0005589293086272275
290	 20 	 CH 	 CH 	 1.636686092809315e-05 	 1.636686092809315e-05
290	 14 	 N2O 	 N2O 	 0.011415408601112193 	 0.011415408601112193
290	 17 	 H2O 	 OH2 	 9.721988162891742e-06 	 9.721988162891742e-06
290	 2 	 FLi 	 LiF 	 0.005493766632433868 	 0.005493766632433868
290	 7 	 CO 	 OC 	 4.159880485334169e-05 	 4.159880485334169e-05
290	 6 	 C2H2 	 C2H2 	 1.5705156208216873 	 1.5705156208216873
290	 21 	 HN2O 	 HON2 	 0.009548198653980822 	 0.009548198653980822
290	 1 	 N2 	 N2 	 8.608769831422755e-05 	 8.608769831422755e-05
290	 4 	 CO2 	 CO2 	 0.001814331421742471 	 0.001814331421742471
290	 12 	 HN 	 NH 	 0.0031118263074752807 	 0.0031118263074752807
291	 10 	 NO 	 NO 	 0.0005843714469425713 	 0.0005843714469425713
291	 14 	 N2O 	 N2O 	 0.011408815188572336 	 0.011408815188572336
291	 9 	 Na2 	 Na2 	 9.081062424271371e-06 	 9.081062424271371e-06
291	 22 	 CH4O 	 CH4O 	 0.00043764222221142593 	 0.00043764222221142593
291	 2 	 FLi 	 LiF 	 0.00550018712254564 	 0.00550018712254564
291	 16 	 CH2 	 CH2 	 0.00607147779162064 	 0.00607147779162064
