#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
141	 23 	 HF2 	 HF2 	 0.0026177030584135542 	 0.0026177030584135542
141	 19 	 HO 	 OH 	 1.1239832191151453e-05 	 1.1239832191151453e-05
141	 20 	 CH 	 CH 	 7.566514238016128e-07 	 7.566514238016128e-07
141	 12 	 HN 	 NH 	 0.0009111222997175617 	 0.0009111222997175617
141	 16 	 CH2 	 CH2 	 0.0026218675037660054 	 0.0026218675037660054
142	 19 	 HO 	 OH 	 1.1222103683526102e-05 	 1.1222103683526102e-05
142	 12 	 HN 	 NH 	 0.0009102658443641628 	 0.0009102658443641628
142	 10 	 NO 	 NO 	 7.362799608558139e-05 	 7.362799608558139e-05
142	 20 	 CH 	 CH 	 7.368298773139189e-07 	 7.368298773139189e-07
142	 1 	 N2 	 N2 	 1.0133341551981818e-06 	 1.0133341551981818e-06
142	 6 	 C2H2 	 C2H2 	 0.00017833956043995948 	 0.00017833956043995948
142	 4 	 CO2 	 CO2 	 0.00802500643782153 	 0.00802500643782153
142	 3 	 CHN 	 CNH 	 0.003950213640019931 	 0.003950213640019931
142	 2 	 FLi 	 LiF 	 0.0072951383246656325 	 0.0072951383246656325
142	 0 	 H2 	 H2 	 1.3158317010381566e-06 	 1.3158317010381566e-06
142	 21 	 HN2O 	 HON2 	 0.003919976927814767 	 0.003919976927814767
142	 24 	 C 	 C 	 2.6419714805113313e-05 	 2.6419714805113313e-05
142	 18 	 H3N 	 NH3 	 0.0003931243041613865 	 0.0003931243041613865
142	 11 	 NO2 	 NO2 	 0.0042176746880980085 	 0.0042176746880980085
142	 14 	 N2O 	 N2O 	 0.0032974700206512705 	 0.0032974700206512705
142	 23 	 HF2 	 HF2 	 0.0026177030019909273 	 0.0026177030019909273
142	 16 	 CH2 	 CH2 	 0.0026203180887324636 	 0.0026203180887324636
142	 22 	 CH4O 	 CH4O 	 0.00023508029968327446 	 0.00023508029968327446
142	 9 	 Na2 	 Na2 	 3.6720910652078233e-07 	 3.6720910652078233e-07
142	 17 	 H2O 	 OH2 	 0.00022148079853437572 	 0.00022148079853437572
142	 5 	 F2 	 F2 	 0.0001797181751629213 	 0.0001797181751629213
142	 15 	 CH3 	 CH3 	 1.0111169500751632e-06 	 1.0111169500751632e-06
142	 8 	 HLi 	 LiH 	 1.898405093554104e-06 	 1.898405093554104e-06
142	 7 	 CO 	 OC 	 0.00041115738756218774 	 0.00041115738756218774
142	 25 	 Li 	 Li 	 3.533084929966739e-05 	 3.533084929966739e-05
142	 13 	 O3 	 O3 	 0.0034139840749664403 	 0.0034139840749664403
143	 12 	 HN 	 NH 	 0.000910810504813128 	 0.000910810504813128
143	 5 	 F2 	 F2 	 0.0001796043560290933 	 0.0001796043560290933
143	 23 	 HF2 	 HF2 	 0.002617704126521726 	 0.002617704126521726
143	 4 	 CO2 	 CO2 	 0.00802150250591447 	 0.00802150250591447
143	 15 	 CH3 	 CH3 	 9.696128564419444e-07 	 9.696128564419444e-07
143	 18 	 H3N 	 NH3 	 0.0003926078736039928 	 0.0003926078736039928
143	 21 	 HN2O 	 HON2 	 0.0039199812295852435 	 0.0039199812295852435
143	 2 	 FLi 	 LiF 	 0.007301541577144998 	 0.007301541577144998
143	 3 	 CHN 	 CNH 	 0.003949452856697727 	 0.003949452856697727
143	 17 	 H2O 	 OH2 	 0.00022094587090073676 	 0.00022094587090073676
143	 20 	 CH 	 CH 	 7.479813231421228e-07 	 7.479813231421228e-07
143	 22 	 CH4O 	 CH4O 	 0.00023507986855627786 	 0.00023507986855627786
143	 1 	 N2 	 N2 	 9.529639249744259e-07 	 9.529639249744259e-07
143	 6 	 C2H2 	 C2H2 	 0.0001778046939526607 	 0.0001778046939526607
143	 25 	 Li 	 Li 	 3.544079893002957e-05 	 3.544079893002957e-05
143	 9 	 Na2 	 Na2 	 3.615614866699846e-07 	 3.615614866699846e-07
143	 13 	 O3 	 O3 	 0.003414149366225586 	 0.003414149366225586
143	 14 	 N2O 	 N2O 	 0.0032998696344851445 	 0.0032998696344851445
143	 16 	 CH2 	 CH2 	 0.002621055360241198 	 0.002621055360241198
143	 11 	 NO2 	 NO2 	 0.004218071998261608 	 0.004218071998261608
143	 8 	 HLi 	 LiH 	 1.8498324446893978e-06 	 1.8498324446893978e-06
143	 10 	 NO 	 NO 	 7.365895972305692e-05 	 7.365895972305692e-05
143	 0 	 H2 	 H2 	 1.5044053265568723e-06 	 1.5044053265568723e-06
143	 7 	 CO 	 OC 	 0.0004106637070727559 	 0.0004106637070727559
143	 19 	 HO 	 OH 	 1.1232117315264144e-05 	 1.1232117315264144e-05
143	 24 	 C 	 C 	 2.615941169844408e-05 	 2.615941169844408e-05
144	 10 	 NO 	 NO 	 7.361038290391673e-05 	 7.361038290391673e-05
144	 7 	 CO 	 OC 	 0.00041082372460083506 	 0.00041082372460083506
144	 15 	 CH3 	 CH3 	 1.0000915164851209e-06 	 1.0000915164851209e-06
144	 6 	 C2H2 	 C2H2 	 0.00018000830879877486 	 0.00018000830879877486
144	 21 	 HN2O 	 HON2 	 0.0039199893732235975 	 0.0039199893732235975
144	 23 	 HF2 	 HF2 	 0.002617703219405848 	 0.002617703219405848
144	 12 	 HN 	 NH 	 0.0009099357618868458 	 0.0009099357618868458
144	 9 	 Na2 	 Na2 	 3.6636907057967476e-07 	 3.6636907057967476e-07
144	 4 	 CO2 	 CO2 	 0.008026096724145709 	 0.008026096724145709
144	 3 	 CHN 	 CNH 	 0.003948196308324579 	 0.003948196308324579
144	 5 	 F2 	 F2 	 0.0001796966888602144 	 0.0001796966888602144
144	 16 	 CH2 	 CH2 	 0.0026214886046640375 	 0.0026214886046640375
144	 18 	 H3N 	 NH3 	 0.000393204189259162 	 0.000393204189259162
144	 0 	 H2 	 H2 	 1.4800184897632235e-06 	 1.4800184897632235e-06
144	 19 	 HO 	 OH 	 1.1238611575495236e-05 	 1.1238611575495236e-05
144	 8 	 HLi 	 LiH 	 1.9168888750974357e-06 	 1.9168888750974357e-06
144	 14 	 N2O 	 N2O 	 0.0033006498713744016 	 0.0033006498713744016
144	 13 	 O3 	 O3 	 0.0034160808639250905 	 0.0034160808639250905
144	 17 	 H2O 	 OH2 	 0.00022099163666381075 	 0.00022099163666381075
144	 25 	 Li 	 Li 	 3.736526389418736e-05 	 3.736526389418736e-05
144	 20 	 CH 	 CH 	 7.460339407056869e-07 	 7.460339407056869e-07
144	 1 	 N2 	 N2 	 1.0104393404774209e-06 	 1.0104393404774209e-06
144	 11 	 NO2 	 NO2 	 0.004217058267386963 	 0.004217058267386963
144	 22 	 CH4O 	 CH4O 	 0.0002350808911928667 	 0.0002350808911928667
144	 2 	 FLi 	 LiF 	 0.007299124209951363 	 0.007299124209951363
144	 24 	 C 	 C 	 2.6197930935011072e-05 	 2.6197930935011072e-05
145	 13 	 O3 	 O3 	 0.00341385790060081 	 0.00341385790060081
145	 5 	 F2 	 F2 	 0.00017969320945698136 	 0.00017969320945698136
145	 15 	 CH3 	 CH3 	 1.0005119879045035e-06 	 1.0005119879045035e-06
145	 12 	 HN 	 NH 	 0.0009110724412536545 	 0.0009110724412536545
145	 7 	 CO 	 OC 	 0.00041100619944056725 	 0.00041100619944056725
145	 1 	 N2 	 N2 	 1.023508714423889e-06 	 1.023508714423889e-06
145	 0 	 H2 	 H2 	 1.070135795082142e-06 	 1.070135795082142e-06
145	 11 	 NO2 	 NO2 	 0.004219485075248786 	 0.004219485075248786
145	 6 	 C2H2 	 C2H2 	 0.00017924800573727368 	 0.00017924800573727368
145	 16 	 CH2 	 CH2 	 0.0026218746253291545 	 0.0026218746253291545
145	 25 	 Li 	 Li 	 3.576760073120663e-05 	 3.576760073120663e-05
145	 23 	 HF2 	 HF2 	 0.002617707721324569 	 0.002617707721324569
145	 4 	 CO2 	 CO2 	 0.008022993693298541 	 0.008022993693298541
145	 2 	 FLi 	 LiF 	 0.007284594750194493 	 0.007284594750194493
145	 9 	 Na2 	 Na2 	 3.65040559843322e-07 	 3.65040559843322e-07
145	 18 	 H3N 	 NH3 	 0.0003932073896514142 	 0.0003932073896514142
145	 24 	 C 	 C 	 2.652360452114279e-05 	 2.652360452114279e-05
145	 20 	 CH 	 CH 	 7.512272304154988e-07 	 7.512272304154988e-07
145	 10 	 NO 	 NO 	 7.365991642682606e-05 	 7.365991642682606e-05
145	 14 	 N2O 	 N2O 	 0.003300896722643083 	 0.003300896722643083
145	 17 	 H2O 	 OH2 	 0.0002215107276164163 	 0.0002215107276164163
145	 8 	 HLi 	 LiH 	 1.8711092397696441e-06 	 1.8711092397696441e-06
145	 3 	 CHN 	 CNH 	 0.003948823088172364 	 0.003948823088172364
145	 19 	 HO 	 OH 	 1.1251402702523947e-05 	 1.1251402702523947e-05
145	 22 	 CH4O 	 CH4O 	 0.0002350816358816913 	 0.0002350816358816913
145	 21 	 HN2O 	 HON2 	 0.003919993857048729 	 0.003919993857048729
146	 16 	 CH2 	 CH2 	 0.0026206120537647275 	 0.0026206120537647275
146	 14 	 N2O 	 N2O 	 0.003299487628285564 	 0.003299487628285564
146	 10 	 NO 	 NO 	 7.353497590343511e-05 	 7.353497590343511e-05
146	 13 	 O3 	 O3 	 0.0034127015074905827 	 0.0034127015074905827
146	 15 	 CH3 	 CH3 	 1.0129697744361086e-06 	 1.0129697744361086e-06
146	 7 	 CO 	 OC 	 0.00041120617951626644 	 0.00041120617951626644
146	 1 	 N2 	 N2 	 1.0339172363861617e-06 	 1.0339172363861617e-06
146	 0 	 H2 	 H2 	 1.3206318162399637e-06 	 1.3206318162399637e-06
146	 25 	 Li 	 Li 	 3.720437269182997e-05 	 3.720437269182997e-05
146	 23 	 HF2 	 HF2 	 0.002617713396904266 	 0.002617713396904266
146	 17 	 H2O 	 OH2 	 0.00022100102830178192 	 0.00022100102830178192
146	 12 	 HN 	 NH 	 0.0009109195041854552 	 0.0009109195041854552
146	 4 	 CO2 	 CO2 	 0.00801959530161134 	 0.00801959530161134
146	 6 	 C2H2 	 C2H2 	 0.00017767318553289427 	 0.00017767318553289427
146	 24 	 C 	 C 	 2.6568906915935027e-05 	 2.6568906915935027e-05
146	 5 	 F2 	 F2 	 0.00017973304332471546 	 0.00017973304332471546
146	 21 	 HN2O 	 HON2 	 0.003920008549612734 	 0.003920008549612734
146	 18 	 H3N 	 NH3 	 0.00039264563649717816 	 0.00039264563649717816
146	 2 	 FLi 	 LiF 	 0.007288511904312805 	 0.007288511904312805
146	 9 	 Na2 	 Na2 	 3.6741963719936376e-07 	 3.6741963719936376e-07
146	 11 	 NO2 	 NO2 	 0.004219589915545749 	 0.004219589915545749
146	 22 	 CH4O 	 CH4O 	 0.00023508091780913921 	 0.00023508091780913921
146	 8 	 HLi 	 LiH 	 1.8429498617301446e-06 	 1.8429498617301446e-06
146	 19 	 HO 	 OH 	 1.122178803152984e-05 	 1.122178803152984e-05
146	 3 	 CHN 	 CNH 	 0.003948902826866248 	 0.003948902826866248
146	 20 	 CH 	 CH 	 7.425624662785137e-07 	 7.425624662785137e-07
147	 24 	 C 	 C 	 2.646829055385506e-05 	 2.646829055385506e-05
147	 9 	 Na2 	 Na2 	 3.6586497808503446e-07 	 3.6586497808503446e-07
147	 13 	 O3 	 O3 	 0.003414810806333318 	 0.003414810806333318
147	 15 	 CH3 	 CH3 	 9.900186976020962e-07 	 9.900186976020962e-07
147	 25 	 Li 	 Li 	 3.293297344036475e-05 	 3.293297344036475e-05
147	 0 	 H2 	 H2 	 1.3869990911620563e-06 	 1.3869990911620563e-06
147	 17 	 H2O 	 OH2 	 0.00022143828511798146 	 0.00022143828511798146
147	 22 	 CH4O 	 CH4O 	 0.00023508164507626746 	 0.00023508164507626746
147	 11 	 NO2 	 NO2 	 0.004218849930614296 	 0.004218849930614296
147	 14 	 N2O 	 N2O 	 0.003298307752479233 	 0.003298307752479233
147	 2 	 FLi 	 LiF 	 0.0073009570783002685 	 0.0073009570783002685
147	 18 	 H3N 	 NH3 	 0.0003931829181216073 	 0.0003931829181216073
147	 20 	 CH 	 CH 	 7.533012985719134e-07 	 7.533012985719134e-07
147	 19 	 HO 	 OH 	 1.1200942086853105e-05 	 1.1200942086853105e-05
147	 21 	 HN2O 	 HON2 	 0.003919995534944652 	 0.003919995534944652
147	 3 	 CHN 	 CNH 	 0.003948266399812787 	 0.003948266399812787
147	 12 	 HN 	 NH 	 0.0009107913030538032 	 0.0009107913030538032
147	 16 	 CH2 	 CH2 	 0.0026215078869556425 	 0.0026215078869556425
147	 8 	 HLi 	 LiH 	 1.852323210542077e-06 	 1.852323210542077e-06
147	 23 	 HF2 	 HF2 	 0.0026177159941220478 	 0.0026177159941220478
147	 7 	 CO 	 OC 	 0.0004106816726912363 	 0.0004106816726912363
147	 10 	 NO 	 NO 	 7.360117361358656e-05 	 7.360117361358656e-05
147	 5 	 F2 	 F2 	 0.0001797441241143532 	 0.0001797441241143532
147	 4 	 CO2 	 CO2 	 0.008025775306252352 	 0.008025775306252352
147	 1 	 N2 	 N2 	 1.0438133524035348e-06 	 1.0438133524035348e-06
147	 6 	 C2H2 	 C2H2 	 0.0001845015807749544 	 0.0001845015807749544
148	 1 	 N2 	 N2 	 8.140723846036636e-07 	 8.140723846036636e-07
148	 7 	 CO 	 OC 	 0.00041137519388414237 	 0.00041137519388414237
148	 8 	 HLi 	 LiH 	 1.9082400414573653e-06 	 1.9082400414573653e-06
148	 20 	 CH 	 CH 	 7.415200263107643e-07 	 7.415200263107643e-07
148	 0 	 H2 	 H2 	 1.3830264604392903e-06 	 1.3830264604392903e-06
148	 16 	 CH2 	 CH2 	 0.0026212723721352857 	 0.0026212723721352857
148	 19 	 HO 	 OH 	 1.1205989486917826e-05 	 1.1205989486917826e-05
148	 2 	 FLi 	 LiF 	 0.007294845661510394 	 0.007294845661510394
148	 14 	 N2O 	 N2O 	 0.0032995429365663994 	 0.0032995429365663994
148	 3 	 CHN 	 CNH 	 0.003947523159494306 	 0.003947523159494306
148	 17 	 H2O 	 OH2 	 0.00022085722467421194 	 0.00022085722467421194
148	 22 	 CH4O 	 CH4O 	 0.00023508329498518146 	 0.00023508329498518146
148	 12 	 HN 	 NH 	 0.0009099773519145604 	 0.0009099773519145604
148	 9 	 Na2 	 Na2 	 3.623818324683618e-07 	 3.623818324683618e-07
148	 13 	 O3 	 O3 	 0.0034155571437706218 	 0.0034155571437706218
148	 11 	 NO2 	 NO2 	 0.004219801780692384 	 0.004219801780692384
148	 10 	 NO 	 NO 	 7.359661839766313e-05 	 7.359661839766313e-05
148	 18 	 H3N 	 NH3 	 0.0003923866442330505 	 0.0003923866442330505
148	 24 	 C 	 C 	 2.6454051366129802e-05 	 2.6454051366129802e-05
148	 15 	 CH3 	 CH3 	 9.980805563723237e-07 	 9.980805563723237e-07
148	 4 	 CO2 	 CO2 	 0.008020015256826513 	 0.008020015256826513
148	 25 	 Li 	 Li 	 3.698337269113251e-05 	 3.698337269113251e-05
148	 6 	 C2H2 	 C2H2 	 0.00017774831701190507 	 0.00017774831701190507
148	 5 	 F2 	 F2 	 0.00017971795137389354 	 0.00017971795137389354
148	 21 	 HN2O 	 HON2 	 0.00392000267129406 	 0.00392000267129406
148	 23 	 HF2 	 HF2 	 0.0026177183754073456 	 0.0026177183754073456
149	 0 	 H2 	 H2 	 1.5466447613735242e-06 	 1.5466447613735242e-06
149	 18 	 H3N 	 NH3 	 0.00039245614942181266 	 0.00039245614942181266
149	 3 	 CHN 	 CNH 	 0.003949364014136077 	 0.003949364014136077
149	 8 	 HLi 	 LiH 	 1.8357177739339212e-06 	 1.8357177739339212e-06
149	 7 	 CO 	 OC 	 0.00041104614471326235 	 0.00041104614471326235
149	 2 	 FLi 	 LiF 	 0.0072837542429450034 	 0.0072837542429450034
149	 21 	 HN2O 	 HON2 	 0.00392001172747003 	 0.00392001172747003
149	 22 	 CH4O 	 CH4O 	 0.0002350829551159766 	 0.0002350829551159766
149	 13 	 O3 	 O3 	 0.0034141777935205544 	 0.0034141777935205544
149	 25 	 Li 	 Li 	 3.419592246950045e-05 	 3.419592246950045e-05
149	 16 	 CH2 	 CH2 	 0.002621462166291164 	 0.002621462166291164
149	 19 	 HO 	 OH 	 1.1218525356720852e-05 	 1.1218525356720852e-05
149	 23 	 HF2 	 HF2 	 0.0026177211652411284 	 0.0026177211652411284
149	 10 	 NO 	 NO 	 7.350390668851182e-05 	 7.350390668851182e-05
149	 14 	 N2O 	 N2O 	 0.003299669368910289 	 0.003299669368910289
149	 15 	 CH3 	 CH3 	 9.866807827313492e-07 	 9.866807827313492e-07
149	 4 	 CO2 	 CO2 	 0.008025550282614948 	 0.008025550282614948
149	 9 	 Na2 	 Na2 	 3.6307931110901344e-07 	 3.6307931110901344e-07
149	 20 	 CH 	 CH 	 7.416857898355862e-07 	 7.416857898355862e-07
149	 12 	 HN 	 NH 	 0.0009104627637914071 	 0.0009104627637914071
149	 5 	 F2 	 F2 	 0.00017953543230325107 	 0.00017953543230325107
149	 17 	 H2O 	 OH2 	 0.0002210318785198607 	 0.0002210318785198607
149	 11 	 NO2 	 NO2 	 0.00421806306568106 	 0.00421806306568106
149	 1 	 N2 	 N2 	 1.041347659134005e-06 	 1.041347659134005e-06
149	 24 	 C 	 C 	 2.611633403197916e-05 	 2.611633403197916e-05
149	 6 	 C2H2 	 C2H2 	 0.00017779516419075348 	 0.00017779516419075348
150	 13 	 O3 	 O3 	 0.0034140915826403047 	 0.0034140915826403047
150	 23 	 HF2 	 HF2 	 0.0026177275461862007 	 0.0026177275461862007
150	 20 	 CH 	 CH 	 7.450171970559359e-07 	 7.450171970559359e-07
150	 10 	 NO 	 NO 	 7.361986356364747e-05 	 7.361986356364747e-05
150	 1 	 N2 	 N2 	 1.00768847833943e-06 	 1.00768847833943e-06
150	 2 	 FLi 	 LiF 	 0.007285980901441088 	 0.007285980901441088
150	 21 	 HN2O 	 HON2 	 0.003920019544387476 	 0.003920019544387476
150	 6 	 C2H2 	 C2H2 	 0.0001793530323864251 	 0.0001793530323864251
150	 11 	 NO2 	 NO2 	 0.0042185765663893685 	 0.0042185765663893685
150	 5 	 F2 	 F2 	 0.00017965316112302066 	 0.00017965316112302066
150	 8 	 HLi 	 LiH 	 1.8220241102923717e-06 	 1.8220241102923717e-06
150	 7 	 CO 	 OC 	 0.00041111823417954666 	 0.00041111823417954666
150	 4 	 CO2 	 CO2 	 0.008023930332031496 	 0.008023930332031496
150	 15 	 CH3 	 CH3 	 9.790814298612982e-07 	 9.790814298612982e-07
150	 22 	 CH4O 	 CH4O 	 0.00023508252998452535 	 0.00023508252998452535
150	 17 	 H2O 	 OH2 	 0.0002208957519924201 	 0.0002208957519924201
150	 14 	 N2O 	 N2O 	 0.0033011363824333472 	 0.0033011363824333472
150	 25 	 Li 	 Li 	 3.4508170130513175e-05 	 3.4508170130513175e-05
150	 0 	 H2 	 H2 	 1.5190520784288911e-06 	 1.5190520784288911e-06
150	 12 	 HN 	 NH 	 0.0009099879589669332 	 0.0009099879589669332
150	 16 	 CH2 	 CH2 	 0.002621244524309265 	 0.002621244524309265
150	 9 	 Na2 	 Na2 	 3.630550667567738e-07 	 3.630550667567738e-07
150	 18 	 H3N 	 NH3 	 0.00039265532906959617 	 0.00039265532906959617
150	 19 	 HO 	 OH 	 1.1229966320682423e-05 	 1.1229966320682423e-05
150	 3 	 CHN 	 CNH 	 0.003948263565928738 	 0.003948263565928738
150	 24 	 C 	 C 	 2.618626379170692e-05 	 2.618626379170692e-05
151	 10 	 NO 	 NO 	 7.359376227378772e-05 	 7.359376227378772e-05
151	 15 	 CH3 	 CH3 	 9.715897321003598e-07 	 9.715897321003598e-07
151	 7 	 CO 	 OC 	 0.0004109776794818824 	 0.0004109776794818824
151	 13 	 O3 	 O3 	 0.0034159426328994576 	 0.0034159426328994576
151	 5 	 F2 	 F2 	 0.00017955489414423127 	 0.00017955489414423127
151	 4 	 CO2 	 CO2 	 0.008025366999767256 	 0.008025366999767256
151	 14 	 N2O 	 N2O 	 0.0032990719832638677 	 0.0032990719832638677
151	 19 	 HO 	 OH 	 1.1235589837668555e-05 	 1.1235589837668555e-05
151	 21 	 HN2O 	 HON2 	 0.003920023239216516 	 0.003920023239216516
151	 23 	 HF2 	 HF2 	 0.0026177315657774205 	 0.0026177315657774205
151	 24 	 C 	 C 	 2.6508805291300715e-05 	 2.6508805291300715e-05
151	 25 	 Li 	 Li 	 3.583536848098781e-05 	 3.583536848098781e-05
151	 20 	 CH 	 CH 	 7.426576454474015e-07 	 7.426576454474015e-07
151	 0 	 H2 	 H2 	 1.3229859504328825e-06 	 1.3229859504328825e-06
151	 17 	 H2O 	 OH2 	 0.00022133825325513113 	 0.00022133825325513113
151	 8 	 HLi 	 LiH 	 1.8556435579029536e-06 	 1.8556435579029536e-06
151	 11 	 NO2 	 NO2 	 0.004218665464928177 	 0.004218665464928177
151	 6 	 C2H2 	 C2H2 	 0.00017800357773168864 	 0.00017800357773168864
151	 12 	 HN 	 NH 	 0.0009110952153797191 	 0.0009110952153797191
151	 3 	 CHN 	 CNH 	 0.003946860434015061 	 0.003946860434015061
151	 9 	 Na2 	 Na2 	 3.682732295070022e-07 	 3.682732295070022e-07
151	 18 	 H3N 	 NH3 	 0.0003929553636718932 	 0.0003929553636718932
151	 16 	 CH2 	 CH2 	 0.0026212930559741904 	 0.0026212930559741904
151	 22 	 CH4O 	 CH4O 	 0.00023508420204936407 	 0.00023508420204936407
151	 1 	 N2 	 N2 	 1.0078352659572548e-06 	 1.0078352659572548e-06
151	 2 	 FLi 	 LiF 	 0.007291548222745421 	 0.007291548222745421
152	 3 	 CHN 	 CNH 	 0.00394851951796346 	 0.00394851951796346
152	 15 	 CH3 	 CH3 	 9.660758968886032e-07 	 9.660758968886032e-07
152	 1 	 N2 	 N2 	 1.017999263446324e-06 	 1.017999263446324e-06
152	 10 	 NO 	 NO 	 7.36677436500337e-05 	 7.36677436500337e-05
152	 7 	 CO 	 OC 	 0.0004106760951909288 	 0.0004106760951909288
152	 22 	 CH4O 	 CH4O 	 0.00023508510794937942 	 0.00023508510794937942
152	 18 	 H3N 	 NH3 	 0.0003934505434936974 	 0.0003934505434936974
152	 8 	 HLi 	 LiH 	 1.835278685314579e-06 	 1.835278685314579e-06
152	 12 	 HN 	 NH 	 0.0009103744087288405 	 0.0009103744087288405
152	 9 	 Na2 	 Na2 	 3.64294612138728e-07 	 3.64294612138728e-07
152	 19 	 HO 	 OH 	 1.1204631010213902e-05 	 1.1204631010213902e-05
152	 2 	 FLi 	 LiF 	 0.00728444497259044 	 0.00728444497259044
152	 13 	 O3 	 O3 	 0.003416026908263445 	 0.003416026908263445
152	 23 	 HF2 	 HF2 	 0.002617729576863908 	 0.002617729576863908
152	 20 	 CH 	 CH 	 7.513392567601633e-07 	 7.513392567601633e-07
152	 16 	 CH2 	 CH2 	 0.002620242423931104 	 0.002620242423931104
152	 5 	 F2 	 F2 	 0.00017967856880874702 	 0.00017967856880874702
152	 14 	 N2O 	 N2O 	 0.0033005874804517077 	 0.0033005874804517077
152	 0 	 H2 	 H2 	 1.3687947534956014e-06 	 1.3687947534956014e-06
152	 24 	 C 	 C 	 2.6465232338619428e-05 	 2.6465232338619428e-05
152	 17 	 H2O 	 OH2 	 0.00022090886613172742 	 0.00022090886613172742
152	 25 	 Li 	 Li 	 3.29905405646526e-05 	 3.29905405646526e-05
152	 21 	 HN2O 	 HON2 	 0.003920023742383925 	 0.003920023742383925
152	 6 	 C2H2 	 C2H2 	 0.00018442738941049533 	 0.00018442738941049533
152	 4 	 CO2 	 CO2 	 0.008020763687665803 	 0.008020763687665803
152	 11 	 NO2 	 NO2 	 0.0042191272471693835 	 0.0042191272471693835
153	 10 	 NO 	 NO 	 7.356534952640236e-05 	 7.356534952640236e-05
153	 6 	 C2H2 	 C2H2 	 0.00017785369027717326 	 0.00017785369027717326
153	 21 	 HN2O 	 HON2 	 0.0039200256437826025 	 0.0039200256437826025
153	 19 	 HO 	 OH 	 1.12197858347065e-05 	 1.12197858347065e-05
153	 17 	 H2O 	 OH2 	 0.00022142911452604697 	 0.00022142911452604697
153	 8 	 HLi 	 LiH 	 1.953331201983885e-06 	 1.953331201983885e-06
153	 4 	 CO2 	 CO2 	 0.00802043370830188 	 0.00802043370830188
153	 24 	 C 	 C 	 2.6388176093650684e-05 	 2.6388176093650684e-05
153	 3 	 CHN 	 CNH 	 0.003949564189117772 	 0.003949564189117772
153	 16 	 CH2 	 CH2 	 0.0026216750966750616 	 0.0026216750966750616
153	 14 	 N2O 	 N2O 	 0.003301253020988365 	 0.003301253020988365
153	 7 	 CO 	 OC 	 0.0004111259933532916 	 0.0004111259933532916
153	 9 	 Na2 	 Na2 	 3.650456208943552e-07 	 3.650456208943552e-07
153	 20 	 CH 	 CH 	 7.528537417066267e-07 	 7.528537417066267e-07
153	 25 	 Li 	 Li 	 3.423792962791784e-05 	 3.423792962791784e-05
153	 23 	 HF2 	 HF2 	 0.0026177385824155686 	 0.0026177385824155686
153	 13 	 O3 	 O3 	 0.003416172742386801 	 0.003416172742386801
153	 12 	 HN 	 NH 	 0.0009106763352955579 	 0.0009106763352955579
153	 5 	 F2 	 F2 	 0.00017959170328399614 	 0.00017959170328399614
153	 0 	 H2 	 H2 	 1.4527489403396096e-06 	 1.4527489403396096e-06
153	 2 	 FLi 	 LiF 	 0.0072947377122339965 	 0.0072947377122339965
153	 1 	 N2 	 N2 	 9.835072268322208e-07 	 9.835072268322208e-07
153	 22 	 CH4O 	 CH4O 	 0.00023508453082681982 	 0.00023508453082681982
153	 15 	 CH3 	 CH3 	 9.537373268885343e-07 	 9.537373268885343e-07
153	 18 	 H3N 	 NH3 	 0.0003940270739032558 	 0.0003940270739032558
153	 11 	 NO2 	 NO2 	 0.004217642694516824 	 0.004217642694516824
154	 16 	 CH2 	 CH2 	 0.0026210711821949588 	 0.0026210711821949588
154	 6 	 C2H2 	 C2H2 	 0.0001843727397978079 	 0.0001843727397978079
154	 13 	 O3 	 O3 	 0.0034160820664134537 	 0.0034160820664134537
154	 20 	 CH 	 CH 	 7.47585011921759e-07 	 7.47585011921759e-07
154	 25 	 Li 	 Li 	 3.2782883755696864e-05 	 3.2782883755696864e-05
154	 5 	 F2 	 F2 	 0.00017955983541984767 	 0.00017955983541984767
154	 18 	 H3N 	 NH3 	 0.00039298911296648887 	 0.00039298911296648887
154	 15 	 CH3 	 CH3 	 9.717077298359196e-07 	 9.717077298359196e-07
154	 12 	 HN 	 NH 	 0.0009106180820676072 	 0.0009106180820676072
154	 4 	 CO2 	 CO2 	 0.008022586897205763 	 0.008022586897205763
154	 21 	 HN2O 	 HON2 	 0.0039200407476853915 	 0.0039200407476853915
154	 19 	 HO 	 OH 	 1.1213066143693398e-05 	 1.1213066143693398e-05
154	 1 	 N2 	 N2 	 1.0229340513239676e-06 	 1.0229340513239676e-06
154	 22 	 CH4O 	 CH4O 	 0.00023508397075398766 	 0.00023508397075398766
154	 3 	 CHN 	 CNH 	 0.003948621176492491 	 0.003948621176492491
154	 17 	 H2O 	 OH2 	 0.00022126674237020098 	 0.00022126674237020098
154	 2 	 FLi 	 LiF 	 0.007298198635971978 	 0.007298198635971978
154	 7 	 CO 	 OC 	 0.0004106365875597027 	 0.0004106365875597027
154	 24 	 C 	 C 	 2.651053397840716e-05 	 2.651053397840716e-05
154	 23 	 HF2 	 HF2 	 0.0026177380375985836 	 0.0026177380375985836
154	 0 	 H2 	 H2 	 1.0847274558834193e-06 	 1.0847274558834193e-06
154	 11 	 NO2 	 NO2 	 0.0042195631297194955 	 0.0042195631297194955
154	 10 	 NO 	 NO 	 7.369725305301483e-05 	 7.369725305301483e-05
154	 14 	 N2O 	 N2O 	 0.0033010678768026942 	 0.0033010678768026942
