#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
49	 5 	 F2 	 F2 	 0.00017701599281693306 	 0.00017701599281693306
49	 17 	 H2O 	 OH2 	 0.00016909240384982646 	 0.00016909240384982646
49	 0 	 H2 	 H2 	 3.5987577328930215e-06 	 3.5987577328930215e-06
49	 11 	 NO2 	 NO2 	 0.004893489307264605 	 0.004893489307264605
49	 8 	 HLi 	 LiH 	 4.8500748515535385e-06 	 4.8500748515535385e-06
49	 21 	 HN2O 	 HON2 	 0.004390978115726928 	 0.004390978115726928
49	 16 	 CH2 	 CH2 	 0.003042354000350802 	 0.003042354000350802
49	 13 	 O3 	 O3 	 0.00427591561157787 	 0.00427591561157787
49	 12 	 HN 	 NH 	 0.0009949699944759955 	 0.0009949699944759955
49	 7 	 CO 	 OC 	 0.0004139264750838322 	 0.0004139264750838322
49	 3 	 CHN 	 CNH 	 0.0045973600012028815 	 0.0045973600012028815
49	 19 	 HO 	 OH 	 6.586529507796167e-06 	 6.586529507796167e-06
49	 6 	 C2H2 	 C2H2 	 0.00019463412225902035 	 0.00019463412225902035
49	 22 	 CH4O 	 CH4O 	 0.0002686303357975746 	 0.0002686303357975746
49	 23 	 HF2 	 HF2 	 0.0025415903370369143 	 0.0025415903370369143
49	 15 	 CH3 	 CH3 	 1.9108703473174285e-05 	 1.9108703473174285e-05
49	 25 	 Li 	 Li 	 3.196092694703839e-05 	 3.196092694703839e-05
49	 10 	 NO 	 NO 	 0.00010334906728351584 	 0.00010334906728351584
50	 24 	 C 	 C 	 1.5512548218125206e-05 	 1.5512548218125206e-05
50	 20 	 CH 	 CH 	 5.593029570062982e-06 	 5.593029570062982e-06
50	 14 	 N2O 	 N2O 	 0.003608915735511249 	 0.003608915735511249
50	 6 	 C2H2 	 C2H2 	 0.00019822694707372895 	 0.00019822694707372895
50	 8 	 HLi 	 LiH 	 4.676599142245473e-06 	 4.676599142245473e-06
50	 7 	 CO 	 OC 	 0.00041205939092703867 	 0.00041205939092703867
50	 10 	 NO 	 NO 	 0.00010350950212017306 	 0.00010350950212017306
50	 1 	 N2 	 N2 	 1.2821735149432948e-07 	 1.2821735149432948e-07
50	 5 	 F2 	 F2 	 0.00017879180776693621 	 0.00017879180776693621
50	 9 	 Na2 	 Na2 	 2.439617185857016e-07 	 2.439617185857016e-07
50	 2 	 FLi 	 LiF 	 0.0074561764286269205 	 0.0074561764286269205
50	 0 	 H2 	 H2 	 3.5375937028380498e-06 	 3.5375937028380498e-06
50	 23 	 HF2 	 HF2 	 0.0025437526715047943 	 0.0025437526715047943
50	 3 	 CHN 	 CNH 	 0.004582627022230626 	 0.004582627022230626
50	 22 	 CH4O 	 CH4O 	 0.00026857700157168564 	 0.00026857700157168564
50	 15 	 CH3 	 CH3 	 1.8975561052976647e-05 	 1.8975561052976647e-05
50	 17 	 H2O 	 OH2 	 0.00017082787837788298 	 0.00017082787837788298
50	 12 	 HN 	 NH 	 0.000998510690226655 	 0.000998510690226655
50	 11 	 NO2 	 NO2 	 0.0049065766513152415 	 0.0049065766513152415
50	 19 	 HO 	 OH 	 6.751289315900855e-06 	 6.751289315900855e-06
50	 16 	 CH2 	 CH2 	 0.0030409452836524225 	 0.0030409452836524225
50	 21 	 HN2O 	 HON2 	 0.00439760131093228 	 0.00439760131093228
50	 13 	 O3 	 O3 	 0.004275461286945687 	 0.004275461286945687
50	 25 	 Li 	 Li 	 3.4305571914005565e-05 	 3.4305571914005565e-05
50	 4 	 CO2 	 CO2 	 0.007464696452617008 	 0.007464696452617008
50	 18 	 H3N 	 NH3 	 0.0004772471426106997 	 0.0004772471426106997
51	 5 	 F2 	 F2 	 0.0001790506354191679 	 0.0001790506354191679
51	 23 	 HF2 	 HF2 	 0.0025486192363795125 	 0.0025486192363795125
51	 14 	 N2O 	 N2O 	 0.0036247342486232276 	 0.0036247342486232276
51	 25 	 Li 	 Li 	 3.3357495109550945e-05 	 3.3357495109550945e-05
51	 13 	 O3 	 O3 	 0.0042906959400154905 	 0.0042906959400154905
51	 16 	 CH2 	 CH2 	 0.0030461668996258754 	 0.0030461668996258754
51	 18 	 H3N 	 NH3 	 0.00047806519781455804 	 0.00047806519781455804
51	 21 	 HN2O 	 HON2 	 0.004411224854248393 	 0.004411224854248393
51	 7 	 CO 	 OC 	 0.0004092126205727095 	 0.0004092126205727095
51	 17 	 H2O 	 OH2 	 0.00017105535791531133 	 0.00017105535791531133
51	 20 	 CH 	 CH 	 5.5358797042197905e-06 	 5.5358797042197905e-06
51	 8 	 HLi 	 LiH 	 4.55788161016293e-06 	 4.55788161016293e-06
51	 1 	 N2 	 N2 	 3.730586040005104e-08 	 3.730586040005104e-08
51	 3 	 CHN 	 CNH 	 0.004568403327276582 	 0.004568403327276582
51	 11 	 NO2 	 NO2 	 0.00493914355108537 	 0.00493914355108537
51	 9 	 Na2 	 Na2 	 2.3377770864527302e-07 	 2.3377770864527302e-07
51	 12 	 HN 	 NH 	 0.0010045916619985243 	 0.0010045916619985243
51	 24 	 C 	 C 	 1.630838956185312e-05 	 1.630838956185312e-05
51	 2 	 FLi 	 LiF 	 0.0074173206909587345 	 0.0074173206909587345
51	 0 	 H2 	 H2 	 4.06917508123413e-06 	 4.06917508123413e-06
51	 10 	 NO 	 NO 	 0.00010467009898459676 	 0.00010467009898459676
51	 19 	 HO 	 OH 	 6.859855358971242e-06 	 6.859855358971242e-06
51	 6 	 C2H2 	 C2H2 	 0.0001943944145996486 	 0.0001943944145996486
51	 4 	 CO2 	 CO2 	 0.007417149631924825 	 0.007417149631924825
51	 15 	 CH3 	 CH3 	 1.9463021477985443e-05 	 1.9463021477985443e-05
51	 22 	 CH4O 	 CH4O 	 0.0002698655107308947 	 0.0002698655107308947
52	 17 	 H2O 	 OH2 	 0.00017185087735864318 	 0.00017185087735864318
52	 22 	 CH4O 	 CH4O 	 0.0002701095917749804 	 0.0002701095917749804
52	 1 	 N2 	 N2 	 1.891427661870753e-08 	 1.891427661870753e-08
52	 12 	 HN 	 NH 	 0.0010091336992138515 	 0.0010091336992138515
52	 2 	 FLi 	 LiF 	 0.007432270630313995 	 0.007432270630313995
52	 18 	 H3N 	 NH3 	 0.0004813390902502499 	 0.0004813390902502499
52	 5 	 F2 	 F2 	 0.00018226093224359114 	 0.00018226093224359114
52	 20 	 CH 	 CH 	 5.543190018952294e-06 	 5.543190018952294e-06
52	 25 	 Li 	 Li 	 3.592957186937516e-05 	 3.592957186937516e-05
52	 7 	 CO 	 OC 	 0.00040440299730500827 	 0.00040440299730500827
52	 0 	 H2 	 H2 	 3.7497923013133594e-06 	 3.7497923013133594e-06
52	 3 	 CHN 	 CNH 	 0.004543248764977021 	 0.004543248764977021
52	 19 	 HO 	 OH 	 6.973241090319315e-06 	 6.973241090319315e-06
52	 15 	 CH3 	 CH3 	 2.0074543416970674e-05 	 2.0074543416970674e-05
52	 23 	 HF2 	 HF2 	 0.002569782101372089 	 0.002569782101372089
52	 9 	 Na2 	 Na2 	 2.4734590485108395e-07 	 2.4734590485108395e-07
52	 10 	 NO 	 NO 	 0.00010663081329229736 	 0.00010663081329229736
52	 11 	 NO2 	 NO2 	 0.004992807341608554 	 0.004992807341608554
52	 21 	 HN2O 	 HON2 	 0.004453248181110772 	 0.004453248181110772
52	 8 	 HLi 	 LiH 	 4.5860354597571735e-06 	 4.5860354597571735e-06
52	 4 	 CO2 	 CO2 	 0.007357215939171375 	 0.007357215939171375
52	 16 	 CH2 	 CH2 	 0.003060419844949085 	 0.003060419844949085
52	 14 	 N2O 	 N2O 	 0.0037036981558036556 	 0.0037036981558036556
52	 13 	 O3 	 O3 	 0.004367529224485066 	 0.004367529224485066
52	 24 	 C 	 C 	 1.742700799977915e-05 	 1.742700799977915e-05
52	 6 	 C2H2 	 C2H2 	 0.00018913691062255074 	 0.00018913691062255074
53	 24 	 C 	 C 	 1.765693923823061e-05 	 1.765693923823061e-05
53	 13 	 O3 	 O3 	 0.004376245980063465 	 0.004376245980063465
53	 14 	 N2O 	 N2O 	 0.003715319041640012 	 0.003715319041640012
53	 8 	 HLi 	 LiH 	 4.443411408497999e-06 	 4.443411408497999e-06
53	 17 	 H2O 	 OH2 	 0.00017317731779957054 	 0.00017317731779957054
53	 20 	 CH 	 CH 	 5.568471742299963e-06 	 5.568471742299963e-06
53	 9 	 Na2 	 Na2 	 2.4901928901270973e-07 	 2.4901928901270973e-07
53	 15 	 CH3 	 CH3 	 2.0509994771759672e-05 	 2.0509994771759672e-05
53	 3 	 CHN 	 CNH 	 0.004522021940037076 	 0.004522021940037076
53	 25 	 Li 	 Li 	 3.2874766336500914e-05 	 3.2874766336500914e-05
53	 12 	 HN 	 NH 	 0.0010224511120418079 	 0.0010224511120418079
53	 6 	 C2H2 	 C2H2 	 0.000183766549493742 	 0.000183766549493742
53	 7 	 CO 	 OC 	 0.0003987660471538992 	 0.0003987660471538992
53	 2 	 FLi 	 LiF 	 0.007406132370890335 	 0.007406132370890335
53	 21 	 HN2O 	 HON2 	 0.004474197046127928 	 0.004474197046127928
53	 23 	 HF2 	 HF2 	 0.0025820817313217197 	 0.0025820817313217197
53	 18 	 H3N 	 NH3 	 0.0004866757110812705 	 0.0004866757110812705
53	 16 	 CH2 	 CH2 	 0.0030647793958562416 	 0.0030647793958562416
53	 4 	 CO2 	 CO2 	 0.007306837470185387 	 0.007306837470185387
53	 22 	 CH4O 	 CH4O 	 0.00027224027669579744 	 0.00027224027669579744
53	 19 	 HO 	 OH 	 7.157887175230708e-06 	 7.157887175230708e-06
53	 11 	 NO2 	 NO2 	 0.005048590367919916 	 0.005048590367919916
53	 5 	 F2 	 F2 	 0.00018669548758918318 	 0.00018669548758918318
53	 10 	 NO 	 NO 	 0.00010900286295197187 	 0.00010900286295197187
53	 0 	 H2 	 H2 	 3.803185683149234e-06 	 3.803185683149234e-06
53	 1 	 N2 	 N2 	 7.2076696588317186e-09 	 7.2076696588317186e-09
54	 3 	 CHN 	 CNH 	 0.004500871192282168 	 0.004500871192282168
54	 21 	 HN2O 	 HON2 	 0.00449427237921133 	 0.00449427237921133
54	 6 	 C2H2 	 C2H2 	 0.0001816975155746099 	 0.0001816975155746099
54	 8 	 HLi 	 LiH 	 4.497854951508363e-06 	 4.497854951508363e-06
54	 4 	 CO2 	 CO2 	 0.007270084065974891 	 0.007270084065974891
54	 13 	 O3 	 O3 	 0.0044360433507986165 	 0.0044360433507986165
54	 22 	 CH4O 	 CH4O 	 0.00027357161831945934 	 0.00027357161831945934
54	 1 	 N2 	 N2 	 1.2584684917435584e-09 	 1.2584684917435584e-09
54	 10 	 NO 	 NO 	 0.00011016239273332367 	 0.00011016239273332367
54	 0 	 H2 	 H2 	 3.4940177275646046e-06 	 3.4940177275646046e-06
54	 14 	 N2O 	 N2O 	 0.003786846324295228 	 0.003786846324295228
54	 24 	 C 	 C 	 1.865559248380405e-05 	 1.865559248380405e-05
54	 19 	 HO 	 OH 	 7.184579173600253e-06 	 7.184579173600253e-06
54	 18 	 H3N 	 NH3 	 0.0004930050187328036 	 0.0004930050187328036
54	 9 	 Na2 	 Na2 	 2.561406536295238e-07 	 2.561406536295238e-07
54	 7 	 CO 	 OC 	 0.0003919819291250926 	 0.0003919819291250926
54	 23 	 HF2 	 HF2 	 0.0026029211092478636 	 0.0026029211092478636
54	 11 	 NO2 	 NO2 	 0.005095739806359131 	 0.005095739806359131
54	 12 	 HN 	 NH 	 0.0010345543465334027 	 0.0010345543465334027
54	 25 	 Li 	 Li 	 3.588729380759499e-05 	 3.588729380759499e-05
54	 20 	 CH 	 CH 	 5.532632786772365e-06 	 5.532632786772365e-06
54	 5 	 F2 	 F2 	 0.00018931744624302787 	 0.00018931744624302787
54	 2 	 FLi 	 LiF 	 0.007383791722685287 	 0.007383791722685287
54	 15 	 CH3 	 CH3 	 2.177785432478584e-05 	 2.177785432478584e-05
54	 16 	 CH2 	 CH2 	 0.0030803631342295394 	 0.0030803631342295394
54	 17 	 H2O 	 OH2 	 0.00017415834790897205 	 0.00017415834790897205
55	 11 	 NO2 	 NO2 	 0.005105628368558611 	 0.005105628368558611
55	 21 	 HN2O 	 HON2 	 0.004522604826617449 	 0.004522604826617449
55	 3 	 CHN 	 CNH 	 0.004475437547903368 	 0.004475437547903368
55	 14 	 N2O 	 N2O 	 0.003802308434550278 	 0.003802308434550278
55	 1 	 N2 	 N2 	 3.376299391771808e-08 	 3.376299391771808e-08
55	 23 	 HF2 	 HF2 	 0.002607343498155735 	 0.002607343498155735
55	 2 	 FLi 	 LiF 	 0.0073616227314503985 	 0.0073616227314503985
55	 5 	 F2 	 F2 	 0.00019018869494572254 	 0.00019018869494572254
55	 7 	 CO 	 OC 	 0.00039003883317904577 	 0.00039003883317904577
55	 22 	 CH4O 	 CH4O 	 0.0002745898698430209 	 0.0002745898698430209
55	 12 	 HN 	 NH 	 0.0010389169125616649 	 0.0010389169125616649
55	 24 	 C 	 C 	 1.9498178546409213e-05 	 1.9498178546409213e-05
55	 18 	 H3N 	 NH3 	 0.0004946497922200958 	 0.0004946497922200958
55	 19 	 HO 	 OH 	 7.380032811657375e-06 	 7.380032811657375e-06
55	 13 	 O3 	 O3 	 0.00447299979674917 	 0.00447299979674917
55	 0 	 H2 	 H2 	 3.1284809613048608e-06 	 3.1284809613048608e-06
55	 25 	 Li 	 Li 	 3.758174404429988e-05 	 3.758174404429988e-05
55	 20 	 CH 	 CH 	 5.498326094622216e-06 	 5.498326094622216e-06
55	 4 	 CO2 	 CO2 	 0.007215781214269852 	 0.007215781214269852
55	 15 	 CH3 	 CH3 	 2.2028590387892857e-05 	 2.2028590387892857e-05
55	 6 	 C2H2 	 C2H2 	 0.0001758398105002901 	 0.0001758398105002901
55	 16 	 CH2 	 CH2 	 0.0030851622802735776 	 0.0030851622802735776
55	 8 	 HLi 	 LiH 	 4.439849035655284e-06 	 4.439849035655284e-06
55	 10 	 NO 	 NO 	 0.00011225920710963826 	 0.00011225920710963826
55	 9 	 Na2 	 Na2 	 2.526542336622827e-07 	 2.526542336622827e-07
55	 17 	 H2O 	 OH2 	 0.00017538416924542985 	 0.00017538416924542985
56	 13 	 O3 	 O3 	 0.004505824244039328 	 0.004505824244039328
56	 24 	 C 	 C 	 1.9920160872300896e-05 	 1.9920160872300896e-05
56	 2 	 FLi 	 LiF 	 0.007355699953266541 	 0.007355699953266541
56	 15 	 CH3 	 CH3 	 2.2458744195599832e-05 	 2.2458744195599832e-05
56	 16 	 CH2 	 CH2 	 0.003090079818042005 	 0.003090079818042005
56	 25 	 Li 	 Li 	 3.9353652316698705e-05 	 3.9353652316698705e-05
56	 23 	 HF2 	 HF2 	 0.0026182208582061542 	 0.0026182208582061542
56	 20 	 CH 	 CH 	 5.51627050656922e-06 	 5.51627050656922e-06
56	 0 	 H2 	 H2 	 3.2096608146495704e-06 	 3.2096608146495704e-06
56	 17 	 H2O 	 OH2 	 0.0001755220618378095 	 0.0001755220618378095
56	 6 	 C2H2 	 C2H2 	 0.00018046775073457647 	 0.00018046775073457647
56	 21 	 HN2O 	 HON2 	 0.004556437532277891 	 0.004556437532277891
56	 19 	 HO 	 OH 	 7.565772935792559e-06 	 7.565772935792559e-06
56	 10 	 NO 	 NO 	 0.00011323147122104427 	 0.00011323147122104427
56	 5 	 F2 	 F2 	 0.00019294456212926172 	 0.00019294456212926172
56	 7 	 CO 	 OC 	 0.00038497832706796723 	 0.00038497832706796723
56	 3 	 CHN 	 CNH 	 0.004451793540069221 	 0.004451793540069221
56	 1 	 N2 	 N2 	 8.439400371294175e-08 	 8.439400371294175e-08
56	 18 	 H3N 	 NH3 	 0.0005000217489226513 	 0.0005000217489226513
56	 22 	 CH4O 	 CH4O 	 0.00027584655910818136 	 0.00027584655910818136
56	 11 	 NO2 	 NO2 	 0.005164486603161173 	 0.005164486603161173
56	 14 	 N2O 	 N2O 	 0.0038688254860372285 	 0.0038688254860372285
56	 8 	 HLi 	 LiH 	 4.4447772624805964e-06 	 4.4447772624805964e-06
56	 4 	 CO2 	 CO2 	 0.0071552409858512385 	 0.0071552409858512385
56	 12 	 HN 	 NH 	 0.001053312784092104 	 0.001053312784092104
56	 9 	 Na2 	 Na2 	 2.440169352868588e-07 	 2.440169352868588e-07
57	 17 	 H2O 	 OH2 	 0.00017728975236504496 	 0.00017728975236504496
57	 2 	 FLi 	 LiF 	 0.007339921935875554 	 0.007339921935875554
57	 8 	 HLi 	 LiH 	 4.43240762619904e-06 	 4.43240762619904e-06
57	 21 	 HN2O 	 HON2 	 0.00457188100965661 	 0.00457188100965661
57	 1 	 N2 	 N2 	 7.195149044059947e-08 	 7.195149044059947e-08
57	 22 	 CH4O 	 CH4O 	 0.00027633266302509637 	 0.00027633266302509637
57	 24 	 C 	 C 	 2.0933778170304633e-05 	 2.0933778170304633e-05
57	 10 	 NO 	 NO 	 0.00011399239661070562 	 0.00011399239661070562
57	 19 	 HO 	 OH 	 7.707729866747161e-06 	 7.707729866747161e-06
57	 12 	 HN 	 NH 	 0.001056643738599327 	 0.001056643738599327
57	 0 	 H2 	 H2 	 4.039062464603901e-06 	 4.039062464603901e-06
57	 3 	 CHN 	 CNH 	 0.004436962714734512 	 0.004436962714734512
57	 14 	 N2O 	 N2O 	 0.003883365440388484 	 0.003883365440388484
57	 7 	 CO 	 OC 	 0.0003820934450682694 	 0.0003820934450682694
57	 9 	 Na2 	 Na2 	 2.444210424512896e-07 	 2.444210424512896e-07
57	 20 	 CH 	 CH 	 5.511136665054081e-06 	 5.511136665054081e-06
57	 5 	 F2 	 F2 	 0.00019471951324171496 	 0.00019471951324171496
57	 15 	 CH3 	 CH3 	 2.3147503375247993e-05 	 2.3147503375247993e-05
57	 6 	 C2H2 	 C2H2 	 0.00017814014396860264 	 0.00017814014396860264
57	 4 	 CO2 	 CO2 	 0.0071287201960977585 	 0.0071287201960977585
57	 11 	 NO2 	 NO2 	 0.005188443360046623 	 0.005188443360046623
57	 16 	 CH2 	 CH2 	 0.00310257997634725 	 0.00310257997634725
57	 18 	 H3N 	 NH3 	 0.0005054277397642158 	 0.0005054277397642158
57	 25 	 Li 	 Li 	 3.463104896146407e-05 	 3.463104896146407e-05
57	 13 	 O3 	 O3 	 0.004556479354476363 	 0.004556479354476363
57	 23 	 HF2 	 HF2 	 0.002638797210594354 	 0.002638797210594354
58	 21 	 HN2O 	 HON2 	 0.0045945451395238285 	 0.0045945451395238285
58	 18 	 H3N 	 NH3 	 0.0005061798773794295 	 0.0005061798773794295
58	 19 	 HO 	 OH 	 7.820273933591452e-06 	 7.820273933591452e-06
58	 4 	 CO2 	 CO2 	 0.007082057288417308 	 0.007082057288417308
58	 6 	 C2H2 	 C2H2 	 0.0001752547557808646 	 0.0001752547557808646
58	 23 	 HF2 	 HF2 	 0.0026449418130501793 	 0.0026449418130501793
58	 14 	 N2O 	 N2O 	 0.003938833059298111 	 0.003938833059298111
58	 2 	 FLi 	 LiF 	 0.007331687631430916 	 0.007331687631430916
58	 10 	 NO 	 NO 	 0.00011679620383469019 	 0.00011679620383469019
58	 20 	 CH 	 CH 	 5.600461823102721e-06 	 5.600461823102721e-06
58	 8 	 HLi 	 LiH 	 4.449376507344117e-06 	 4.449376507344117e-06
58	 13 	 O3 	 O3 	 0.0046175993306309905 	 0.0046175993306309905
58	 17 	 H2O 	 OH2 	 0.00017807171973999373 	 0.00017807171973999373
58	 1 	 N2 	 N2 	 2.5575331427384877e-07 	 2.5575331427384877e-07
58	 22 	 CH4O 	 CH4O 	 0.00027921154934664464 	 0.00027921154934664464
58	 12 	 HN 	 NH 	 0.0010750289055135884 	 0.0010750289055135884
58	 7 	 CO 	 OC 	 0.00037362750134445566 	 0.00037362750134445566
58	 16 	 CH2 	 CH2 	 0.0031191184031559853 	 0.0031191184031559853
58	 11 	 NO2 	 NO2 	 0.005282636389383734 	 0.005282636389383734
58	 5 	 F2 	 F2 	 0.00019980120583876996 	 0.00019980120583876996
58	 15 	 CH3 	 CH3 	 2.4860658245885932e-05 	 2.4860658245885932e-05
58	 3 	 CHN 	 CNH 	 0.004398372337674905 	 0.004398372337674905
58	 9 	 Na2 	 Na2 	 2.7380176254942063e-07 	 2.7380176254942063e-07
58	 24 	 C 	 C 	 2.295844862773274e-05 	 2.295844862773274e-05
58	 0 	 H2 	 H2 	 4.04603478577323e-06 	 4.04603478577323e-06
58	 25 	 Li 	 Li 	 3.561723950837153e-05 	 3.561723950837153e-05
59	 25 	 Li 	 Li 	 3.706330038354803e-05 	 3.706330038354803e-05
59	 8 	 HLi 	 LiH 	 4.475209435852953e-06 	 4.475209435852953e-06
59	 7 	 CO 	 OC 	 0.0003721299649651603 	 0.0003721299649651603
59	 1 	 N2 	 N2 	 2.5015513239412626e-07 	 2.5015513239412626e-07
59	 17 	 H2O 	 OH2 	 0.00017958014901347787 	 0.00017958014901347787
59	 9 	 Na2 	 Na2 	 2.734760468370884e-07 	 2.734760468370884e-07
59	 22 	 CH4O 	 CH4O 	 0.00027910076252106604 	 0.00027910076252106604
59	 14 	 N2O 	 N2O 	 0.003976598199126964 	 0.003976598199126964
59	 16 	 CH2 	 CH2 	 0.003118310260260137 	 0.003118310260260137
59	 23 	 HF2 	 HF2 	 0.002655681437909058 	 0.002655681437909058
59	 11 	 NO2 	 NO2 	 0.005271168862116482 	 0.005271168862116482
59	 18 	 H3N 	 NH3 	 0.0005120455829695893 	 0.0005120455829695893
59	 19 	 HO 	 OH 	 8.065514458635961e-06 	 8.065514458635961e-06
59	 0 	 H2 	 H2 	 3.865959554787745e-06 	 3.865959554787745e-06
59	 15 	 CH3 	 CH3 	 2.4668712117901243e-05 	 2.4668712117901243e-05
59	 5 	 F2 	 F2 	 0.0001992544133058652 	 0.0001992544133058652
59	 21 	 HN2O 	 HON2 	 0.00462543773215106 	 0.00462543773215106
59	 13 	 O3 	 O3 	 0.00459869052746849 	 0.00459869052746849
59	 2 	 FLi 	 LiF 	 0.0073173747302254415 	 0.0073173747302254415
59	 4 	 CO2 	 CO2 	 0.007039244326146258 	 0.007039244326146258
59	 12 	 HN 	 NH 	 0.0010748019163674934 	 0.0010748019163674934
59	 20 	 CH 	 CH 	 5.529639929423732e-06 	 5.529639929423732e-06
59	 10 	 NO 	 NO 	 0.00011765198757222512 	 0.00011765198757222512
59	 6 	 C2H2 	 C2H2 	 0.0001721802861953262 	 0.0001721802861953262
59	 3 	 CHN 	 CNH 	 0.004389933157798813 	 0.004389933157798813
59	 24 	 C 	 C 	 2.299303383932926e-05 	 2.299303383932926e-05
60	 0 	 H2 	 H2 	 2.9403823335535157e-06 	 2.9403823335535157e-06
60	 24 	 C 	 C 	 2.3357036898136954e-05 	 2.3357036898136954e-05
60	 20 	 CH 	 CH 	 5.5370253084946245e-06 	 5.5370253084946245e-06
60	 8 	 HLi 	 LiH 	 4.260137888336433e-06 	 4.260137888336433e-06
60	 17 	 H2O 	 OH2 	 0.00018081504026938542 	 0.00018081504026938542
60	 5 	 F2 	 F2 	 0.00020141170234353744 	 0.00020141170234353744
60	 2 	 FLi 	 LiF 	 0.007293519766824743 	 0.007293519766824743
60	 13 	 O3 	 O3 	 0.0046497768196219445 	 0.0046497768196219445
60	 15 	 CH3 	 CH3 	 2.544249222434751e-05 	 2.544249222434751e-05
60	 18 	 H3N 	 NH3 	 0.000517684361387685 	 0.000517684361387685
60	 23 	 HF2 	 HF2 	 0.0026674991265903847 	 0.0026674991265903847
60	 11 	 NO2 	 NO2 	 0.0053158103912590475 	 0.0053158103912590475
60	 3 	 CHN 	 CNH 	 0.004369322824150053 	 0.004369322824150053
60	 21 	 HN2O 	 HON2 	 0.004661467630143014 	 0.004661467630143014
60	 22 	 CH4O 	 CH4O 	 0.00027981439600409917 	 0.00027981439600409917
60	 12 	 HN 	 NH 	 0.0010906565977964746 	 0.0010906565977964746
60	 7 	 CO 	 OC 	 0.0003671995333883708 	 0.0003671995333883708
60	 19 	 HO 	 OH 	 8.395624545281099e-06 	 8.395624545281099e-06
60	 10 	 NO 	 NO 	 0.00011955689029611777 	 0.00011955689029611777
60	 1 	 N2 	 N2 	 4.4100720004904544e-07 	 4.4100720004904544e-07
60	 6 	 C2H2 	 C2H2 	 0.00016854581618017177 	 0.00016854581618017177
60	 14 	 N2O 	 N2O 	 0.00403300130685085 	 0.00403300130685085
60	 4 	 CO2 	 CO2 	 0.006955551024212359 	 0.006955551024212359
60	 25 	 Li 	 Li 	 3.9729789780103416e-05 	 3.9729789780103416e-05
60	 9 	 Na2 	 Na2 	 2.7690187385194814e-07 	 2.7690187385194814e-07
60	 16 	 CH2 	 CH2 	 0.003134088235154913 	 0.003134088235154913
61	 17 	 H2O 	 OH2 	 0.00018222256429844354 	 0.00018222256429844354
61	 8 	 HLi 	 LiH 	 4.191074658359826e-06 	 4.191074658359826e-06
61	 4 	 CO2 	 CO2 	 0.006933227078057762 	 0.006933227078057762
61	 16 	 CH2 	 CH2 	 0.003136121362386863 	 0.003136121362386863
61	 12 	 HN 	 NH 	 0.0010970735397488288 	 0.0010970735397488288
61	 0 	 H2 	 H2 	 3.3128279434254686e-06 	 3.3128279434254686e-06
61	 15 	 CH3 	 CH3 	 2.6452079591097442e-05 	 2.6452079591097442e-05
61	 11 	 NO2 	 NO2 	 0.005372740101432745 	 0.005372740101432745
61	 3 	 CHN 	 CNH 	 0.004338924777077742 	 0.004338924777077742
61	 5 	 F2 	 F2 	 0.00020557769552722723 	 0.00020557769552722723
61	 10 	 NO 	 NO 	 0.0001221817207065136 	 0.0001221817207065136
61	 23 	 HF2 	 HF2 	 0.002688087012189565 	 0.002688087012189565
61	 21 	 HN2O 	 HON2 	 0.004701897736691633 	 0.004701897736691633
61	 19 	 HO 	 OH 	 8.455760231714365e-06 	 8.455760231714365e-06
61	 7 	 CO 	 OC 	 0.00036181883064507635 	 0.00036181883064507635
61	 20 	 CH 	 CH 	 5.581721408180024e-06 	 5.581721408180024e-06
61	 6 	 C2H2 	 C2H2 	 0.00015916629210372345 	 0.00015916629210372345
61	 13 	 O3 	 O3 	 0.00474021228247561 	 0.00474021228247561
61	 1 	 N2 	 N2 	 6.110936477908503e-07 	 6.110936477908503e-07
61	 25 	 Li 	 Li 	 3.9055901763488e-05 	 3.9055901763488e-05
61	 2 	 FLi 	 LiF 	 0.007266985800152776 	 0.007266985800152776
61	 9 	 Na2 	 Na2 	 2.923307690815952e-07 	 2.923307690815952e-07
61	 24 	 C 	 C 	 2.5527583327041487e-05 	 2.5527583327041487e-05
61	 18 	 H3N 	 NH3 	 0.0005267317527206461 	 0.0005267317527206461
61	 22 	 CH4O 	 CH4O 	 0.00028270634561945745 	 0.00028270634561945745
61	 14 	 N2O 	 N2O 	 0.004107702190538469 	 0.004107702190538469
62	 15 	 CH3 	 CH3 	 2.7258225880358006e-05 	 2.7258225880358006e-05
62	 7 	 CO 	 OC 	 0.00035955184652647186 	 0.00035955184652647186
62	 20 	 CH 	 CH 	 5.540158729779825e-06 	 5.540158729779825e-06
62	 19 	 HO 	 OH 	 8.601730645786594e-06 	 8.601730645786594e-06
62	 16 	 CH2 	 CH2 	 0.003148542131596475 	 0.003148542131596475
62	 25 	 Li 	 Li 	 3.799465984372713e-05 	 3.799465984372713e-05
62	 17 	 H2O 	 OH2 	 0.00018409707319169658 	 0.00018409707319169658
62	 0 	 H2 	 H2 	 3.6688553050416957e-06 	 3.6688553050416957e-06
62	 6 	 C2H2 	 C2H2 	 0.00016140698803468681 	 0.00016140698803468681
62	 5 	 F2 	 F2 	 0.0002085473925301547 	 0.0002085473925301547
62	 23 	 HF2 	 HF2 	 0.0027008872370440254 	 0.0027008872370440254
62	 9 	 Na2 	 Na2 	 2.8825153226434564e-07 	 2.8825153226434564e-07
